LGA_CODE_2021,C16_Aus_Mo_O_B_OS,C16_Aus_BP_B_Aus,C16_Aus_Bplace_NS,C16_Aus_Tot_resp,C16_Aus_Ab_BP_B_OS,C16_Aus_Ab_Fa_O_B_OS,C16_Aus_Ab_Mo_O_B_OS,C16_Aus_Ab_BP_B_Aus,C16_Aus_Abor_Bplace_NS,C16_Aus_Abor_Tot_resp,C16_Chi_BP_B_OS,C16_Chi_Fa_O_B_OS,C16_Chi_Mo_O_B_OS,C16_Chi_BP_B_Aus,C16_Chi_Bplace_NS,C16_Chi_Tot_resp,C16_Cro_BP_B_OS,C16_Cro_Fa_O_B_OS,C16_Cro_Mo_O_B_OS,C16_Cro_BP_B_Aus,C16_Cro_Bplace_NS,C16_Cro_Tot_resp,C16_Dut_BP_B_OS,C16_Dut_Fa_O_B_OS,C16_Dut_Mo_O_B_OS,C16_Dut_BP_B_Aus,C16_Dut_Bplace_NS,C16_Dut_Tot_resp,C16_Eng_BP_B_OS,C16_Eng_Fa_O_B_OS,C16_Eng_Mo_O_B_OS,C16_Eng_BP_B_Aus,C16_Eng_Bplace_NS,C16_Eng_Tot_resp,C16_Fil_BP_B_OS,C16_Fil_Fa_O_B_OS,C16_Fil_Mo_O_B_OS,C16_Fil_BP_B_Aus,C16_Fil_Bplace_NS,C16_Fil_Tot_resp,C16_Fre_BP_B_OS,C16_Fre_Fa_O_B_OS,C16_Fre_Mo_O_B_OS,C16_Fre_BP_B_Aus,C16_Fre_Bplace_NS,C16_Fre_Tot_resp,C16_Ger_BP_B_OS,C16_Ger_Fa_O_B_OS,C16_Ger_Mo_O_B_OS,C16_Ger_BP_B_Aus,C16_Ger_Bplace_NS,C16_Ger_Tot_resp,C16_Gre_BP_B_OS,C16_Gre_Fa_O_B_OS,C16_Gre_Mo_O_B_OS,C16_Gre_BP_B_Aus,C16_Gre_Bplace_NS,C16_Gre_Tot_resp,C16_Hun_BP_B_OS,C16_Hun_Fa_O_B_OS,C16_Hun_Mo_O_B_OS,C16_Hun_BP_B_Aus,C16_Hun_Bplace_NS,C16_Hun_Tot_resp,C16_Ind_BP_B_OS,C16_Ind_Fa_O_B_OS,C16_Ind_Mo_O_B_OS,C16_Ind_BP_B_Aus,C16_Ind_Bplace_NS,C16_Ind_Tot_resp,C16_Iri_BP_B_OS,C16_Iri_Fa_O_B_OS,C16_Iri_Mo_O_B_OS,C16_Iri_BP_B_Aus,C16_Iri_Bplace_NS,C16_Iri_Tot_resp,C16_Ita_BP_B_OS,C16_Ita_Fa_O_B_OS,C16_Ita_Mo_O_B_OS,C16_Ita_BP_B_Aus,C16_Ita_Bplace_NS,C16_Ita_Tot_resp,C16_Kor_BP_B_OS,C16_Kor_Fa_O_B_OS,C16_Kor_Mo_O_B_OS,C16_Kor_BP_B_Aus,C16_Kor_Bplace_NS,C16_Kor_Tot_resp,C16_Leb_BP_B_OS,C16_Leb_Fa_O_B_OS,C16_Leb_Mo_O_B_OS,C16_Leb_BP_B_Aus,C16_Leb_Bplace_NS,C16_Leb_Tot_resp,C16_Mac_BP_B_OS,C16_Mac_Fa_O_B_OS,C16_Mac_Mo_O_B_OS,C16_Mac_BP_B_Aus,C16_Mac_Bplace_NS,C16_Mac_Tot_resp,C16_Mal_BP_B_OS,C16_Mal_Fa_O_B_OS,C16_Mal_Mo_O_B_OS,C16_Mal_BP_B_Aus,C16_Mal_Bplace_NS,C16_Mal_Tot_resp,C16_Mao_BP_B_OS,C16_Mao_Fa_O_B_OS,C16_Mao_Mo_O_B_OS,C16_Mao_BP_B_Aus,C16_Mao_Bplace_NS,C16_Mao_Tot_resp,C16_NZ_BP_B_OS,C16_NZ_Fa_O_B_OS,C16_NZ_Mo_O_B_OS,C16_NZ_BP_B_Aus,C16_NZ_Bplace_NS,C16_NZ_Tot_resp,C16_Pol_BP_B_OS,C16_Pol_Fa_O_B_OS,C16_Pol_Mo_O_B_OS,C16_Pol_BP_B_Aus,C16_Pol_Bplace_NS,C16_Pol_Tot_resp,C16_Rus_BP_B_OS,C16_Rus_Fa_O_B_OS,C16_Rus_Mo_O_B_OS,C16_Rus_BP_B_Aus,C16_Rus_Birthplac_ns,C16_Rus_Tot_resp,C16_Sam_BP_B_OS,C16_Sam_Fa_O_B_OS,C16_Sam_Mo_O_B_OS,C16_Sam_BP_B_Aus,C16_Sam_Birthplac_ns,C16_Sam_Tot_resp,C16_Sco_BP_B_OS,C16_Sco_Fa_O_B_OS,C16_Sco_Mo_O_B_OS,C16_Sco_BP_B_Aus,C16_Sco_Birthplac_ns,C16_Sco_Tot_resp,C16_Ser_BP_B_OS,C16_Ser_Fa_O_B_OS,C16_Ser_Mo_O_B_OS,C16_Ser_BP_B_Aus,C16_Ser_Bplace_NS,C16_Ser_Tot_resp,C16_SAf_BP_B_OS,C16_SAf_Fa_O_B_OS,C16_SAf_Mo_O_B_OS,C16_SAf_BP_B_Aus,C16_SAf_Bplace_NS,C16_SAf_Tot_resp,C16_Span_BP_B_OS,C16_Span_Fa_O_B_OS,C16_Span_Mo_O_B_OS,C16_Span_BP_B_Aus,C16_Span_Bplace_NS,C16_Span_Tot_resp,C16_SriL_BP_B_OS,C16_SriL_Fa_O_B_OS,C16_SriL_Mo_O_B_OS,C16_SriL_BP_B_Aus,C16_SriL_Bplace_NS,C16_SriL_Tot_resp,C16_Viet_BP_B_OS,C16_Viet_Fa_O_B_OS,C16_Viet_Mo_O_B_OS,C16_Viet_BP_B_Aus,C16_Viet_Bplace_NS,C16_Viet_Tot_resp,C16_Wel_BP_B_OS,C16_Wel_Fa_O_B_OS,C16_Wel_Mo_O_B_OS,C16_Wel_BP_B_Aus,C16_Wel_Bplace_NS,C16_Wel_Tot_resp,C16_Oth_BP_B_OS,C16_Oth_Fa_O_B_OS,C16_Oth_Mo_O_B_OS,C16_Oth_BP_B_Aus,C16_Oth_Bplace_NS,C16_Oth_Tot_resp,C16_Anc_ns_BP_B_OS,C16_Anc_ns_Fa_O_B_OS,C16_Anc_ns_Mo_O_B_OS,C16_Anc_ns_BP_B_Aus,C16_Anc_ns_Bplace_NS,C16_Anc_NS_Tot_resp,C16_Tot_P_BP_B_OS,C16_Tot_P_Fa_O_B_OS,C16_Tot_P_Mo_O_B_OS,C16_Tot_P_BP_B_Aus,C16_Tot_P_Bplace_NS,C16_Tot_P_Tot_resp,C21_Aus_BP_B_OS,C21_Aus_Fa_O_B_OS,C21_Aus_Mo_O_B_OS,C21_Aus_BP_B_Aus
LGA17420,3760,28695,331,39463,4,6,3,85,0,98,18506,280,472,468,107,19829,924,158,103,334,10,1523,1099,284,157,473,13,2034,9975,4082,3051,24692,370,42169,3082,116,228,55,24,3501,438,76,46,277,8,843,1545,356,329,2055,35,4320,1091,233,123,738,10,2201,358,60,43,111,4,573,9466,160,157,86,42,9914,2482,1035,762,9156,113,13552,3439,1071,460,2825,66,7858,3328,14,52,7,16,3425,1846,427,246,797,37,3353,98,24,13,40,0,178,1270,362,211,962,23,2825,283,37,30,21,5,375,661,284,218,87,8,1260,917,118,120,217,5,1375,594,47,41,121,0,804,99,26,6,3,0,133,2215,981,729,6868,89,10879,349,52,38,78,7,524,1362,119,68,32,6,1584,956,84,53,92,7,1190,2175,52,39,15,6,2285,663,35,34,29,0,761,377,74,50,336,6,845,16909,1390,1111,1502,115,21024,506,61,60,352,4228,5209,77200,10145,7531,56988,5380,157243,2733,5686,4284,29406
LGA17550,2377,29188,689,36075,3,22,12,463,13,504,453,38,39,209,7,751,96,33,14,54,4,197,609,191,127,352,18,1292,7411,3071,2241,26009,728,39451,429,20,144,12,12,614,248,62,40,266,3,615,854,292,203,2520,72,3949,134,89,21,213,9,467,111,41,17,28,7,199,468,37,52,50,5,604,1441,790,546,9929,191,12891,597,285,106,1054,31,2071,36,0,8,8,0,51,34,16,7,67,3,122,13,7,0,4,0,24,145,51,26,143,3,366,377,65,50,67,7,569,551,214,174,92,9,1043,217,47,33,107,9,406,100,30,23,31,0,190,61,18,9,3,0,92,1806,837,605,7092,152,10491,31,7,3,13,0,52,155,45,29,19,4,262,161,20,28,99,3,306,20,8,10,14,0,48,33,17,9,8,0,62,294,76,45,251,13,681,2385,643,464,1327,68,4888,185,75,37,758,5880,6932,15711,6213,4384,57569,7490,91374,542,3743,2955,28185
LGA17620,218,6018,133,6675,4,0,0,56,0,60,77,0,4,11,0,91,3,0,0,6,0,6,46,23,7,41,0,124,474,293,202,4608,130,5705,95,0,3,3,0,96,10,4,0,21,0,35,53,35,21,402,12,524,5,0,0,16,0,18,7,5,3,0,0,16,36,0,0,0,0,37,153,58,41,1345,32,1631,35,17,12,100,0,167,6,0,0,0,0,6,15,0,0,8,0,23,0,0,0,0,0,0,12,6,3,17,0,36,31,3,0,6,0,41,46,8,8,10,0,65,10,3,3,3,0,22,3,0,0,7,0,11,0,0,0,0,0,0,130,80,44,1140,24,1424,3,0,0,5,0,8,18,0,0,3,0,25,7,3,0,15,0,23,8,0,0,0,0,8,34,0,4,0,0,37,14,12,6,40,0,71,173,35,22,70,3,307,21,13,11,208,1140,1393,1251,528,374,10559,1401,14112,42,307,287,5752
LGA17640,148,3065,53,3434,0,0,0,13,0,13,15,0,0,13,0,32,11,0,0,4,0,12,41,11,12,36,0,101,294,152,132,2488,50,3112,6,5,0,0,0,13,11,0,0,28,0,36,45,15,17,143,9,221,7,7,3,19,0,35,9,0,5,5,0,21,7,0,0,0,0,7,75,42,38,1073,11,1248,19,6,0,45,0,69,0,0,0,0,0,0,3,3,0,11,0,21,0,0,0,0,0,0,28,8,0,18,0,62,12,0,0,0,0,17,17,3,8,8,0,34,14,3,4,0,0,25,4,0,4,4,0,14,8,0,0,0,0,8,90,55,46,725,17,929,4,0,0,0,0,4,3,3,0,0,0,7,5,0,0,4,0,9,3,4,0,0,0,6,0,0,0,0,0,0,13,6,0,23,0,47,73,28,31,41,6,179,7,3,10,84,543,640,656,311,261,5817,654,7694,24,187,165,3190
LGA17650,131,2618,41,2969,0,0,0,24,0,26,7,0,0,7,0,15,0,0,0,0,0,0,32,8,7,18,0,68,238,135,97,1947,51,2476,4,0,6,0,0,10,3,0,4,21,0,35,41,21,9,246,10,323,4,3,0,5,0,13,6,0,0,0,0,8,6,0,0,0,0,7,35,21,25,665,11,753,17,9,0,31,0,62,0,0,0,0,0,0,6,0,0,7,0,11,0,0,0,0,0,0,9,6,0,7,0,15,8,0,3,3,0,13,18,15,10,5,0,40,7,0,0,10,0,24,9,3,0,4,0,12,0,0,0,0,0,0,66,38,34,532,10,676,0,0,0,0,0,0,13,4,4,0,0,20,3,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,18,0,27,69,25,30,45,0,170,0,0,0,72,365,436,487,277,209,4619,459,6049,16,147,147,2274
LGA17750,996,23880,438,26877,0,10,5,416,12,451,513,21,45,140,0,721,36,3,11,36,0,87,233,96,74,303,10,713,1566,1359,962,20519,360,24764,407,3,47,26,4,489,74,29,22,183,3,302,301,148,118,2731,40,3328,89,28,10,148,0,277,44,9,4,21,0,78,811,13,17,19,4,855,343,329,263,7862,109,8908,184,128,43,746,11,1114,58,0,6,6,0,73,29,11,9,47,0,97,6,0,0,12,0,17,44,11,12,86,0,154,71,22,11,34,4,142,99,74,55,49,5,278,86,16,19,86,3,222,37,5,0,11,0,54,39,8,0,3,0,45,461,331,263,5539,82,6684,27,0,0,9,0,36,136,12,26,4,0,182,77,6,3,52,0,141,107,0,0,5,0,119,66,3,5,3,0,81,57,29,20,169,0,274,2221,292,169,556,37,3271,90,20,15,632,3171,3929,7160,2614,1852,46709,4048,62383,299,1592,1116,23834
LGA17850,55,1329,27,1475,0,0,0,35,0,35,3,0,0,3,0,9,0,0,0,0,0,5,4,3,0,4,0,13,84,45,39,986,23,1169,5,0,0,0,0,5,3,0,0,3,0,4,14,0,3,93,0,113,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,9,12,13,15,263,9,309,3,3,0,17,0,30,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,5,0,9,12,0,0,0,5,16,14,9,0,0,0,26,4,0,0,0,0,8,5,0,0,0,0,5,0,0,0,0,0,0,22,16,10,320,3,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,21,34,3,11,10,0,63,5,0,0,55,318,374,177,94,83,2364,369,3090,3,62,63,1172
LGA17900,69,2482,88,2761,0,0,0,528,16,549,20,0,0,11,0,34,42,0,0,0,0,45,28,11,5,18,0,61,151,71,63,1398,47,1725,46,0,8,7,0,52,3,0,0,8,0,19,66,15,5,120,4,211,9,0,0,3,0,12,12,0,3,4,0,23,25,0,0,4,0,32,35,21,15,440,3,517,14,6,0,30,0,51,5,0,0,0,0,5,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,10,0,7,18,3,0,4,0,24,9,6,0,6,0,22,13,0,0,0,0,22,3,0,0,0,0,3,0,0,0,0,0,0,42,16,16,359,5,438,42,6,0,7,0,58,4,0,0,0,0,4,5,4,3,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,0,16,183,32,23,52,0,290,11,5,0,101,660,785,690,189,125,4305,801,6112,9,64,71,1344
LGA17950,24,1211,22,1295,0,0,0,20,0,20,10,0,0,4,0,9,0,0,0,0,0,0,5,0,0,9,0,10,41,39,31,971,23,1113,8,0,0,0,0,8,9,0,4,7,0,17,14,3,7,35,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,7,308,0,339,6,0,0,13,0,26,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,17,12,5,217,6,261,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,28,0,4,13,3,51,0,0,0,34,246,283,141,75,54,2173,287,2730,0,45,32,954
LGA18020,146,4011,100,4468,0,4,3,68,7,81,18,0,0,23,0,47,3,3,0,0,0,3,35,13,13,19,0,81,267,179,115,3140,93,3789,20,0,3,4,0,26,9,0,4,16,0,30,59,19,14,234,9,338,20,0,0,17,0,33,6,0,0,3,0,15,29,4,0,3,0,32,47,33,26,803,27,932,19,3,3,48,3,87,3,0,0,0,0,3,3,0,0,5,0,10,3,0,0,5,0,11,10,3,0,7,0,25,9,0,4,4,0,18,10,9,3,13,0,41,17,0,0,4,0,19,0,0,0,0,0,3,0,0,0,0,0,0,74,49,46,757,20,948,0,0,0,0,0,0,13,0,3,0,4,17,6,0,0,4,0,9,4,0,0,0,0,4,4,7,0,0,0,6,11,0,0,16,0,30,101,17,23,63,0,211,7,5,3,82,894,995,695,331,248,7008,1097,9380,26,185,138,3452
LGA18050,2099,8356,134,13933,0,3,9,36,0,54,1693,124,146,182,20,2170,210,42,25,68,0,345,436,95,78,146,4,759,8005,2033,1457,7669,191,19346,445,4,56,12,9,522,1038,76,63,131,16,1326,1541,260,186,771,19,2779,789,187,87,432,13,1513,801,114,77,147,6,1151,467,42,33,42,4,581,2751,634,471,4209,69,8133,2144,320,156,676,20,3315,211,0,13,10,0,238,222,37,26,112,3,395,69,5,6,17,0,94,132,34,35,65,0,269,190,24,10,24,4,247,633,108,122,29,9,903,1140,152,127,237,3,1652,1473,95,70,104,13,1759,29,7,0,0,0,40,1526,476,366,2475,44,4886,146,5,4,16,0,173,1994,176,129,19,16,2322,873,28,34,39,9,983,78,15,9,10,0,112,130,11,13,4,0,158,275,44,24,130,3,472,9652,1008,814,769,93,12349,338,46,33,139,6764,7326,32069,5193,3959,18276,7309,66813,892,2971,2402,8247
LGA18100,77,1509,31,1693,0,0,0,6,0,9,12,0,0,3,0,16,0,0,0,0,0,0,16,0,3,15,0,38,111,79,64,1298,29,1586,9,0,0,0,0,12,3,0,0,5,0,5,20,3,5,89,0,113,4,0,0,6,0,11,3,0,0,0,0,3,7,0,0,11,0,15,17,12,8,370,12,421,9,0,0,21,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,13,3,5,0,0,0,10,4,0,3,5,0,12,0,0,0,0,0,6,0,0,0,0,0,3,3,0,0,0,0,3,25,23,14,341,4,402,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,11,0,17,29,7,0,20,0,54,3,0,0,49,278,335,242,126,116,2832,346,3660,6,97,76,1427
LGA18200,76,2493,83,2774,0,3,3,261,21,283,3,0,0,7,0,15,12,0,4,4,0,18,31,0,11,14,0,59,184,108,82,2048,49,2474,17,0,3,0,0,24,3,0,0,12,0,20,26,16,11,293,8,351,9,7,5,11,0,21,12,3,0,3,0,17,10,0,0,0,0,13,40,25,9,542,11,631,124,35,10,166,4,338,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,4,0,5,0,10,0,15,8,0,0,0,0,14,15,6,7,4,0,27,0,3,6,8,0,20,0,0,0,3,0,8,0,0,0,0,0,0,38,36,23,572,12,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,16,0,32,69,17,11,59,7,166,9,4,0,132,673,824,554,229,160,5031,829,6798,27,138,110,2622
LGA18250,2070,9743,121,15002,5,4,0,24,0,30,16717,254,501,349,109,17936,481,66,40,93,0,675,356,131,68,124,0,685,5316,2079,1484,9078,165,18116,979,12,78,9,3,1089,339,62,40,140,3,582,703,189,138,766,17,1813,470,94,48,270,5,897,272,43,21,55,0,384,2422,34,59,36,11,2565,1369,632,444,4547,69,7059,1199,288,153,696,22,2355,2596,4,56,9,10,2675,349,65,44,115,9,573,108,14,9,10,0,138,83,28,15,49,3,180,84,6,3,0,0,91,450,129,96,26,3,702,377,54,45,81,3,553,340,28,43,50,3,459,18,0,3,0,0,25,1187,530,370,2987,40,5115,130,0,10,13,0,157,394,57,23,12,0,486,340,22,17,34,6,407,168,23,16,11,0,214,382,14,20,9,9,431,210,52,34,129,3,419,8345,577,741,575,68,10304,237,22,18,131,3371,3783,41381,4619,3883,20503,3915,74303,816,2528,2247,9476
LGA18350,1388,14502,311,18464,0,7,7,76,0,96,412,16,31,61,6,529,100,22,22,21,4,169,373,128,67,185,10,765,4008,2021,1418,13447,363,21261,126,10,28,4,0,172,127,39,11,125,6,307,547,173,120,1037,26,1902,193,55,31,121,6,400,128,22,15,27,0,189,231,10,6,3,0,246,763,475,294,4922,113,6569,495,170,72,594,20,1355,35,0,0,3,0,46,75,31,14,59,0,173,56,9,0,13,4,78,138,33,23,103,4,301,61,13,23,13,0,118,158,81,60,36,7,340,220,33,29,89,4,371,76,18,17,34,0,148,31,3,0,7,0,46,1051,580,391,4000,90,6108,39,4,0,3,0,50,120,17,26,26,0,187,104,11,11,38,0,161,19,0,13,7,0,40,67,0,6,3,0,78,160,46,30,158,6,395,1560,332,257,549,24,2724,57,26,19,330,2823,3251,9443,3728,2550,28570,3590,47878,335,2291,1659,15354
LGA18400,1350,18157,348,22262,0,16,5,194,8,225,244,23,21,98,3,388,241,48,28,130,0,445,317,117,52,203,5,695,3117,1769,1331,12375,266,18848,123,4,46,11,0,184,78,14,10,96,4,207,455,138,135,1019,28,1779,182,60,23,158,3,434,108,29,10,41,0,185,112,21,13,16,0,157,725,399,266,3697,82,5164,744,314,142,1024,32,2249,18,0,3,0,0,23,242,46,20,77,11,395,49,14,10,19,0,89,554,160,126,593,22,1449,79,27,17,9,4,140,133,97,65,58,3,363,154,56,37,75,3,314,88,14,10,40,0,153,19,16,4,0,0,41,738,397,263,2838,57,4282,91,19,18,49,0,180,96,21,15,11,0,145,119,30,14,25,0,178,32,0,6,0,0,39,53,4,17,0,0,70,129,42,27,118,0,311,1465,372,228,531,39,2642,72,20,21,343,2203,2662,8825,3780,2529,30469,2917,48520,373,2355,1609,18977
LGA18450,5913,53940,1081,70590,6,78,32,674,9,796,4524,96,145,320,37,5128,1185,166,114,337,24,1839,1546,513,313,1041,35,3455,13255,7376,5705,45411,1044,72789,1195,58,234,57,37,1583,439,92,81,473,14,1092,2315,750,568,3882,99,7612,1709,348,191,944,39,3232,442,75,38,168,10,734,1944,61,52,52,22,2128,2799,1700,1207,16213,281,22205,5785,1370,681,4114,167,12114,356,7,20,16,5,399,1168,237,149,282,32,1864,4841,503,278,905,66,6597,917,283,149,760,25,2124,495,119,114,106,22,854,623,350,272,193,26,1471,937,170,117,396,15,1640,325,44,51,122,14,548,118,56,13,3,7,194,3812,2017,1546,12123,185,19688,1452,151,88,194,25,1908,333,86,69,31,8,526,1158,155,100,271,17,1711,297,16,16,13,0,351,1117,32,47,26,13,1235,769,257,179,706,17,1928,13506,1872,1452,2464,236,19528,541,97,79,1002,9152,10872,60970,15975,11686,102995,12002,203630,2156,9072,6809,55702
LGA18500,1696,8083,128,12810,0,3,0,18,0,22,1991,115,146,112,25,2395,172,29,22,52,0,277,335,96,41,122,0,596,5775,2026,1446,8594,170,18018,314,9,33,6,3,369,594,64,53,135,6,859,1082,228,144,837,13,2298,762,208,109,628,11,1723,749,97,58,144,3,1057,472,42,40,18,4,574,1552,597,465,4533,71,7215,984,290,124,590,19,2011,160,0,12,0,0,179,191,75,49,202,0,518,53,13,5,11,0,81,83,30,18,60,0,184,87,10,0,0,0,109,445,85,60,18,0,614,960,160,113,207,11,1451,769,84,75,96,3,1026,20,3,3,5,0,30,1372,552,341,3159,53,5473,106,12,19,13,3,145,1367,97,83,16,7,1567,348,22,32,27,0,427,106,14,15,7,0,149,179,6,19,0,0,205,198,21,17,136,4,378,5699,834,636,703,58,7933,171,15,27,138,4630,4984,21769,4837,3448,19116,5071,54239,593,2445,1921,8008
LGA18710,475,6221,104,7446,0,0,0,27,0,33,53,5,10,18,4,92,75,12,0,48,4,135,142,47,29,83,0,311,910,491,442,4727,96,6667,29,7,4,0,0,39,25,14,8,41,0,93,152,55,50,394,7,659,22,16,3,28,0,69,21,11,12,19,0,64,29,5,0,5,0,38,199,137,93,1802,31,2260,61,34,9,142,3,254,0,4,0,0,0,8,18,0,10,9,0,31,5,3,0,4,0,17,25,12,4,42,0,81,13,5,4,9,0,32,52,18,23,4,4,101,47,12,18,32,4,113,12,3,0,17,0,36,4,0,0,0,0,7,230,160,101,1266,30,1786,12,4,0,8,0,23,26,8,4,6,0,39,9,4,10,6,0,23,7,0,0,0,0,6,17,0,7,4,0,22,32,9,6,50,4,107,350,102,78,190,12,732,18,21,3,133,920,1093,2091,1031,802,11075,1142,16143,89,749,591,6291
LGA19399,24,441,16,499,0,0,0,0,0,0,4,0,0,3,0,9,3,0,0,0,0,3,0,3,0,0,0,5,39,15,22,294,3,376,0,0,0,0,0,0,4,0,0,5,0,7,11,4,4,47,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,114,0,127,3,0,0,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,8,5,8,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,11,7,3,95,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,0,5,17,6,8,22,0,45,3,0,0,8,110,120,91,38,43,750,126,1054,7,18,36,366
LGA19499,201,2589,86,3251,0,3,5,92,5,107,434,8,8,18,4,469,29,0,0,0,0,36,77,18,14,34,0,145,807,254,190,1950,72,3273,77,0,20,7,0,101,64,10,3,26,4,107,148,27,19,200,8,401,47,8,0,21,3,82,21,3,0,8,0,37,140,0,0,3,0,146,207,64,39,712,14,1040,119,27,16,95,5,268,47,0,0,0,0,47,77,9,5,13,0,112,8,0,0,0,0,13,20,8,0,11,0,43,52,12,6,4,3,75,60,19,12,3,10,95,40,7,7,17,0,72,19,0,4,8,3,32,50,7,0,3,0,56,191,58,46,536,13,843,11,0,0,0,0,18,35,4,7,3,0,48,58,0,0,8,0,70,9,0,0,0,0,11,78,3,5,0,0,87,35,8,4,21,0,62,867,68,52,101,27,1115,49,5,8,67,3195,3317,3257,554,395,4678,3397,12288,84,252,196,2300
LGA19799,7,91,0,124,0,0,0,0,0,0,36,0,0,4,0,37,0,0,0,0,0,0,0,0,0,0,0,0,39,6,8,72,3,135,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,9,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,33,0,41,8,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,9,0,0,0,0,9,0,0,0,0,0,0,12,0,6,20,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,22,0,0,0,0,23,13,0,0,5,36,48,163,19,15,174,45,419,0,0,0,0
