LGA_CODE_2021,C11_70_74_Married_P,C11_70_74_Sep_M,C11_70_74_Sep_F,C11_70_74_Sep_P,C11_70_74_Div_M,C11_70_74_Div_F,C11_70_74_Div_P,C11_70_74_Wid_M,C11_70_74_Wid_F,C11_70_74_Wid_P,C11_70_74_Nvr_marrd_M,C11_70_74_Nvr_marrd_F,C11_70_74_Nvr_marrd_P,C11_70_74_Tot_M,C11_70_74_Tot_F,C11_70_74_Tot_P,C11_75_79_Married_M,C11_75_79_Married_F,C11_75_79_Married_P,C11_75_79_Sep_M,C11_75_79_Sep_F,C11_75_79_Sep_P,C11_75_79_Div_M,C11_75_79_Div_F,C11_75_79_Div_P,C11_75_79_Wid_M,C11_75_79_Wid_F,C11_75_79_Wid_P,C11_75_79_Nvr_marrd_M,C11_75_79_Nvr_marrd_F,C11_75_79_Nvr_marrd_P,C11_75_79_Tot_M,C11_75_79_Tot_F,C11_75_79_Tot_P,C11_80_84_Married_M,C11_80_84_Married_F,C11_80_84_Married_P,C11_80_84_Sep_M,C11_80_84_Sep_F,C11_80_84_Sep_P,C11_80_84_Div_M,C11_80_84_Div_F,C11_80_84_Div_P,C11_80_84_Wid_M,C11_80_84_Wid_F,C11_80_84_Wid_P,C11_80_84_Nvr_marrd_M,C11_80_84_Nvr_marrd_F,C11_80_84_Nvr_marrd_P,C11_80_84_Tot_M,C11_80_84_Tot_F,C11_80_84_Tot_P,C11_85_over_Married_M,C11_85_over_Married_F,C11_85_over_Married_P,C11_85_over_Seprtd_M,C11_85_over_Seprtd_F,C11_85_over_Seprtd_P,C11_85_over_Divorce_M,C11_85_over_Divorce_F,C11_85_over_Divorce_P,C11_85_over_Wid_M,C11_85_over_Wid_F,C11_85_over_Wid_P,C11_85_over_Nvr_mard_M,C11_85_over_Nvr_mard_F,C11_85_over_Nvr_mard_P,C11_85_over_Tot_M,C11_85_over_Tot_F,C11_85_over_Tot_P,C11_Tot_Married_M,C11_Tot_Married_F,C11_Tot_Married_P,C11_Tot_Sep_M,C11_Tot_Sep_F,C11_Tot_Sep_P,C11_Tot_Div_M,C11_Tot_Div_F,C11_Tot_Div_P,C11_Tot_Wid_M,C11_Tot_Wid_F,C11_Tot_Wid_P,C11_Tot_nver_marrie_M,C11_Tot_nver_marrie_F,C11_Tot_nver_marrie_P,C11_Tot_Tot_M,C11_Tot_Tot_F,C11_Tot_Tot_P,C16_15_19_Married_M,C16_15_19_Married_F,C16_15_19_Married_P,C16_15_19_Sep_M,C16_15_19_Sep_F,C16_15_19_Sep_P,C16_15_19_Div_M,C16_15_19_Div_F,C16_15_19_Div_P,C16_15_19_Wid_M,C16_15_19_Wid_F,C16_15_19_Wid_P,C16_15_19_Nvr_marrd_M,C16_15_19_Nvr_marrd_F,C16_15_19_Nvr_marrd_P,C16_15_19_Tot_M,C16_15_19_Tot_F,C16_15_19_Tot_P,C16_20_24_Married_M,C16_20_24_Married_F,C16_20_24_Married_P,C16_20_24_Sep_M,C16_20_24_Sep_F,C16_20_24_Sep_P,C16_20_24_Div_M,C16_20_24_Div_F,C16_20_24_Div_P,C16_20_24_Wid_M,C16_20_24_Wid_F,C16_20_24_Wid_P,C16_20_24_Nvr_marrd_M,C16_20_24_Nvr_marrd_F,C16_20_24_Nvr_marrd_P,C16_20_24_Tot_M,C16_20_24_Tot_F,C16_20_24_Tot_P,C16_25_29_Married_M,C16_25_29_Married_F,C16_25_29_Married_P,C16_25_29_Sep_M,C16_25_29_Sep_F,C16_25_29_Sep_P,C16_25_29_Div_M,C16_25_29_Div_F,C16_25_29_Div_P,C16_25_29_Wid_M,C16_25_29_Wid_F,C16_25_29_Wid_P,C16_25_29_Nvr_marrd_M,C16_25_29_Nvr_marrd_F,C16_25_29_Nvr_marrd_P,C16_25_29_Tot_M,C16_25_29_Tot_F,C16_25_29_Tot_P,C16_30_34_Married_M,C16_30_34_Married_F,C16_30_34_Married_P,C16_30_34_Sep_M,C16_30_34_Sep_F,C16_30_34_Sep_P,C16_30_34_Div_M,C16_30_34_Div_F,C16_30_34_Div_P,C16_30_34_Wid_M,C16_30_34_Wid_F,C16_30_34_Wid_P,C16_30_34_Nvr_marrd_M,C16_30_34_Nvr_marrd_F,C16_30_34_Nvr_marrd_P,C16_30_34_Tot_M,C16_30_34_Tot_F,C16_30_34_Tot_P,C16_35_39_Married_M,C16_35_39_Married_F,C16_35_39_Married_P,C16_35_39_Sep_M,C16_35_39_Sep_F,C16_35_39_Sep_P,C16_35_39_Div_M,C16_35_39_Div_F,C16_35_39_Div_P,C16_35_39_Wid_M,C16_35_39_Wid_F,C16_35_39_Wid_P,C16_35_39_Nvr_marrd_M,C16_35_39_Nvr_marrd_F,C16_35_39_Nvr_marrd_P,C16_35_39_Tot_M,C16_35_39_Tot_F,C16_35_39_Tot_P,C16_40_44_Married_M,C16_40_44_Married_F,C16_40_44_Married_P,C16_40_44_Sep_M,C16_40_44_Sep_F,C16_40_44_Sep_P,C16_40_44_Div_M,C16_40_44_Div_F,C16_40_44_Div_P,C16_40_44_Wid_M,C16_40_44_Wid_F,C16_40_44_Wid_P,C16_40_44_Nvr_marrd_M,C16_40_44_Nvr_marrd_F,C16_40_44_Nvr_marrd_P,C16_40_44_Tot_M,C16_40_44_Tot_F,C16_40_44_Tot_P,C16_45_49_Married_M,C16_45_49_Married_F,C16_45_49_Married_P,C16_45_49_Sep_M
LGA17420,2982,28,35,57,80,143,228,94,399,492,31,33,70,1941,1889,3835,979,662,1641,18,16,31,61,76,143,97,465,564,23,22,39,1178,1238,2415,581,324,903,7,14,15,24,47,70,134,555,687,16,28,53,763,967,1726,310,137,450,3,7,8,14,32,44,169,773,942,12,15,25,507,965,1475,33982,34399,68384,866,1213,2074,2211,3661,5866,780,3246,4029,16284,14367,30653,54122,56897,111014,14,15,35,0,0,0,0,0,0,0,4,4,5765,5450,11219,5785,5469,11257,66,140,204,3,7,4,0,3,6,0,3,3,5017,4469,9486,5091,4616,9711,754,1227,1980,17,46,68,15,49,56,0,0,0,3081,2438,5525,3873,3758,7631,2550,3480,6035,42,82,121,74,112,183,0,5,5,1441,1089,2530,4105,4771,8877,4140,4884,9024,96,156,257,116,227,339,4,16,19,827,703,1525,5182,5985,11164,4979,5251,10229,132,223,356,231,415,650,12,27,40,646,540,1192,6003,6457,12461,4694,4921,9620,139
LGA17550,2846,67,37,104,278,304,582,148,483,633,116,74,183,2093,2259,4348,1272,1064,2331,52,54,104,180,192,373,217,773,988,94,66,161,1804,2147,3952,1028,647,1678,39,10,50,117,152,258,241,899,1145,54,26,82,1475,1730,3208,602,343,951,11,9,19,53,81,136,407,1306,1714,43,42,82,1120,1786,2902,16522,16715,33238,1127,1419,2549,3508,4630,8133,1332,4454,5787,10857,9385,20243,33343,36606,69947,9,11,24,0,0,8,0,0,0,0,0,3,2513,2448,4960,2525,2461,4989,40,87,124,0,14,18,0,0,4,0,0,4,2016,1771,3786,2058,1874,3930,337,552,890,11,28,38,18,25,47,6,0,9,1424,1275,2697,1802,1881,3678,912,1196,2107,51,87,139,45,79,122,0,3,4,1156,1004,2165,2164,2376,4540,1183,1395,2577,78,145,225,89,179,270,6,7,13,859,816,1674,2218,2551,4765,1518,1547,3067,110,180,293,190,335,525,0,24,30,824,770,1595,2638,2860,5502,1467,1646,3112,139
LGA17620,349,7,6,17,26,30,54,24,66,90,18,9,29,252,279,533,142,98,242,5,8,13,15,10,28,20,94,114,10,6,19,188,223,410,85,62,146,4,0,5,12,7,16,28,95,127,15,14,28,142,183,323,51,30,81,0,0,0,8,10,12,34,145,173,8,5,13,101,186,286,2759,2777,5531,175,155,331,434,491,925,151,567,716,1860,1478,3341,5382,5464,10849,0,0,0,0,0,0,0,0,0,0,0,0,398,408,802,403,408,804,10,17,28,0,0,0,0,0,0,4,0,5,314,308,620,326,328,650,106,149,251,3,12,21,4,5,6,0,0,0,289,274,559,405,437,836,195,245,442,8,13,19,5,13,24,0,0,3,169,173,345,384,449,832,240,273,517,18,6,21,18,38,56,0,0,0,137,89,222,409,409,821,282,290,576,26,34,61,39,39,72,6,3,10,122,99,221,475,465,941,279,300,581,32
LGA17640,232,12,0,13,12,18,37,14,45,66,21,8,28,196,175,376,108,72,175,10,0,6,5,14,17,28,62,88,14,5,22,155,153,309,66,31,93,3,7,6,5,0,3,17,54,76,5,5,8,95,98,189,18,10,35,0,0,0,6,3,11,33,66,96,6,0,11,60,85,150,1659,1657,3315,94,109,203,234,217,456,123,322,446,836,628,1463,2951,2931,5883,0,0,0,0,0,0,0,0,0,0,0,0,222,215,437,222,215,437,0,10,10,0,6,6,0,0,0,0,0,0,150,125,279,150,143,295,45,67,114,0,0,0,0,0,0,0,0,0,105,77,184,149,149,297,83,114,194,3,6,13,9,9,11,0,0,0,53,64,113,144,187,329,96,120,217,3,6,9,8,9,13,0,0,0,60,39,95,163,166,335,148,146,294,14,14,23,15,17,34,0,5,5,47,35,84,221,220,441,145,174,312,11
LGA17650,157,3,9,14,16,9,26,5,30,34,8,7,18,116,119,243,59,45,106,0,0,0,8,9,8,7,26,40,5,3,10,83,86,171,32,31,59,0,0,0,5,0,5,7,31,42,3,4,7,47,73,121,14,7,30,0,0,0,0,6,7,4,45,48,4,0,3,30,53,84,1320,1319,2639,93,89,184,209,212,420,45,197,236,676,604,1286,2339,2416,4763,0,0,3,0,0,0,0,0,0,0,0,0,177,186,363,178,187,363,4,11,20,0,0,0,0,0,0,0,0,0,114,102,217,117,115,237,20,44,66,3,4,8,0,5,6,0,0,0,62,72,131,86,115,208,63,72,137,5,3,3,7,5,15,0,0,0,54,60,106,124,140,268,70,99,170,5,5,7,14,6,15,0,0,0,60,49,106,151,155,311,116,115,235,11,15,22,21,11,31,0,0,0,34,48,84,179,197,378,131,138,271,9
LGA17750,1198,28,22,49,80,97,175,66,274,336,42,38,84,840,1001,1842,470,386,855,15,17,37,47,58,96,71,359,428,33,26,58,633,843,1477,313,204,519,10,10,16,19,35,52,119,411,525,28,25,58,495,682,1175,208,101,303,8,3,6,12,28,46,134,591,724,18,31,49,375,760,1131,10954,10993,21950,692,822,1514,1558,2059,3623,527,2139,2664,8934,8207,17141,22661,24222,46885,4,9,11,0,0,0,4,0,5,0,0,0,2255,2075,4334,2267,2081,4348,89,139,224,3,14,11,14,9,12,0,0,0,2296,2408,4702,2400,2564,4962,518,708,1224,19,47,71,12,19,34,4,0,4,1626,1492,3123,2176,2267,4442,1041,1143,2184,65,102,163,35,75,103,0,5,9,888,815,1705,2033,2135,4167,1085,1177,2262,65,105,167,83,110,194,0,6,8,587,508,1094,1819,1906,3725,1208,1194,2405,75,112,192,143,216,359,5,16,19,448,385,830,1876,1926,3806,1172,1174,2345,119
LGA17850,118,0,4,4,5,5,15,5,13,20,3,0,4,79,75,162,35,18,53,0,0,0,4,3,5,8,28,36,0,0,3,48,52,103,22,12,28,5,0,5,3,4,5,11,26,35,8,4,7,38,45,89,14,9,20,0,0,0,0,0,6,10,40,51,3,0,3,31,52,78,702,697,1403,33,32,67,90,70,159,42,164,209,359,269,624,1227,1234,2459,0,0,0,0,0,0,0,0,0,0,0,0,67,89,152,67,90,156,0,9,5,0,0,0,0,0,0,0,0,0,68,57,126,74,63,135,21,31,50,0,0,6,0,0,0,0,0,0,57,37,88,74,67,143,36,40,75,0,6,5,0,0,0,0,0,0,36,20,55,73,66,138,39,42,78,0,0,0,0,5,7,0,0,0,26,18,43,70,62,133,59,70,130,0,8,4,3,5,12,0,0,0,17,19,37,76,105,184,65,69,132,8
LGA17900,123,14,0,21,43,12,56,24,38,59,40,13,47,188,115,304,45,19,63,6,0,6,25,8,29,22,23,42,12,7,19,109,56,163,28,17,46,6,0,6,15,4,12,27,36,63,12,0,14,83,58,136,10,5,18,0,4,4,5,0,4,11,31,45,5,0,5,37,39,73,930,912,1845,142,81,220,353,223,576,127,213,343,1246,855,2100,2800,2284,5082,0,0,0,0,0,0,0,0,0,0,0,0,155,111,266,155,111,266,4,3,5,0,0,0,0,0,0,0,0,0,154,148,301,159,151,313,30,53,77,0,4,4,0,0,5,0,0,0,151,146,295,177,199,382,61,66,124,3,13,9,0,0,5,0,0,0,101,105,203,168,180,345,66,95,155,0,13,11,5,0,9,0,0,0,84,69,154,157,176,333,72,56,129,6,6,14,10,11,22,0,0,0,91,81,173,177,158,341,64,75,136,5
LGA17950,76,0,0,0,6,7,12,7,16,30,3,0,3,65,59,126,24,20,50,0,0,0,7,3,9,0,22,32,5,0,5,35,48,89,17,11,31,0,0,7,0,0,0,9,17,27,0,0,0,27,32,61,9,0,8,0,0,0,0,0,0,10,22,37,0,0,0,16,28,49,573,549,1125,44,34,72,74,69,142,36,111,155,407,281,691,1136,1044,2185,0,0,0,0,0,0,0,0,0,0,0,0,57,66,126,61,66,127,3,3,8,0,0,0,0,0,0,0,0,0,59,53,113,59,58,124,13,24,38,0,0,0,0,0,0,0,0,0,55,47,103,72,69,140,44,46,85,5,5,4,0,5,5,0,0,0,34,21,57,83,71,153,36,51,89,3,0,7,3,5,4,0,0,0,19,24,46,68,82,146,46,49,87,4,0,9,3,4,4,0,0,0,24,19,46,72,74,150,46,52,96,0
LGA18020,331,12,3,19,27,26,53,21,62,81,24,12,40,272,245,523,114,107,219,4,4,10,26,13,42,27,89,117,18,5,21,191,221,408,93,50,144,0,0,0,12,5,13,24,91,116,6,5,8,132,151,284,44,21,65,0,0,0,3,0,8,34,154,185,0,3,11,86,184,267,1940,1923,3861,141,135,276,372,357,725,147,511,659,1178,952,2128,3779,3872,7651,0,0,0,0,0,0,0,0,0,0,0,0,257,235,491,257,233,487,0,12,17,0,0,0,0,0,0,0,0,0,204,168,374,203,179,384,49,55,103,0,5,6,0,5,5,0,0,0,136,136,272,188,196,386,61,97,156,4,13,16,0,7,11,0,0,0,96,85,178,166,203,365,94,115,213,8,11,24,8,9,14,0,0,0,92,67,158,203,214,417,127,133,261,13,15,31,16,28,48,0,4,3,72,72,146,231,260,488,156,177,330,10
LGA18050,882,40,33,70,111,143,255,38,195,234,106,96,201,782,867,1649,372,263,638,15,18,42,62,84,152,54,282,337,85,67,151,595,717,1314,308,215,527,12,9,24,30,65,93,82,357,437,60,57,117,486,707,1195,237,110,347,15,7,14,34,64,93,127,704,825,43,56,100,454,930,1382,10002,10071,20076,537,638,1176,1810,2366,4177,412,1919,2329,13438,12497,25938,26194,27496,53689,0,3,9,0,0,0,0,0,5,0,0,0,1230,1209,2434,1232,1217,2446,11,52,64,0,5,5,0,0,0,3,0,3,1692,1912,3601,1701,1966,3672,246,505,748,8,14,26,16,16,29,0,0,0,3083,3505,6590,3351,4048,7397,1175,1547,2725,20,48,72,62,118,181,0,0,0,2721,2645,5369,3981,4369,8351,1564,1638,3207,60,77,141,140,156,301,3,5,14,1556,1331,2891,3332,3215,6544,1507,1479,2983,60,87,140,175,207,384,7,15,24,958,851,1813,2704,2633,5346,1297,1272,2571,89
LGA18100,154,3,0,7,16,12,24,8,15,26,4,5,6,122,89,215,45,36,85,3,0,3,11,3,14,9,29,36,9,5,11,76,75,153,46,27,67,0,0,0,4,0,4,11,39,53,9,3,9,69,65,137,19,12,35,0,0,0,0,0,6,11,51,60,0,4,4,28,71,98,823,820,1643,61,50,118,147,131,273,60,175,239,409,300,712,1507,1473,2981,0,0,0,0,0,0,0,0,0,0,3,3,83,96,185,83,100,186,3,8,15,0,0,0,0,0,0,0,0,0,61,42,99,63,51,113,18,23,35,6,0,6,0,0,0,0,0,0,43,39,87,67,62,127,33,40,71,0,3,6,0,0,4,0,0,0,27,24,50,62,70,135,65,67,122,0,0,0,3,0,3,0,4,4,34,26,64,106,93,196,51,67,114,3,3,9,6,11,19,0,0,0,20,19,42,83,102,186,62,65,125,10
LGA18200,210,6,0,8,21,4,24,13,26,35,11,0,14,176,118,297,57,55,117,4,0,4,4,0,4,18,38,54,4,3,10,87,98,182,41,26,69,4,0,4,5,0,3,29,28,55,6,0,6,80,55,135,20,15,32,0,0,4,0,0,0,13,59,72,0,0,3,35,73,111,1396,1384,2777,100,76,173,240,189,432,97,211,308,889,685,1580,2731,2543,5271,0,0,0,0,0,0,0,0,0,0,0,0,213,179,389,214,180,391,10,15,19,0,0,0,0,0,0,0,0,0,141,158,300,147,172,325,33,42,74,4,3,6,0,0,0,0,0,0,133,101,235,163,147,312,80,98,179,0,0,5,3,0,3,0,0,0,95,82,177,178,187,363,94,97,191,5,3,9,3,11,10,0,0,0,65,49,106,165,161,326,126,143,272,5,9,19,13,22,32,0,6,6,58,41,98,199,222,424,123,126,248,21
LGA18250,1170,24,16,45,71,117,189,48,208,255,54,83,133,820,974,1794,545,413,961,13,11,19,40,66,101,51,241,295,44,71,110,687,797,1489,443,253,692,16,9,22,33,52,82,80,384,466,25,45,70,600,736,1335,278,158,437,4,6,6,18,55,66,157,732,889,24,79,108,479,1026,1509,14554,14890,29446,446,572,1020,1288,2239,3534,457,2040,2496,9030,8974,18002,25782,28719,54493,11,7,18,0,0,0,0,0,0,0,0,0,1999,1967,3973,2013,1975,3991,54,119,168,5,3,8,0,0,4,0,3,3,2079,2208,4294,2135,2337,4472,476,721,1204,16,19,31,17,24,43,0,0,0,1908,1938,3841,2420,2700,5119,1659,2032,3695,30,47,79,49,80,132,0,0,0,1173,1124,2298,2914,3285,6201,2217,2415,4633,44,77,120,88,140,223,7,10,16,736,642,1377,3094,3277,6364,2134,2306,4436,64,103,168,133,226,359,5,11,21,476,546,1025,2817,3191,6003,1930,2012,3939,79
LGA18350,1600,48,20,65,110,139,251,84,244,322,62,63,124,1161,1200,2365,659,452,1113,24,17,36,52,93,148,64,298,372,43,31,78,847,898,1745,420,240,661,14,3,19,28,49,81,87,346,434,23,41,67,569,682,1254,224,140,361,0,0,9,19,36,53,132,555,691,8,43,54,393,779,1169,9590,9643,19232,525,677,1208,1351,2067,3420,505,1947,2455,4964,4504,9475,16942,18844,35786,0,0,0,0,0,0,0,0,0,0,0,0,1446,1583,3030,1452,1585,3036,41,79,125,0,4,9,0,0,0,0,0,0,951,814,1762,993,901,1893,239,408,651,3,12,16,3,3,10,0,0,3,698,577,1272,948,1006,1949,556,571,1131,14,35,57,33,31,61,0,0,0,417,351,768,1023,995,2020,627,739,1364,23,58,74,36,94,134,0,0,0,316,285,598,1008,1180,2182,864,975,1840,80,91,172,84,172,255,4,5,12,338,269,607,1368,1520,2890,913,1066,1974,71
LGA18400,777,11,12,19,57,58,115,53,158,207,29,14,45,584,574,1158,293,204,490,7,9,9,25,31,58,48,175,217,21,16,37,391,432,818,166,90,253,8,0,8,28,21,45,35,183,225,10,10,19,244,302,545,94,52,144,3,0,3,13,8,26,49,232,283,4,3,12,161,305,466,9101,9161,18262,460,583,1043,1066,1346,2412,304,1087,1399,5525,4639,10166,16461,16813,33274,3,0,5,0,0,0,0,5,5,0,0,0,1768,1631,3403,1777,1635,3412,46,99,149,0,3,3,0,0,6,0,0,5,1384,1363,2746,1430,1473,2899,350,509,857,13,25,37,6,16,27,0,0,0,1005,817,1824,1372,1377,2748,809,973,1783,25,50,71,32,49,81,0,3,3,544,477,1018,1406,1550,2958,982,1092,2071,42,71,112,56,93,152,0,7,7,381,290,670,1462,1553,3013,1229,1299,2531,71,99,168,96,167,265,5,13,19,323,256,576,1724,1834,3556,1239,1248,2484,83
LGA18450,4845,101,77,171,343,424,772,282,1009,1291,200,96,296,3501,3875,7378,2086,1626,3712,61,59,114,199,258,456,352,1360,1717,155,68,222,2849,3376,6225,1452,953,2413,26,27,56,101,161,267,444,1648,2093,87,64,153,2117,2855,4973,841,420,1262,14,6,27,61,91,156,558,2130,2688,63,73,128,1544,2723,4263,37521,37656,75177,2123,2556,4676,5673,7644,13315,2177,8036,10214,29447,23917,53360,76939,79810,156744,17,10,27,0,0,5,0,0,0,0,0,3,6629,6345,12975,6654,6356,13009,202,401,596,14,25,32,5,15,24,7,4,14,7902,6955,14858,8126,7399,15522,1310,2020,3333,54,100,153,33,70,107,3,11,15,5454,4291,9745,6855,6500,13357,2984,3651,6632,106,201,311,132,220,348,9,12,19,3016,2356,5367,6243,6431,12676,3719,3954,7669,202,304,512,260,408,673,14,37,48,1957,1596,3547,6157,6299,12454,4056,4219,8273,289,362,650,461,715,1176,6,56,63,1761,1460,3223,6577,6806,13387,3774,3946,7716,310
LGA18500,1083,15,22,34,97,184,282,39,200,244,103,87,189,835,991,1829,439,288,732,3,4,12,61,70,130,30,290,327,62,72,136,599,729,1335,345,214,565,4,6,5,43,55,97,67,375,446,56,72,125,513,719,1235,308,145,448,9,11,15,23,63,84,162,714,881,38,82,118,536,1011,1542,9454,9564,19017,346,475,824,1402,2304,3707,408,2007,2412,8913,9233,18145,20515,23587,44105,0,0,3,0,0,0,0,0,0,0,0,0,1314,1281,2597,1313,1288,2603,10,25,37,5,0,5,0,0,6,0,0,0,1338,1551,2889,1355,1581,2929,154,314,466,8,3,9,4,19,29,0,0,0,1831,2332,4164,2002,2672,4668,735,988,1724,11,26,38,41,69,115,0,3,3,1406,1475,2880,2198,2563,4760,1046,1162,2207,35,58,87,66,120,189,0,5,5,785,815,1600,1925,2164,4090,1057,1189,2248,35,59,90,99,208,310,8,12,17,528,550,1080,1732,2022,3745,1101,1169,2266,66
LGA18710,346,7,4,10,21,26,48,19,55,72,10,6,10,255,230,486,122,86,210,0,0,4,19,5,24,17,63,81,0,10,8,157,163,325,98,47,141,0,3,0,3,5,11,28,77,102,8,0,4,128,138,272,34,24,63,0,4,3,3,0,7,33,109,142,3,0,9,76,144,222,3371,3373,6742,158,143,298,438,495,934,133,426,563,1681,1484,3162,5782,5923,11702,4,0,4,0,0,0,0,0,0,0,0,0,500,526,1028,501,530,1027,10,17,27,0,3,4,0,0,0,0,0,0,354,342,696,366,363,727,73,99,168,4,8,12,0,7,9,0,0,0,263,211,475,341,328,669,186,252,439,7,15,21,10,18,32,0,0,0,145,151,298,352,437,787,282,347,627,18,15,27,20,19,37,0,0,7,96,126,220,407,510,915,429,460,893,28,30,54,47,49,99,4,3,6,127,113,245,640,654,1297,436,488,914,26
LGA19399,28,0,0,0,3,0,3,6,3,5,0,0,3,21,19,37,9,6,13,0,0,0,3,0,4,4,4,10,0,3,3,15,10,27,5,3,8,0,0,0,0,0,0,0,3,3,0,0,4,8,7,15,3,0,3,0,0,0,0,0,0,5,5,12,0,0,0,5,5,14,247,234,480,20,11,27,38,17,60,15,32,45,152,105,262,472,397,868,0,0,0,0,0,0,0,0,0,0,0,0,15,14,28,15,14,28,0,0,0,0,0,0,0,0,0,0,0,0,33,31,65,33,31,65,8,3,15,0,0,0,0,0,0,0,0,0,31,23,52,40,25,67,18,25,43,0,0,0,0,0,0,0,0,0,18,12,26,32,35,66,17,27,41,0,0,0,4,0,9,0,0,0,20,7,35,46,36,81,25,31,61,4,0,4,0,0,6,0,0,0,10,8,16,46,46,87,18,14,39,0
LGA19499,175,20,5,28,67,28,88,19,20,39,25,6,35,231,137,364,42,22,60,7,5,9,23,7,31,21,9,29,10,3,12,96,50,143,15,5,19,0,0,0,11,7,14,10,36,41,11,3,15,45,47,96,16,9,26,3,0,3,3,0,3,21,55,83,4,3,10,51,72,124,1351,1218,2571,606,340,954,951,570,1521,152,227,380,3886,2421,6306,6957,4779,11736,0,0,0,0,0,0,0,0,0,0,0,0,281,227,509,283,231,516,3,24,26,3,0,10,0,4,4,5,0,5,735,584,1321,746,614,1359,76,77,146,33,21,48,9,3,15,7,0,6,801,539,1341,927,634,1561,118,107,225,43,27,64,23,13,39,0,0,0,508,308,814,685,453,1139,102,67,166,65,25,90,36,24,59,3,8,14,417,205,626,622,335,959,87,58,142,95,24,125,88,39,121,3,11,13,378,159,539,644,296,938,66,69,140,80
LGA19799,12,0,0,0,0,0,0,0,5,5,0,0,0,9,14,22,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,4,6,4,3,11,0,0,0,0,0,0,0,7,9,0,0,0,8,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,31,59,0,0,0,9,7,12,4,19,17,13,0,13,56,54,107,0,0,0,0,0,0,0,0,0,0,0,0,3,11,13,3,11,13,0,0,3,0,0,0,0,0,0,0,0,0,5,4,4,5,3,9,0,0,3,0,0,0,0,0,0,0,0,0,0,4,10,5,8,17,7,10,13,0,0,0,0,0,0,0,0,0,0,4,4,11,8,19,0,6,3,0,0,0,0,0,0,0,0,0,0,0,5,5,3,7,8,8,18,0,0,0,0,0,0,0,0,0,0,4,3,9,10,24,6,4,6,0
