UCL_CODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
UCL122005,0,0,0,0,0,7,0,3,0,7,0,0,0,0,3,3,0,0,0,4,0,0,0,3,5,4,0,0,0,7,0,0,0,0,3,0,0,0,0,5,0,0,3,3,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,5,8,7,17,9,16,12,0,77,19,23,27,26,63,63,65,49,15,345
UCL122006,0,0,0,3,0,4,0,0,0,8,0,0,3,3,0,0,0,0,0,5,0,0,0,0,3,0,3,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,14,10,0,13,31,27,48,54,20,12,208
UCL122007,0,0,0,3,4,8,3,0,0,13,0,0,0,0,4,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,3,12,7,3,0,45,27,13,23,40,53,99,71,45,17,378
UCL122008,0,0,6,6,8,3,0,0,0,24,0,0,3,4,0,0,0,0,0,9,0,0,3,3,3,3,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,6,5,0,0,4,0,0,26,8,19,40,35,40,26,26,7,0,213
UCL122009,0,3,3,12,0,3,0,0,0,30,0,0,3,4,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,4,0,11,4,3,10,0,3,0,32,15,16,50,46,35,51,40,12,3,260
UCL122010,0,7,3,7,5,3,0,0,0,22,0,0,4,3,7,0,0,0,0,20,0,0,3,0,3,3,0,0,0,14,0,0,0,3,0,5,0,0,0,4,0,0,0,4,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,3,7,3,0,3,0,0,13,20,20,37,43,56,39,28,13,5,260
UCL122011,0,3,0,3,9,5,0,0,0,23,0,0,3,3,0,0,0,0,0,13,0,0,0,7,0,3,0,0,0,12,0,0,4,0,9,3,0,0,0,12,0,0,0,0,4,8,0,0,0,17,0,0,0,0,0,0,0,0,0,0,4,0,5,3,13,4,3,4,0,30,32,20,30,31,71,76,16,4,0,267
UCL122012,0,4,3,11,5,4,0,0,0,27,0,0,0,4,4,6,0,0,0,17,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,7,0,5,6,0,9,5,7,3,44,23,16,35,31,38,49,38,17,15,263
UCL122013,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,3,0,0,17,7,6,16,25,19,44,47,11,0,181
UCL122014,0,0,4,3,4,6,5,3,0,31,0,3,5,4,5,0,0,0,0,9,0,0,7,0,3,0,0,0,0,11,0,0,0,3,5,0,0,0,0,11,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,7,6,0,0,37,23,16,46,39,35,57,29,18,0,264
UCL122015,0,0,3,4,7,0,0,0,0,19,0,0,0,0,0,3,0,0,0,5,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,3,6,4,5,4,0,0,27,14,10,25,33,49,62,42,17,3,257
UCL122016,0,0,0,0,0,7,3,3,0,15,0,0,0,9,0,0,8,0,0,13,0,0,0,0,3,6,6,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,8,0,0,12,10,3,7,26,22,42,54,16,3,179
UCL122017,0,0,8,3,4,6,0,0,0,23,0,0,3,0,7,3,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,24,17,28,28,39,30,19,6,4,198
UCL122018,0,0,3,9,3,3,3,0,0,24,0,0,3,0,3,3,0,0,0,6,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,5,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,5,0,3,17,17,12,37,42,36,55,40,18,5,264
UCL122019,0,0,0,0,4,3,3,0,0,17,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,3,3,6,19,3,3,45,36,11,20,32,54,80,82,33,17,373
UCL122020,0,0,0,0,3,4,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,5,0,16,16,10,23,36,53,45,38,14,3,235
UCL122021,0,0,0,0,0,4,3,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,3,0,0,8,11,5,5,6,46,15,10,20,19,36,67,51,42,13,270
UCL122022,0,0,0,4,5,3,7,0,0,17,0,0,0,4,4,5,0,0,0,10,0,0,0,0,3,0,0,0,0,8,0,0,0,0,3,3,0,0,0,9,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,3,3,0,0,16,18,3,4,28,34,35,36,9,0,165
UCL122023,0,4,0,3,14,12,0,0,0,27,0,0,0,3,4,8,0,0,0,16,0,0,0,3,3,0,0,0,0,11,0,0,0,0,3,3,0,0,0,7,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,11,0,24,32,24,22,35,71,82,55,42,10,363
UCL122024,0,0,3,0,5,12,3,0,0,24,0,0,0,3,3,5,0,0,0,13,0,0,0,0,4,4,0,0,0,13,0,0,4,5,3,0,0,0,0,11,0,0,3,3,4,3,5,0,0,17,0,0,0,0,9,3,0,0,0,14,3,4,3,0,0,4,3,0,0,21,28,14,25,38,53,81,69,15,5,322
UCL122025,0,0,6,3,3,10,0,4,0,30,0,4,6,3,0,4,0,0,0,20,0,0,0,3,0,0,0,0,0,10,0,0,0,4,0,0,5,0,0,13,0,0,0,8,0,7,6,4,0,22,0,0,3,0,0,0,5,3,0,12,11,3,0,0,7,8,8,7,0,38,24,17,39,49,55,73,88,51,4,396
UCL122026,0,0,3,5,9,4,0,0,0,16,0,0,3,5,0,0,0,0,0,16,0,0,7,3,3,3,0,0,0,14,0,0,3,7,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,3,0,3,3,6,4,3,0,31,19,13,25,42,43,40,43,8,3,237
UCL122027,0,0,9,4,9,8,0,0,0,22,0,0,5,10,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,9,0,0,3,3,3,4,0,0,0,11,0,0,0,3,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,5,3,10,14,4,9,0,48,26,13,50,52,75,78,52,34,0,394
UCL122028,0,0,5,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,3,7,0,3,0,0,0,8,0,0,3,7,0,0,0,0,0,18,0,0,0,0,4,0,0,0,0,7,0,0,3,4,3,3,4,3,0,19,18,7,23,40,27,29,22,5,3,176
UCL122029,0,0,0,0,4,0,3,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,0,0,3,5,0,15,7,3,9,13,28,39,47,36,11,194
UCL122030,0,0,0,3,7,3,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,3,5,5,7,4,0,35,18,20,23,37,53,73,56,36,15,332
UCL122031,0,0,0,3,0,3,4,0,0,14,0,0,0,0,3,0,0,4,0,6,0,0,3,4,0,0,0,0,0,5,0,0,3,3,0,0,3,0,0,11,0,0,0,4,0,0,0,0,0,7,0,0,0,3,9,0,0,0,0,8,0,0,3,0,3,3,6,0,0,15,6,5,9,24,31,39,37,11,4,164
UCL122032,0,0,0,3,10,5,3,0,0,25,0,0,0,3,3,0,0,0,0,13,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,3,9,3,10,0,0,33,23,8,33,32,80,63,40,9,0,283
UCL122033,0,0,4,11,7,7,0,0,0,28,0,0,3,6,4,3,0,0,0,11,0,0,9,3,4,4,0,0,0,16,0,0,3,7,4,3,0,0,0,17,0,0,4,8,4,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,4,26,14,36,57,36,32,13,3,0,215
UCL122034,0,0,14,8,13,6,0,0,0,43,0,0,4,11,4,8,0,0,0,22,0,0,10,8,0,0,0,0,0,16,0,0,3,3,6,0,0,0,0,12,0,0,5,0,3,0,0,0,0,10,0,0,0,3,0,0,0,0,0,4,3,3,9,0,4,6,0,0,3,32,18,14,73,69,71,50,31,15,5,345
UCL122035,0,0,3,0,5,0,4,3,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,9,3,15,11,0,10,12,25,34,28,47,12,177
UCL122036,0,0,7,3,3,0,0,0,0,15,0,0,3,3,7,0,0,0,0,17,0,0,0,0,4,0,0,0,0,3,0,0,3,0,3,0,0,0,0,6,0,0,3,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,3,0,12,10,14,38,25,34,31,20,16,4,201
UCL122037,0,0,4,4,4,3,0,0,0,16,0,0,3,3,0,3,0,0,0,9,0,0,0,3,4,3,0,0,0,11,0,0,0,0,3,0,0,0,0,11,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,3,0,11,18,6,14,26,25,45,23,15,3,166
UCL122038,0,0,3,3,3,4,0,0,0,16,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,5,5,9,7,4,3,0,37,19,13,34,30,51,88,52,27,7,321
UCL122039,0,0,3,8,3,8,4,0,0,17,0,0,9,3,3,0,0,0,0,11,0,0,6,0,4,0,0,0,0,12,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,8,0,0,0,3,0,0,0,0,0,5,0,0,8,0,3,3,7,0,0,24,23,16,57,64,37,55,49,16,9,332
UCL122040,0,0,0,3,0,3,3,0,0,8,0,0,0,0,4,0,0,0,0,3,0,0,0,3,3,6,0,0,0,10,0,0,0,0,0,7,0,0,0,5,0,0,0,3,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,0,0,0,3,6,3,3,5,28,19,11,23,39,40,62,61,24,11,281
UCL122041,0,0,5,4,0,6,0,0,0,16,0,0,0,3,3,3,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,9,5,3,0,28,18,14,23,41,57,73,46,23,3,299
UCL122042,0,0,8,0,10,8,3,0,0,27,0,0,0,3,3,4,0,0,0,12,0,0,3,3,3,0,0,0,0,10,0,0,0,0,0,4,0,0,0,3,0,0,0,4,0,7,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,8,3,3,10,0,0,3,35,31,11,49,36,56,81,46,13,4,321
UCL122043,0,0,3,3,8,3,0,0,0,21,0,0,3,0,0,3,0,0,0,10,0,0,0,4,3,3,0,0,0,14,0,0,0,0,3,4,0,0,0,9,0,0,0,5,3,6,0,0,0,10,0,0,0,0,0,0,0,0,0,3,7,0,0,9,0,10,3,0,0,27,33,18,23,55,39,48,25,9,0,243
UCL122044,0,0,5,3,8,3,3,0,0,17,0,0,4,3,5,0,0,0,0,11,0,0,3,3,3,0,0,0,0,9,0,0,0,3,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,4,3,4,3,6,6,4,0,0,25,17,10,35,33,46,48,30,21,5,252
UCL122045,0,0,3,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,7,10,9,14,0,0,47,16,6,17,22,29,40,39,8,4,180
UCL122046,0,0,4,0,3,3,0,0,0,16,0,0,4,4,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,6,4,4,20,13,11,29,27,29,41,42,23,10,219
UCL122047,0,3,0,0,10,10,5,0,0,26,0,0,6,0,0,5,0,0,0,12,0,0,0,3,3,6,0,0,0,14,0,0,0,0,3,0,0,0,0,4,0,0,0,3,8,0,0,0,0,11,0,0,0,0,0,0,3,0,0,3,6,3,3,3,4,14,11,7,0,58,24,18,20,23,62,113,96,46,20,416
UCL122048,0,0,0,5,3,3,4,0,0,20,0,0,0,3,6,3,0,0,0,13,0,0,0,0,3,5,0,0,0,13,0,0,0,0,6,0,0,0,0,8,0,0,0,3,7,3,3,0,0,16,0,0,0,0,9,3,0,0,0,18,4,0,3,9,4,6,6,9,0,27,12,5,11,35,48,58,53,20,0,245
UCL122049,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,7,5,5,6,0,33,10,7,12,28,45,64,67,34,9,274
UCL122050,0,0,0,3,3,0,0,3,0,11,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,5,3,3,8,11,3,11,39,16,11,23,20,38,49,41,25,15,238
UCL122051,0,0,4,0,3,4,0,0,0,13,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,3,7,4,8,7,3,0,33,13,13,28,28,34,41,31,25,0,229
UCL122052,0,0,4,10,7,8,0,0,0,27,0,0,7,4,3,0,0,0,0,9,0,0,0,6,3,3,7,0,0,17,0,0,0,8,0,0,0,0,0,4,0,0,0,4,3,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,5,0,9,5,3,4,3,0,0,28,35,16,37,71,61,65,47,8,3,332
UCL122053,0,0,4,3,7,3,4,0,0,25,0,0,0,3,0,3,0,0,0,10,0,0,0,4,0,0,0,0,0,8,0,0,0,0,3,0,3,0,0,3,0,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,3,3,19,3,7,14,26,36,42,32,8,9,183
UCL122054,0,0,0,0,3,3,4,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,4,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,14,12,3,40,13,6,16,28,45,54,69,42,9,291
UCL122055,0,0,3,8,7,3,4,0,0,22,0,0,3,7,0,7,3,0,0,16,0,0,0,3,3,3,3,0,0,19,0,0,0,0,7,4,0,0,0,8,0,0,0,3,9,3,0,0,0,18,0,0,0,0,3,3,0,0,0,7,0,0,0,0,5,3,5,0,3,19,14,12,26,44,52,67,82,35,11,338
UCL122056,0,0,0,6,4,5,3,0,0,13,0,0,0,3,4,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,10,23,8,13,34,29,42,41,25,11,232
UCL122057,0,0,4,3,5,7,3,0,0,27,0,0,3,3,3,4,0,0,0,15,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,3,3,3,9,11,9,0,0,38,21,20,28,30,57,49,33,4,0,247
UCL122058,0,0,3,6,3,3,0,0,0,18,0,0,0,3,3,4,0,0,0,11,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,9,10,7,15,13,5,0,65,18,10,35,60,57,103,74,33,6,394
UCL122059,0,3,3,9,4,15,0,0,0,33,0,3,3,8,8,3,0,0,0,24,0,0,0,5,4,5,3,0,0,16,0,0,3,3,3,0,0,0,0,12,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,8,0,3,3,5,9,17,0,0,45,31,26,49,48,66,73,57,29,3,374
UCL122060,0,0,8,3,8,3,0,0,0,23,0,0,0,0,0,0,0,0,0,13,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,11,3,15,9,0,0,44,29,22,48,46,45,70,41,27,8,334
UCL122061,0,0,3,4,4,3,3,0,0,20,0,0,3,8,3,0,0,0,0,16,0,0,5,0,0,3,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,7,3,4,6,4,0,38,38,15,41,59,57,67,60,25,8,382
UCL122062,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,9,10,14,25,14,23,26,18,0,0,137
UCL122063,0,4,9,3,6,10,0,0,0,28,0,0,0,3,9,3,0,0,0,18,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,0,13,17,15,37,32,56,29,26,14,3,226
UCL122064,0,0,3,6,3,3,0,0,0,17,0,0,4,4,3,0,0,0,0,13,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,8,0,3,0,3,4,0,0,0,14,19,14,46,33,35,42,22,20,6,234
UCL122065,0,0,0,0,4,4,0,0,0,8,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,7,3,7,7,13,11,11,10,6,11,69,19,28,34,37,61,47,35,35,12,310
UCL122066,0,3,4,3,8,0,3,0,0,23,0,0,4,10,4,3,3,0,0,24,0,0,3,12,6,4,0,0,0,24,0,0,5,14,8,7,0,0,0,36,0,0,8,23,20,7,0,0,0,59,0,0,0,9,7,0,0,0,0,20,9,0,0,11,9,6,0,0,0,37,22,15,41,97,85,52,20,10,0,339
UCL122067,0,0,0,4,8,6,0,0,0,27,0,0,0,0,7,3,0,0,0,11,0,0,3,0,5,6,3,0,0,14,0,0,0,9,0,0,0,0,0,8,0,0,4,3,3,0,0,0,0,14,0,0,3,3,0,0,0,0,0,5,3,0,0,0,4,3,3,0,0,23,27,16,12,45,63,81,64,16,8,336
UCL122068,0,0,3,5,0,0,3,0,0,14,0,0,0,4,3,3,0,0,0,12,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,3,0,0,0,9,0,0,0,0,3,6,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,8,0,0,15,13,13,15,21,44,73,54,33,14,272
UCL122069,0,0,3,0,10,5,0,0,0,19,0,0,3,7,0,3,3,0,0,14,0,0,0,5,5,3,3,0,0,13,0,0,0,3,0,0,3,0,0,4,0,0,0,10,11,9,3,0,0,23,0,0,0,8,0,0,0,0,0,6,0,6,0,0,5,4,5,3,0,18,33,21,23,44,56,46,41,12,9,282
UCL122070,0,0,0,3,3,8,0,0,0,23,0,0,0,3,3,6,0,0,0,18,0,0,3,4,0,0,0,0,0,8,0,0,0,0,5,8,0,0,0,11,0,0,0,4,0,3,0,0,0,8,0,0,0,0,3,0,0,0,0,4,4,0,4,0,3,3,9,0,0,28,36,16,35,54,56,77,60,13,9,356
UCL122071,0,0,0,0,3,0,0,0,0,5,0,0,0,0,3,0,0,0,0,4,0,0,3,0,0,5,0,0,0,13,0,0,0,0,8,0,0,0,0,6,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,4,22,14,20,14,5,7,0,82,10,3,38,21,40,27,17,14,0,167
UCL122072,0,0,3,3,8,8,3,3,0,28,0,0,0,3,8,3,4,0,0,12,0,0,0,3,3,6,0,0,0,9,0,0,0,4,3,0,0,0,0,11,0,0,0,8,3,0,3,0,0,11,0,0,0,3,0,0,0,0,0,4,0,0,0,4,5,3,7,3,0,28,16,6,12,37,49,54,64,24,5,271
UCL122073,0,0,9,5,3,0,0,0,0,20,0,0,12,3,3,3,0,0,0,29,0,0,5,7,0,10,0,0,0,19,0,0,0,9,3,0,0,0,0,12,0,0,3,8,4,4,0,0,0,17,0,0,3,3,12,0,3,0,0,22,3,3,0,0,11,0,5,0,0,29,27,19,50,46,65,51,45,21,10,335
UCL122074,0,0,0,0,3,0,3,0,0,11,0,0,0,0,0,3,0,0,0,8,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,3,6,0,8,5,7,3,26,7,14,17,21,28,42,39,25,11,201
UCL122075,0,0,0,3,5,5,0,3,0,16,0,0,0,5,0,0,0,0,0,8,0,0,0,0,5,0,3,0,0,3,0,0,3,0,4,0,0,0,0,4,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,7,3,0,3,13,12,8,21,18,36,55,48,25,8,236
UCL122076,0,6,3,3,3,0,0,0,0,16,0,0,3,6,0,0,0,0,0,12,0,0,0,0,4,3,0,0,0,7,0,0,0,4,0,0,0,0,0,6,0,0,0,4,3,3,0,0,0,14,0,0,0,0,0,0,0,3,0,5,3,0,0,3,0,7,3,3,0,27,32,17,40,60,47,49,27,19,5,290
UCL122077,0,0,0,0,4,3,0,0,0,12,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,13,8,7,0,38,11,10,10,25,40,51,54,31,5,240
UCL122078,0,0,4,3,3,5,0,0,0,16,0,0,8,3,9,0,0,0,0,19,0,0,0,4,5,0,0,0,0,13,0,0,0,0,5,0,0,0,0,9,0,0,0,3,0,3,4,0,0,14,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,20,17,32,29,40,32,32,5,0,211
UCL122079,0,0,0,3,0,3,0,0,0,7,0,0,0,0,3,3,0,0,0,13,0,0,3,5,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,6,0,0,0,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,0,0,16,14,3,16,29,30,33,37,6,0,166
UCL122080,0,0,3,0,7,5,5,0,0,26,0,0,0,3,3,3,0,0,0,13,0,0,3,0,3,6,3,0,0,14,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,9,5,0,25,6,9,13,24,40,100,102,55,21,374
