UCL_CODE_2016,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_incl_lt_rail_M,One_met_Tram_incl_lt_rail_F,One_met_Tram_incl_lt_rail_P,One_method_Taxi_M,One_method_Taxi_F,One_method_Taxi_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_incl_lt_rl_M,Two_mt_trn_Trm_incl_lt_rl_F,Two_mt_trn_Trm_incl_lt_rl_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_inc_lt_rl_M,Two_mth_Bu_Trm_inc_lt_rl_F,Two_mth_Bu_Trm_inc_lt_rl_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Trn_two_othr_met_M,Three_meth_Trn_two_othr_met_F,Three_meth_Trn_two_othr_met_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
UCL122010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,50,117,3,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,77,54,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,3,0,0,3,15,18,0,0,0,79,68,154
UCL122011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,54,122,3,4,9,3,0,3,0,0,0,0,0,0,0,0,4,3,0,3,80,62,144,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,13,7,9,14,0,0,4,94,73,174
UCL122012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,33,90,0,0,5,3,0,3,0,0,0,0,0,0,0,0,0,3,3,6,58,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,4,3,0,3,62,47,112
UCL122013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,20,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,10,0,0,0,24,14,40
UCL122014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,56,114,7,3,6,0,0,0,3,0,3,3,0,3,0,0,0,0,0,3,74,60,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,11,17,0,0,0,82,68,153
UCL122015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,36,80,3,0,3,8,0,8,0,0,0,0,0,0,3,0,3,0,0,0,46,43,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,15,3,8,17,0,0,3,63,65,128
UCL122016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,26,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,34,27,64,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,5,14,3,4,9,0,0,0,51,46,90
UCL122017,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,56,59,118,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,61,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,0,0,66,62,133
UCL122018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,29,86,4,5,8,7,0,7,0,0,0,0,0,0,0,0,0,5,5,10,70,39,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,9,7,5,16,0,0,3,82,58,138
UCL122019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,21,53,3,3,3,6,0,6,0,0,0,0,0,0,0,0,0,8,0,7,45,27,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,3,0,3,50,31,80
UCL122020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,40,72,3,0,3,5,0,5,0,0,0,0,0,0,0,0,0,8,5,14,51,47,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,14,0,0,0,57,58,122
UCL122021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,30,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,5,11,16,28,24,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,5,4,10,0,3,4,38,34,74
UCL122022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,22,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,23,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,12,4,3,7,3,0,3,37,37,72
UCL122023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,63,130,0,3,3,8,0,8,0,0,3,0,0,0,0,0,0,3,0,3,77,70,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,13,3,13,18,0,0,0,94,84,176
UCL122024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,50,107,0,3,9,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,63,58,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,25,5,6,13,0,3,4,78,79,158
UCL122025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,50,110,0,0,5,3,0,3,0,0,0,0,0,0,0,0,3,13,6,23,87,59,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,24,8,15,20,3,0,3,110,81,189
UCL122026,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,49,42,91,5,7,15,3,0,3,0,0,0,0,0,0,0,0,0,0,4,7,58,56,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,4,13,0,0,0,65,69,132
UCL122027,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,62,56,115,6,3,6,8,0,8,0,0,0,7,0,7,0,0,0,0,3,3,81,54,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,7,9,17,19,12,35,3,3,6,107,84,196
UCL122028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,26,62,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,27,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10,18,3,3,3,56,41,96
UCL122029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,15,37,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,30,24,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,3,36,21,56
UCL122030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,38,71,6,4,7,0,0,0,0,0,0,0,0,0,0,0,0,8,4,13,52,44,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,10,3,3,5,56,56,114
UCL122031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,26,56,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,38,28,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,13,0,7,9,0,0,0,45,44,90
UCL122032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,52,94,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,46,61,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,8,12,14,25,0,0,4,64,75,142
UCL122033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,63,125,3,5,6,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,69,67,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,23,0,0,0,78,82,162
UCL122034,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,86,56,139,5,6,12,0,0,3,0,0,0,0,0,0,0,0,0,4,4,9,100,73,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,11,22,0,0,0,114,89,202
UCL122035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,20,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,24,18,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,7,16,0,0,0,36,30,64
UCL122036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,32,86,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,34,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,7,8,0,0,0,62,48,109
UCL122037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,33,69,0,4,10,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,40,39,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,45,41,87
UCL122038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,69,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,12,43,40,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6,5,15,9,10,16,0,0,0,56,59,115
UCL122039,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,37,28,68,4,9,9,0,0,0,0,0,0,0,0,0,0,5,3,6,16,24,53,57,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,0,4,58,66,121
UCL122040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,54,95,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,56,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,7,13,17,0,0,0,55,72,128
UCL122041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,50,103,0,3,3,4,0,4,0,0,0,0,0,0,0,0,0,0,3,7,60,56,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,13,17,0,0,0,67,75,142
UCL122042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,60,132,4,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,64,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,8,7,13,15,0,0,3,100,79,176
UCL122043,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,53,50,98,11,7,16,4,0,4,0,0,0,0,0,0,0,0,3,0,0,0,70,58,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,7,8,8,14,0,0,3,80,72,151
UCL122044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,32,87,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,65,40,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,6,3,6,0,3,5,72,46,119
UCL122045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,21,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,24,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,13,0,0,0,35,26,62
UCL122046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,19,67,3,4,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,56,25,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,5,3,0,3,60,32,89
UCL122047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,37,94,0,7,5,3,0,3,0,0,0,5,0,5,3,0,4,3,4,4,67,47,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,11,5,13,17,0,3,3,76,62,144
UCL122048,8,0,5,0,0,0,0,3,3,0,0,0,0,0,0,18,8,23,3,0,5,0,0,0,0,0,0,0,0,0,0,3,3,0,5,9,29,24,56,0,0,0,4,3,4,0,0,0,0,0,0,0,0,0,4,3,9,6,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,16,15,21,38,0,3,3,0,0,0,0,0,3,4,3,8,0,8,10,7,3,11,0,0,0,58,64,118
UCL122049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,23,42,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,6,10,34,28,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,35,39,75
UCL122050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,27,71,0,0,3,3,0,5,3,0,3,0,0,0,0,0,0,3,5,5,51,31,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,10,14,0,0,0,61,48,111
UCL122051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,26,59,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,40,29,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,6,9,0,0,0,48,34,80
UCL122052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,71,139,3,5,11,3,0,3,3,0,3,0,0,0,0,0,0,0,3,6,77,78,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,18,23,0,0,0,86,106,196
UCL122053,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,32,24,54,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,39,34,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,11,8,6,17,0,0,0,51,49,100
UCL122054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,18,46,0,0,4,3,0,3,0,0,0,0,0,5,0,0,0,7,7,11,38,33,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,16,3,9,12,0,0,3,51,45,100
UCL122055,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,60,53,107,0,3,3,3,0,3,3,0,3,0,0,0,0,0,0,7,5,10,74,67,135,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,8,11,24,3,15,21,0,0,0,87,95,184
UCL122056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,41,82,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,49,43,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,10,17,0,0,0,60,56,117
UCL122057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,42,81,3,3,5,3,0,3,0,0,0,0,0,0,0,0,0,3,3,3,58,43,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,15,12,26,0,0,0,70,67,134
UCL122058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,32,89,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,63,36,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,8,3,9,0,0,5,78,49,126
UCL122059,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,74,77,153,3,4,13,3,0,3,0,0,0,0,0,0,0,0,4,3,0,3,96,89,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,17,24,0,0,0,107,104,207
UCL122060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,46,107,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,52,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,10,16,27,0,4,8,84,69,153
UCL122061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,58,115,9,0,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,74,62,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,19,22,0,0,4,86,80,171
UCL122062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,16,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,5,5,14,15,18,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,18,25,42
UCL122063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,38,91,6,4,9,0,0,0,0,0,0,0,0,0,0,0,0,12,16,31,71,53,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,3,3,3,0,3,78,62,143
UCL122064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,32,83,5,3,9,5,0,5,0,0,0,0,0,0,0,0,0,4,3,11,62,45,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,8,9,14,0,0,0,70,55,127
