UCL_CODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
UCL115159,158,8,0,3,0,166,216,3,0,0,0,219,25,3,3,0,0,30,3,0,0,0,0,4,16,0,0,0,0,23,32,0,0,0,0,32,6,0,0,0,0,4,3,0,0,0,0,3,81,8,3,3,0,95,6,0,0,0,0,6,19,0,0,0,0,19,474,16,3,3,0,501
UCL115160,91,18,0,80,0,192,152,5,0,4,0,161,34,8,0,0,0,36,0,0,0,0,0,0,18,3,0,3,0,21,0,0,0,0,0,0,0,0,0,8,0,14,3,0,0,0,0,3,47,7,0,13,0,74,0,4,0,0,0,7,10,4,0,3,0,18,306,47,0,98,0,456
UCL115161,130,3,0,0,0,139,130,0,0,0,0,135,27,4,13,0,0,45,3,0,0,0,0,3,33,0,3,0,0,36,0,0,7,0,0,7,4,0,0,0,0,3,0,0,0,0,0,0,67,7,23,0,0,93,0,0,0,0,0,3,9,0,3,0,0,11,346,5,29,0,3,383
UCL121001,144,0,0,0,0,151,103,0,0,0,0,105,17,3,4,0,0,28,5,0,0,0,0,3,17,0,4,0,0,21,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,0,3,46,3,13,0,0,60,0,0,0,0,0,0,13,0,5,3,0,18,309,3,15,6,3,333
UCL121002,125,0,0,7,0,135,41,0,0,0,0,41,0,0,0,0,0,0,14,0,3,0,0,18,46,0,6,0,0,46,3,0,0,0,0,3,7,0,0,0,0,7,3,0,0,0,0,6,69,0,8,0,0,82,0,0,0,0,0,0,7,0,0,0,0,8,248,3,11,9,0,267
UCL121003,154,0,0,15,0,168,60,0,0,0,0,62,17,0,0,0,0,15,0,0,0,0,0,0,26,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,35,0,0,0,0,43,0,0,0,0,0,3,0,0,0,0,0,0,256,0,0,20,0,275
UCL121004,98,0,0,0,0,98,79,0,0,0,0,79,13,0,0,0,0,13,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,30,0,0,0,0,34,0,0,0,0,0,0,6,0,0,0,0,6,214,0,0,0,4,217
UCL121005,56,0,0,0,0,61,94,0,0,0,0,94,8,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,5,0,0,0,0,5,161,0,0,0,0,164
UCL121006,108,0,0,17,0,121,63,0,0,0,0,63,7,0,0,0,0,12,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,5,0,8,4,0,0,0,0,4,25,0,0,5,0,36,0,0,0,0,0,0,7,0,0,0,0,4,208,0,0,20,0,227
UCL121007,117,7,6,0,0,135,112,3,0,0,0,117,41,20,6,0,0,63,0,0,0,0,0,0,24,3,3,0,0,30,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,4,69,26,9,0,0,103,3,0,0,0,0,3,15,0,0,0,0,20,324,39,9,0,0,372
UCL121008,181,0,0,3,0,181,95,0,0,0,0,92,21,0,8,3,0,26,0,0,0,0,0,4,28,0,6,0,0,32,3,0,11,0,0,9,11,0,0,0,0,12,5,0,0,0,0,3,65,0,23,0,0,88,0,0,0,0,0,0,16,0,0,0,0,19,348,0,24,7,0,381
UCL121009,54,0,0,0,0,54,19,0,0,0,0,19,4,0,0,0,0,4,15,0,3,0,0,16,23,0,0,0,0,23,29,0,0,0,0,29,18,0,3,0,0,19,4,0,0,0,0,4,89,0,8,0,0,93,0,0,0,0,0,0,3,0,0,0,0,3,157,0,8,0,0,164
UCL121010,127,0,0,9,0,128,73,0,0,0,0,79,40,0,12,0,0,52,0,0,0,0,0,0,30,0,0,0,0,31,0,0,3,0,0,3,10,0,0,0,0,9,4,0,0,0,0,8,85,0,13,0,0,105,3,0,0,0,0,3,7,0,3,0,0,8,293,0,16,7,3,320
UCL121011,124,0,0,0,0,131,83,0,0,0,0,87,27,0,0,0,0,34,17,4,0,0,0,20,31,0,0,0,0,36,25,3,0,0,0,30,3,3,0,0,0,3,5,0,0,0,0,3,106,12,0,0,0,127,0,0,0,0,0,0,17,0,0,0,0,22,342,16,0,3,0,363
UCL121012,113,0,0,0,0,120,142,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,5,0,0,0,0,5,269,0,0,0,0,275
UCL121013,65,0,0,3,0,67,21,0,0,0,0,27,6,0,0,0,0,6,37,0,10,0,0,51,20,0,0,0,0,18,38,0,12,0,0,48,23,0,9,0,0,36,3,0,0,0,0,3,123,5,34,0,0,160,0,0,0,0,0,0,22,0,3,3,0,23,240,5,36,4,0,281
UCL121014,101,0,5,0,3,106,87,0,0,0,0,93,19,0,3,0,0,25,0,0,0,0,0,0,18,0,3,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,10,4,3,50,0,0,0,0,0,0,11,0,3,0,13,23,234,0,20,3,12,269
UCL121015,70,0,0,0,0,68,82,0,0,0,0,81,8,0,0,0,0,9,0,0,0,0,0,0,16,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,3,0,4,0,32,0,0,0,0,0,0,3,0,0,0,0,3,180,3,0,8,0,192
UCL121016,100,0,0,0,0,103,142,0,0,0,0,142,28,0,3,0,0,29,0,0,0,0,0,0,21,0,0,0,0,22,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,50,3,3,0,0,58,0,0,0,0,0,0,3,0,0,0,0,9,303,4,7,6,0,315
UCL121017,115,0,0,0,0,115,90,0,0,0,0,90,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,216,0,0,0,0,216
UCL121018,56,0,0,0,0,56,83,0,0,0,3,84,18,0,0,0,0,18,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,38,0,0,0,0,0,0,8,0,0,0,0,8,182,0,0,0,3,184
UCL121019,80,0,3,3,0,83,56,0,0,0,0,55,5,0,0,0,0,12,3,0,0,0,0,4,44,0,11,0,0,56,3,0,4,0,0,9,14,0,10,6,0,20,0,0,0,0,0,6,72,0,27,7,0,103,0,0,0,0,0,0,4,0,3,0,0,7,211,0,28,9,0,255
UCL121020,125,0,0,0,7,132,68,0,0,0,0,68,20,0,0,0,0,27,3,0,0,0,0,3,27,0,4,0,0,32,0,0,0,0,0,0,18,0,0,0,3,20,5,0,0,0,0,5,72,0,9,0,3,88,0,0,0,0,0,0,4,0,0,0,0,6,275,0,10,0,7,295
UCL121021,122,0,0,0,0,122,66,0,0,0,0,65,11,0,0,0,0,11,0,0,0,0,0,0,9,0,0,0,0,13,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,21,0,0,0,0,26,0,0,0,0,0,0,7,0,0,0,0,7,218,0,0,0,3,220
UCL121022,145,4,0,0,0,147,109,0,3,0,0,114,30,0,0,0,0,38,9,0,0,0,0,9,35,0,0,0,0,36,4,3,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,87,5,4,0,0,95,3,3,0,0,0,7,13,0,0,0,3,13,357,10,5,0,6,375
UCL121023,85,0,0,0,0,85,65,0,0,0,0,65,15,0,0,0,0,15,0,0,0,0,0,0,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,32,0,0,0,0,32,0,0,0,0,0,0,3,0,0,0,0,3,188,0,0,0,0,188
UCL121024,80,0,0,0,0,80,104,3,0,0,0,105,9,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,3,0,0,0,0,3,3,0,0,0,0,3,198,3,0,0,0,204
UCL121025,126,10,5,0,16,158,73,3,6,0,3,87,51,17,12,0,5,83,0,4,0,0,0,4,23,0,0,0,3,32,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,76,26,12,0,10,119,3,3,0,0,0,8,13,7,0,0,5,18,287,51,25,0,31,395
UCL121026,56,8,0,0,0,65,56,17,0,0,0,75,13,16,0,0,0,25,0,3,0,0,0,3,7,10,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,30,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,3,129,54,3,0,0,187
UCL121027,73,3,0,0,0,79,150,4,0,0,3,160,32,9,0,0,0,43,0,0,0,0,0,0,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,48,9,0,0,0,55,0,0,0,0,0,0,5,0,0,0,0,5,276,13,0,0,4,293
UCL121028,153,0,0,0,0,152,67,0,0,0,0,67,16,0,0,0,0,16,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,37,0,0,0,0,0,0,10,0,0,0,0,10,267,0,0,0,0,268
UCL121029,80,0,0,0,0,82,77,0,0,0,0,78,31,0,0,0,0,33,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,48,0,0,0,3,47,0,0,0,0,0,0,5,0,0,0,0,5,210,0,0,3,3,216
UCL121030,90,0,0,0,0,90,21,0,0,0,0,21,0,3,0,0,0,4,7,0,0,0,0,7,12,6,0,0,0,23,15,7,0,0,0,21,16,0,0,0,0,17,0,0,0,0,0,0,51,17,0,0,0,76,0,0,0,0,0,0,4,0,0,0,0,10,161,17,4,0,0,183
UCL121031,104,0,0,0,0,104,97,0,0,5,0,95,37,0,3,0,0,38,12,0,0,0,0,12,51,0,8,0,0,56,5,0,0,0,0,3,13,0,0,0,0,13,9,0,0,0,0,9,119,3,7,0,0,133,7,0,0,0,0,7,7,0,0,0,0,7,331,3,7,6,0,349
UCL121032,138,8,3,3,0,149,89,3,0,0,0,87,44,23,7,0,0,69,0,0,0,0,0,0,14,3,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,4,63,25,14,0,0,94,3,0,0,0,0,3,0,0,0,0,0,0,292,33,14,3,0,336
UCL121033,142,0,0,0,3,147,61,0,0,0,0,57,25,0,6,0,0,32,4,0,0,0,0,8,27,0,0,0,0,27,0,0,0,0,0,0,8,0,0,0,0,8,5,0,0,0,0,4,73,0,8,0,0,80,7,0,0,0,0,7,3,0,0,0,0,9,281,0,12,0,4,298
UCL121034,66,0,0,0,3,66,84,0,0,0,3,86,20,0,7,0,0,27,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,32,3,10,0,5,44,0,0,0,0,0,0,3,0,0,0,0,4,186,3,8,0,8,204
UCL121035,84,0,0,0,0,88,163,0,0,0,0,168,25,0,0,0,0,25,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,41,0,0,0,0,41,0,0,0,0,0,0,6,0,0,0,0,6,298,0,0,0,0,298
UCL121036,126,0,0,0,0,126,141,0,0,0,0,141,13,0,0,0,0,9,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,25,4,0,0,0,0,4,3,0,0,0,0,4,298,0,0,0,3,296
UCL121037,128,0,0,3,0,137,94,0,0,0,0,94,38,0,0,0,0,38,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,54,0,0,0,0,54,0,0,0,0,0,0,8,0,0,0,0,11,286,0,0,6,0,294
UCL121038,108,0,0,3,0,113,60,0,0,0,0,63,7,0,0,0,0,7,0,0,0,0,0,0,14,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,0,3,0,28,0,0,0,0,0,0,9,0,0,0,0,9,196,3,0,9,0,203
UCL121039,55,3,0,0,0,52,49,0,0,0,0,47,14,3,3,0,0,20,0,0,0,0,0,0,21,0,0,0,0,17,0,0,0,0,0,0,9,0,0,3,0,9,0,0,0,0,0,0,42,4,3,3,0,51,0,0,0,0,0,0,6,0,0,0,0,6,148,6,5,7,0,158
UCL121040,62,0,0,4,0,70,64,0,0,0,0,65,14,0,0,4,0,13,0,0,0,0,0,0,19,0,0,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,7,0,43,3,0,0,0,0,3,3,0,0,0,0,3,165,3,0,13,0,182
UCL121041,59,0,0,0,0,59,95,0,0,0,0,95,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,164,0,0,0,0,164
UCL121042,104,0,0,0,0,107,71,0,0,0,0,71,7,0,0,0,0,7,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,31,3,0,0,0,0,3,10,0,0,0,0,10,223,0,0,0,0,223
UCL121043,95,8,0,4,0,106,41,3,0,0,0,42,23,7,16,0,0,42,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,3,37,3,16,3,0,62,3,0,0,0,0,3,4,0,0,0,0,8,182,15,14,15,0,222
UCL121044,69,0,0,0,0,69,120,0,0,0,0,120,18,0,0,0,0,18,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,206,3,0,0,0,211
UCL121045,92,0,0,0,0,94,70,0,0,0,0,73,28,0,0,0,0,28,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,44,0,0,0,0,44,0,0,0,0,0,0,7,0,0,0,0,7,210,0,0,4,0,217
UCL121046,59,0,0,0,0,63,101,0,0,0,3,107,13,0,0,0,0,13,0,0,0,0,0,0,23,0,0,0,0,24,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,39,3,0,0,0,41,0,0,0,0,0,0,3,0,0,0,0,4,206,3,0,5,3,222
UCL121047,134,64,0,0,0,200,60,6,0,0,0,66,33,13,13,3,0,57,0,0,0,0,0,0,7,5,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,38,20,13,4,0,83,11,51,0,0,0,66,7,0,0,0,0,7,254,149,9,5,0,414
UCL121048,66,0,0,0,0,66,68,0,0,0,0,70,21,3,4,0,0,27,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,43,3,7,0,0,53,0,0,0,0,0,0,10,0,0,0,0,10,186,3,8,0,0,190
UCL121049,26,0,5,124,34,181,6,0,3,4,4,24,8,4,14,0,0,23,0,0,0,0,0,0,5,3,3,0,7,18,0,0,0,0,0,0,0,0,0,15,0,14,0,0,0,0,0,0,12,9,16,16,7,59,0,0,0,0,46,45,4,0,0,6,3,10,50,7,27,155,89,321
UCL121050,215,24,12,4,0,258,55,4,0,0,0,66,77,37,38,3,0,158,0,0,0,0,0,0,15,7,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,6,97,43,44,4,0,180,0,0,0,0,0,0,15,5,0,0,0,26,386,77,63,9,0,532
UCL121051,195,3,0,0,4,202,78,0,0,0,3,77,24,5,0,0,0,29,0,0,0,0,0,0,36,0,0,0,0,33,0,3,0,0,0,6,0,3,0,0,0,9,0,0,0,0,0,0,67,11,0,5,0,76,3,0,0,0,0,5,18,3,0,0,0,18,355,15,0,5,8,386
UCL121052,101,32,9,3,3,141,46,6,4,0,0,59,25,33,25,0,0,94,0,13,11,0,0,25,14,6,6,5,0,27,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,3,42,54,45,5,5,157,0,0,0,0,0,3,6,4,0,0,0,11,201,97,61,10,6,366
UCL121053,177,3,0,0,0,179,100,3,0,0,0,103,28,0,3,0,0,28,3,0,0,0,0,3,14,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,3,0,0,45,0,0,0,0,0,0,8,0,0,0,0,12,326,7,3,3,0,341
UCL121054,123,0,0,3,0,129,85,0,0,0,0,85,13,0,10,0,0,27,3,0,3,0,0,10,29,0,0,0,0,29,0,0,6,0,0,6,10,0,0,0,0,12,3,0,0,0,0,8,62,0,23,0,0,87,0,0,0,0,0,0,14,0,3,3,0,14,281,0,25,8,3,316
UCL121055,66,0,0,0,0,66,131,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,203
UCL121056,86,0,0,17,0,104,102,0,0,0,0,102,20,0,0,0,0,20,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,26,0,0,0,0,0,0,7,0,0,0,0,7,225,0,0,20,0,245
UCL121057,119,0,0,0,3,126,110,0,0,0,0,116,27,0,0,0,0,27,8,0,0,0,0,8,15,0,0,0,0,13,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,54,0,0,0,0,0,0,12,0,0,0,0,12,303,0,0,0,4,306
UCL121058,61,0,0,0,0,63,130,0,0,0,0,134,14,0,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,3,0,0,0,0,3,206,3,0,0,0,209
UCL121059,209,0,0,3,0,209,245,0,3,0,0,246,13,0,0,0,0,13,0,0,0,0,0,0,14,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,30,0,0,0,0,0,0,8,0,0,0,0,8,495,0,3,3,3,500
UCL121060,87,0,0,0,0,87,80,0,0,0,0,81,17,4,0,0,0,20,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,38,4,0,0,0,36,0,0,0,0,0,0,8,0,0,0,0,8,212,4,0,0,0,214
UCL121061,130,0,0,0,0,130,139,0,0,0,0,139,3,0,0,0,0,3,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19,0,0,0,0,0,0,8,0,0,0,0,8,293,0,0,0,0,295
UCL121062,96,0,0,0,0,96,194,0,0,0,0,191,15,0,0,0,0,15,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,19,0,0,0,0,19,4,0,0,0,0,4,6,0,0,0,0,6,317,0,0,0,0,319
UCL121063,128,0,0,0,0,128,63,0,0,0,0,62,22,0,0,0,0,22,0,0,0,0,0,0,26,0,0,0,0,26,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,52,0,0,0,0,57,0,0,0,0,0,0,7,0,0,0,0,7,260,0,0,0,0,259
UCL121064,177,0,0,0,3,178,93,0,0,0,0,95,25,0,0,0,0,25,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,34,0,0,0,0,34,0,0,0,0,0,0,16,0,0,0,0,17,324,0,0,0,5,329
UCL121065,164,0,0,0,0,161,84,0,0,0,0,87,12,0,4,0,0,18,0,0,5,0,0,5,34,0,6,4,0,44,0,0,0,0,0,0,5,0,0,4,0,7,3,0,0,0,0,7,57,0,21,3,0,83,0,0,0,0,0,0,11,0,0,0,0,11,313,0,21,8,0,349
UCL121066,236,14,0,16,0,265,188,3,0,0,0,192,42,24,0,0,0,67,0,0,0,0,0,0,20,0,0,0,0,22,0,0,0,0,0,0,0,0,0,5,0,8,3,0,0,0,0,3,66,27,0,5,0,97,0,0,0,0,0,5,7,0,0,0,0,11,495,51,0,22,0,570
UCL121067,46,0,0,0,0,46,79,0,0,0,0,79,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,139,0,0,0,0,139
UCL121068,75,0,0,0,0,75,72,0,0,0,0,72,21,0,0,0,0,23,0,0,0,0,0,0,18,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,3,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,189,0,3,0,0,193
UCL121069,99,0,0,0,0,101,94,0,0,0,0,98,28,0,3,0,0,32,0,0,0,0,0,0,19,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,3,0,0,53,0,0,0,0,0,0,8,0,0,0,0,8,253,0,3,5,0,261
UCL121070,135,3,0,7,0,143,86,3,0,0,0,96,8,0,3,0,0,11,0,0,4,0,0,4,21,0,0,0,0,28,0,0,5,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,37,4,13,0,0,47,3,0,0,0,0,3,17,3,3,0,0,21,272,9,22,8,0,308
UCL121071,97,0,0,0,0,94,86,0,0,0,0,86,30,0,0,0,0,30,0,0,0,0,0,0,12,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,45,0,0,0,0,43,3,0,0,0,0,3,6,0,0,0,0,11,241,0,0,0,3,241
UCL121072,36,60,0,0,0,98,57,0,0,0,0,61,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,0,0,9,5,27,0,0,0,36,0,5,0,0,0,7,108,101,0,3,0,212
UCL121073,136,0,7,0,0,140,101,0,0,0,0,105,55,0,10,0,0,73,3,0,9,0,0,10,27,0,0,0,0,29,0,0,3,0,0,3,5,0,0,0,0,5,5,0,0,0,0,5,103,3,22,0,3,130,0,0,0,0,0,3,16,0,0,0,0,16,352,3,32,3,3,387
UCL121074,74,0,0,0,0,74,122,0,0,0,0,118,12,0,0,0,0,12,0,0,0,0,0,0,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,29,0,0,0,0,0,0,3,0,0,0,0,4,229,0,0,0,3,232
UCL121075,84,0,0,0,0,86,101,0,0,0,0,105,34,0,4,0,0,40,0,0,0,0,0,0,22,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,4,0,0,64,0,0,0,0,0,0,6,0,0,0,0,6,251,0,4,3,0,264
UCL121076,64,0,0,0,0,67,127,4,0,0,0,125,17,3,0,0,0,18,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3,0,0,0,33,0,0,0,0,0,0,3,0,0,0,0,3,222,9,0,0,0,231
UCL121077,74,0,0,0,0,74,81,0,0,0,0,81,7,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,3,0,0,0,0,3,170,0,0,0,0,175
UCL121078,82,6,0,13,0,106,111,3,0,0,0,110,40,11,0,0,0,49,0,0,0,0,0,0,9,5,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,53,14,0,3,0,67,0,0,0,0,0,0,8,0,0,0,0,7,252,20,3,21,0,292
UCL121079,66,0,0,0,0,66,72,0,0,0,0,72,12,0,0,0,0,12,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24,0,0,0,0,0,0,6,0,0,0,0,6,167,0,0,0,0,167
UCL121080,153,18,3,0,0,175,109,4,4,0,0,112,25,21,10,0,0,53,0,0,0,0,0,0,21,6,0,0,0,25,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,4,47,23,12,0,0,84,0,0,0,0,0,3,3,3,0,0,3,10,321,50,17,0,4,387
UCL121081,152,0,0,0,0,155,138,0,0,0,0,138,50,0,0,0,0,50,0,0,0,0,0,0,25,0,0,0,0,25,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,0,0,3,85,0,0,0,0,89,0,0,0,0,0,0,5,0,0,0,0,5,375,0,0,0,0,382
