LGA_CODE_2016,C06_CFNC_BF_N,C06_CFNC_BF_1_149,C06_CFNC_BF_150_299,C06_CFNC_BF_300_399,C06_CFNC_BF_400_499,C06_CFNC_BF_500_649,C06_CFNC_BF_650_799,C06_CFNC_BF_800_999,C06_CFNC_BF_1000_1499,C06_CFNC_BF_1500_1999,C06_CFNC_BF_2000_2499,C06_CFNC_BF_2500_2999,C06_CFNC_BF_3000_3999,C06_CFNC_BF_4000m,C06_CFNC_BF_Ns,C06_CFNC_BF_T,C06_CFNC_BPT_N,C06_CFNC_BPT_1_149,C06_CFNC_BPT_150_299,C06_CFNC_BPT_300_399,C06_CFNC_BPT_400_499,C06_CFNC_BPT_500_649,C06_CFNC_BPT_650_799,C06_CFNC_BPT_800_999,C06_CFNC_BPT_1000_1499,C06_CFNC_BPT_1500_1999,C06_CFNC_BPT_2000_2499,C06_CFNC_BPT_2500_2999,C06_CFNC_BPT_3000_3999,C06_CFNC_BPT_4000m,C06_CFNC_BPT_Ns,C06_CFNC_BPT_T,C06_CFNC_1F1P_N,C06_CFNC_1F1P_1_149,C06_CFNC_1F1P_150_299,C06_CFNC_1F1P_300_399,C06_CFNC_1F1P_400_499,C06_CFNC_1F1P_500_649,C06_CFNC_1F1P_650_799,C06_CFNC_1F1P_800_999,C06_CFNC_1F1P_1000_1499,C06_CFNC_1F1P_1500_1999,C06_CFNC_1F1P_2000_2499,C06_CFNC_1F1P_2500_2999,C06_CFNC_1F1P_3000_3999,C06_CFNC_1F1P_4000m,C06_CFNC_1F1P_Ns,C06_CFNC_1F1P_T,C06_CFNC_1E1A_N,C06_CFNC_1E1A_1_149,C06_CFNC_1E1A_150_299,C06_CFNC_1E1A_300_399,C06_CFNC_1E1A_400_499,C06_CFNC_1E1A_500_649,C06_CFNC_1E1A_650_799,C06_CFNC_1E1A_800_999,C06_CFNC_1E1A_1000_1499,C06_CFNC_1E1A_1500_1999,C06_CFNC_1E1A_2000_2499,C06_CFNC_1E1A_2500_2999,C06_CFNC_1E1A_3000_3999,C06_CFNC_1E1A_4000m,C06_CFNC_1E1A_Ns,C06_CFNC_1E1A_T,C06_CFNC_1F1NW_N,C06_CFNC_1F1NW_1_149,C06_CFNC_1F1NW_150_299,C06_CFNC_1F1NW_300_399,C06_CFNC_1F1NW_400_499,C06_CFNC_1F1NW_500_649,C06_CFNC_1F1NW_650_799,C06_CFNC_1F1NW_800_999,C06_CFNC_1F1NW_1000_1499,C06_CFNC_1F1NW_1500_1999,C06_CFNC_1F1NW_2000_2499,C06_CFNC_1F1NW_2500_2999,C06_CFNC_1F1NW_3000_3999,C06_CFNC_1F1NW_4000m,C06_CFNC_1F1NW_Ns,C06_CFNC_1F1NW_T,C06_CFNC_1P1NW_N,C06_CFNC_1P1NW_1_149,C06_CFNC_1P1NW_150_299,C06_CFNC_1P1NW_300_399,C06_CFNC_1P1NW_400_499,C06_CFNC_1P1NW_500_649,C06_CFNC_1P1NW_650_799,C06_CFNC_1P1NW_800_999,C06_CFNC_1P1NW_1000_1499,C06_CFNC_1P1NW_1500_1999,C06_CFNC_1P1NW_2000_2499,C06_CFNC_1P1NW_2500_2999,C06_CFNC_1P1NW_3000_3999,C06_CFNC_1P1NW_4000m,C06_CFNC_1P1NW_Ns,C06_CFNC_1P1NW_T,C06_CFNC_1A1NW_N,C06_CFNC_1A1NW_1_149,C06_CFNC_1A1NW_150_299,C06_CFNC_1A1NW_300_399,C06_CFNC_1A1NW_400_499,C06_CFNC_1A1NW_500_649,C06_CFNC_1A1NW_650_799,C06_CFNC_1A1NW_800_999,C06_CFNC_1A1NW_1000_1499,C06_CFNC_1A1NW_1500_1999,C06_CFNC_1A1NW_2000_2499,C06_CFNC_1A1NW_2500_2999,C06_CFNC_1A1NW_3000_3999,C06_CFNC_1A1NW_4000_m,C06_CFNC_1A1NW_Ns,C06_CFNC_1A1NW_T,C06_CFNC_BA_N,C06_CFNC_BA_1_149,C06_CFNC_BA_150_299,C06_CFNC_BA_300_399,C06_CFNC_BA_400_499,C06_CFNC_BA_500_649,C06_CFNC_BA_650_799,C06_CFNC_BA_800_999,C06_CFNC_BA_1000_1499,C06_CFNC_BA_1500_1999,C06_CFNC_BA_2000_2499,C06_CFNC_BA_2500_2999,C06_CFNC_BA_3000_3999,C06_CFNC_BA_4000_m,C06_CFNC_BA_Ns,C06_CFNC_BA_T,C06_CFNC_BNW_N,C06_CFNC_BNW_1_149,C06_CFNC_BNW_150_299,C06_CFNC_BNW_300_399,C06_CFNC_BNW_400_499,C06_CFNC_BNW_500_649,C06_CFNC_BNW_650_799,C06_CFNC_BNW_800_999,C06_CFNC_BNW_1000_1499,C06_CFNC_BNW_1500_1999,C06_CFNC_BNW_2000_2499,C06_CFNC_BNW_2500_2999,C06_CFNC_BNW_3000_3999,C06_CFNC_BNW_4000m,C06_CFNC_BNW_Ns,C06_CFNC_BNW_T,C06_CFNC_LFns_N,C06_CFNC_LFns_1_149,C06_CFNC_LFns_150_299,C06_CFNC_LFns_300_399,C06_CFNC_LFns_400_499,C06_CFNC_LFns_500_649,C06_CFNC_LFns_650_799,C06_CFNC_LFns_800_999,C06_CFNC_LFns_1000_1499,C06_CFNC_LFns_1500_1999,C06_CFNC_LFns_2000_2499,C06_CFNC_LFns_2500_2999,C06_CFNC_LFns_3000_3999,C06_CFNC_LFns_4000m,C06_CFNC_LFns_Ns,C06_CFNC_LFns_T,C06_CFNC_T_N,C06_CFNC_T_1_149,C06_CFNC_T_150_299,C06_CFNC_T_300_399,C06_CFNC_T_400_499,C06_CFNC_T_500_649,C06_CFNC_T_650_799,C06_CFNC_T_800_999,C06_CFNC_T_1000_1499,C06_CFNC_T_1500_1999,C06_CFNC_T_2000_2499,C06_CFNC_T_2500_2999,C06_CFNC_T_3000_3999,C06_CFNC_T_4000_m,C06_CFNC_T_Ns,C06_CFNC_T_T,C06_CF_BFT_N,C06_CF_BFT_1_149,C06_CF_BFT_150_299,C06_CF_BFT_300_399,C06_CF_BFT_400_499,C06_CF_BFT_500_649,C06_CF_BFT_650_799,C06_CF_BFT_800_999,C06_CF_BFT_1000_1499,C06_CF_BFT_1500_1999,C06_CF_BFT_2000_2499,C06_CF_BFT_2500_2999,C06_CF_BFT_3000_3999,C06_CF_BFT_4000m,C06_CF_BFT_Ns,C06_CF_BFT_T,C06_CF_BPT_N,C06_CF_BPT_1_149,C06_CF_BPT_150_299,C06_CF_BPT_300_399,C06_CF_BPT_400_499,C06_CF_BPT_500_649,C06_CF_BPT_650_799,C06_CF_BPT_800_999
LGA17650,3,0,0,0,3,10,5,3,45,25,12,14,4,0,3,139,0,0,0,0,3,4,4,3,7,0,4,0,0,0,0,29,0,0,0,0,3,3,0,13,36,20,4,0,3,0,0,97,0,0,0,0,0,0,0,0,3,5,0,3,0,0,0,11,3,0,4,0,6,11,10,8,21,4,4,3,0,0,3,73,0,3,3,0,3,10,3,3,15,3,0,0,0,0,0,44,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,10,8,5,5,0,77,36,8,9,17,0,5,0,0,0,3,175,0,0,0,0,7,3,0,0,3,0,0,0,0,0,44,53,12,11,14,8,98,79,36,44,156,54,30,26,9,3,53,633,3,0,0,0,3,3,9,4,39,29,20,13,0,0,21,140,0,0,0,0,0,0,0,3
LGA17750,13,3,0,3,10,34,9,19,449,306,227,114,54,27,19,1291,4,3,0,3,4,23,10,16,51,19,10,9,0,0,0,160,0,0,0,8,3,47,32,84,361,126,69,34,34,5,11,832,0,3,0,0,3,12,4,13,40,28,18,7,6,0,5,138,3,0,0,3,0,62,87,80,173,41,24,14,13,0,15,522,3,0,11,9,32,87,40,25,61,14,4,5,3,3,6,315,0,0,0,0,0,6,3,9,15,10,3,3,0,0,3,62,0,0,0,0,0,3,0,3,16,6,0,0,0,0,5,44,14,49,26,18,557,346,96,84,204,25,20,8,4,5,69,1526,0,0,0,3,19,12,0,0,12,0,3,0,0,0,336,389,39,68,43,43,636,632,287,337,1387,589,379,194,118,45,473,5270,4,0,4,0,5,22,12,15,298,375,268,196,135,39,189,1572,0,0,3,0,0,18,0,16
LGA17850,11,3,3,0,4,15,3,5,47,12,4,9,4,0,3,109,0,0,0,0,0,4,0,8,6,0,0,0,0,0,0,19,0,0,0,3,0,9,3,3,28,12,6,0,0,0,3,66,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,3,0,9,8,3,7,3,0,0,0,0,3,35,0,0,3,5,5,6,0,4,3,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,5,3,11,0,0,51,21,4,3,4,0,0,0,0,0,3,106,0,0,0,0,3,3,0,0,0,0,0,0,0,0,29,32,11,13,11,8,61,66,20,19,99,24,12,10,6,4,44,416,0,0,0,0,0,11,4,5,16,16,10,0,3,0,18,90,0,0,0,0,0,0,0,4
LGA17900,8,6,3,0,3,10,4,3,52,33,24,5,6,5,3,168,0,0,0,0,3,12,0,3,11,0,0,0,0,0,0,29,0,0,0,0,0,10,3,6,24,13,0,0,8,0,5,77,0,0,0,0,0,0,3,4,0,3,4,0,0,0,3,22,0,0,3,0,5,8,12,3,6,3,0,4,0,0,0,45,0,0,0,0,8,16,8,0,5,0,0,0,0,0,0,39,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,19,3,0,92,24,6,6,9,0,0,0,0,0,11,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,58,13,28,9,7,114,80,39,34,113,58,30,15,14,6,78,629,4,3,0,0,0,9,0,3,36,19,10,3,7,0,30,125,0,0,0,0,3,8,0,3
LGA17950,7,3,0,0,4,8,0,4,30,19,10,6,0,0,3,98,0,0,0,0,0,3,0,0,4,0,3,0,0,0,0,18,0,0,0,0,0,4,4,8,22,9,6,3,0,0,3,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,10,0,6,0,0,0,0,0,0,25,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,31,18,0,0,3,0,0,0,0,0,7,69,0,0,0,0,3,0,0,0,5,0,0,0,0,0,18,32,10,6,0,3,44,39,19,11,79,31,20,9,0,3,34,321,0,0,0,0,0,4,0,6,25,7,15,0,0,0,19,72,0,0,0,0,0,3,0,0
LGA18020,11,9,3,0,15,38,5,13,73,26,20,14,7,5,9,239,0,0,0,0,8,4,0,7,14,0,0,0,0,0,0,40,3,3,3,6,0,15,7,20,68,17,0,0,3,3,9,158,0,3,3,0,0,4,0,0,12,0,3,0,0,0,0,27,0,0,0,3,4,19,21,14,26,9,0,4,0,0,3,103,0,0,3,8,3,20,4,8,11,3,0,0,0,0,0,63,0,0,0,3,6,3,0,0,3,0,0,0,0,0,3,13,0,0,0,0,0,4,0,0,3,0,0,0,0,0,3,15,3,25,8,4,228,85,13,8,36,4,5,0,3,0,21,438,0,5,0,0,3,4,0,0,0,0,0,0,0,0,82,95,19,41,19,20,262,187,58,67,238,68,35,22,18,8,132,1193,3,3,0,5,0,7,6,17,59,32,21,11,7,8,35,203,0,0,0,0,0,3,4,3
LGA18050,5,0,0,0,3,12,6,6,192,295,409,303,491,328,25,2081,3,3,0,0,8,24,12,26,74,27,27,11,10,15,9,251,3,0,0,0,0,9,14,27,175,149,100,87,111,35,11,725,0,0,0,0,0,6,3,8,33,25,30,17,34,14,7,177,3,0,0,5,3,30,36,43,124,55,35,107,37,14,25,514,5,3,5,11,12,55,22,22,66,22,19,20,14,10,9,292,0,0,0,0,0,3,8,4,6,0,0,8,0,0,9,41,0,0,0,0,0,0,0,0,14,6,11,8,20,3,3,66,53,39,11,19,273,192,30,57,206,64,40,30,18,16,51,1102,0,3,0,0,16,5,0,4,13,7,0,3,0,0,473,522,71,47,24,38,312,339,129,203,905,650,668,591,737,433,619,5773,0,0,3,0,4,7,0,11,90,114,127,155,202,214,120,1050,0,0,0,0,0,10,4,8
LGA18100,9,5,0,0,7,5,0,7,42,7,10,3,0,3,3,106,0,0,0,0,4,5,0,0,9,3,0,0,0,0,0,22,3,0,0,0,0,9,0,10,22,3,0,5,3,0,0,65,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,13,0,0,0,0,0,8,7,3,6,0,0,0,0,0,5,41,0,0,0,0,3,9,0,3,5,3,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,13,3,0,79,37,14,9,18,5,0,0,0,0,3,184,0,0,0,0,0,4,0,0,0,0,0,0,0,0,18,23,14,18,6,6,102,80,30,32,106,25,14,10,9,3,31,480,5,0,0,0,3,10,6,9,18,16,7,0,5,3,13,92,0,0,0,0,0,0,0,0
LGA18200,6,8,0,3,6,11,0,7,69,28,17,6,7,8,4,183,0,0,0,0,3,7,3,3,7,3,0,0,0,3,0,27,3,0,0,0,4,13,0,13,48,11,0,3,5,0,4,102,0,0,0,0,0,8,0,0,9,4,0,0,0,0,0,28,3,0,0,0,0,7,9,7,14,7,0,0,0,0,4,62,0,7,0,0,3,11,3,4,8,0,0,0,0,0,0,36,0,0,0,0,3,0,0,4,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,19,3,3,114,43,10,8,25,3,5,0,0,0,11,260,0,0,0,0,6,0,0,0,0,0,0,0,0,0,46,54,15,35,10,11,131,94,37,48,181,50,30,15,14,12,72,763,3,0,0,0,4,11,0,12,37,30,30,5,12,4,24,180,0,0,0,3,0,0,0,0
LGA18230,3,3,6,0,12,40,11,30,376,256,138,82,57,14,23,1051,3,12,0,0,14,29,4,17,61,12,6,4,0,3,3,173,3,5,3,3,13,34,25,59,255,92,33,20,26,7,11,590,0,0,3,0,0,6,4,5,49,22,16,5,4,3,6,127,3,0,0,15,0,55,73,73,100,32,13,13,4,0,27,428,0,3,10,13,24,59,43,22,44,13,3,0,0,0,14,237,0,0,0,0,9,5,13,5,7,0,0,4,0,0,5,55,0,0,0,0,3,0,0,4,21,5,7,3,7,0,4,58,29,48,26,18,594,302,50,52,138,20,7,6,3,8,76,1379,4,4,0,0,24,14,8,3,6,6,0,0,0,0,294,362,45,79,46,52,688,549,226,271,1072,448,237,139,99,32,466,4458,3,3,6,3,3,18,13,20,277,282,231,126,95,28,157,1263,0,0,0,0,0,11,13,19
LGA18250,9,0,0,0,3,9,3,7,223,248,382,365,561,343,23,2167,0,0,0,6,12,26,6,10,51,31,23,15,23,8,3,200,0,3,0,0,5,16,9,30,159,132,85,85,114,40,10,691,0,0,0,0,0,8,3,3,26,14,16,28,33,13,12,148,0,0,0,3,0,26,54,51,145,87,35,158,52,27,19,660,0,10,12,12,7,44,23,28,87,33,17,25,20,18,12,341,0,0,3,0,3,0,7,4,8,3,4,8,5,3,5,58,0,0,0,0,0,0,0,0,13,4,3,10,16,8,7,56,81,64,21,14,291,189,45,83,285,100,57,42,44,44,55,1421,3,3,0,0,13,8,7,4,5,0,4,5,3,0,394,442,92,85,35,36,331,325,155,221,992,662,616,725,871,498,531,6185,3,0,0,0,0,15,12,10,124,137,179,171,313,453,155,1583,0,6,4,3,4,9,9,11
LGA18350,0,5,0,3,7,20,5,15,232,174,123,84,58,29,13,768,3,6,3,3,9,41,7,28,80,29,16,11,9,3,6,256,0,3,4,0,5,23,23,44,248,117,81,44,48,6,15,662,0,0,0,0,3,7,0,3,35,10,9,6,3,0,5,97,3,0,3,0,6,38,59,57,108,45,18,40,6,3,24,414,0,4,7,18,10,70,41,40,77,15,15,19,10,7,10,345,0,0,0,4,3,9,5,11,20,6,4,5,4,0,6,71,0,0,0,0,0,4,0,0,12,8,7,3,4,3,8,46,42,55,22,29,522,436,104,130,378,92,44,38,29,22,79,2018,3,3,0,0,10,9,0,0,8,3,0,0,0,0,291,330,53,74,43,57,578,651,250,328,1199,505,315,250,173,78,452,5002,0,0,0,3,4,14,8,23,159,164,141,107,88,35,127,874,0,4,0,0,0,15,10,17
LGA18400,7,0,0,0,3,17,6,9,241,190,206,102,66,21,10,880,0,7,0,0,4,18,3,15,36,22,4,4,3,0,3,121,4,3,0,0,3,18,14,23,175,107,71,25,20,4,3,473,0,0,0,0,0,3,8,3,31,20,13,7,4,0,10,109,0,0,0,6,3,22,54,60,156,57,10,30,5,0,29,444,0,0,8,12,10,35,25,17,38,7,3,0,0,0,11,175,4,0,3,0,0,3,13,3,10,4,0,4,3,0,3,47,0,0,0,0,0,0,0,0,7,10,8,0,3,0,7,36,26,46,23,25,396,227,54,53,104,14,16,4,9,6,35,1014,0,8,0,0,14,9,0,4,12,0,0,0,0,0,185,221,42,66,36,47,432,357,175,192,809,423,330,178,112,35,296,3526,0,3,0,3,3,15,4,14,184,244,238,182,150,51,184,1277,0,0,0,0,0,11,4,19
LGA18450,3,0,0,0,12,34,11,33,679,734,771,432,324,92,47,3188,3,4,4,8,19,69,22,50,176,70,37,20,19,0,7,514,5,3,3,3,9,39,65,134,713,432,242,129,134,17,36,1967,0,0,3,0,0,15,10,22,93,75,65,46,27,4,18,385,11,5,9,11,9,127,238,215,551,221,54,140,36,4,75,1707,4,19,30,38,73,210,102,96,175,38,21,19,6,3,23,856,0,0,3,5,3,28,28,19,64,23,4,9,3,0,13,217,3,0,0,0,4,5,3,3,35,18,16,9,3,3,9,107,145,289,113,79,3406,1874,286,290,864,115,39,22,24,13,242,7790,8,8,0,4,109,53,0,7,37,4,0,4,0,4,974,1219,190,340,172,155,3640,2447,770,880,3385,1730,1249,828,571,147,1442,17950,12,3,8,0,6,21,17,54,507,683,764,564,497,220,443,3787,0,3,3,5,10,45,20,65
LGA18500,3,0,0,0,0,3,0,4,108,165,238,237,520,434,21,1746,0,3,0,0,0,12,0,14,41,34,26,26,41,37,14,254,0,0,0,0,0,5,6,17,101,81,79,99,177,76,12,669,0,0,0,0,0,0,3,4,21,22,18,24,38,28,8,159,0,0,0,0,0,7,13,19,69,52,39,139,71,59,21,486,0,3,3,3,7,24,10,20,66,37,33,47,63,38,17,366,0,0,0,0,0,0,4,0,7,7,3,11,4,9,3,56,0,0,0,0,0,0,0,0,9,9,5,7,14,12,11,75,34,28,13,8,82,99,16,39,199,97,76,102,100,133,55,1063,0,0,0,0,3,4,0,3,9,7,5,3,5,6,457,502,43,37,23,19,96,162,59,118,624,504,529,690,1028,835,617,5373,3,3,0,0,5,3,0,0,32,56,92,82,187,306,135,907,0,0,0,0,0,3,7,6
LGA18710,4,3,3,0,7,15,4,5,83,67,83,39,73,27,14,429,0,0,0,0,0,8,0,4,31,8,3,3,5,3,3,77,0,0,0,3,3,12,4,17,65,35,28,16,22,0,3,208,0,0,0,0,0,7,0,4,10,13,4,4,8,0,0,57,0,0,0,0,3,10,10,14,47,20,8,19,9,3,6,154,0,0,4,7,6,13,11,8,23,12,7,3,3,0,3,97,0,0,0,0,0,0,3,0,4,0,0,0,0,0,7,19,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,23,14,22,6,5,108,50,22,20,61,3,4,4,3,3,15,342,4,0,0,0,0,3,0,0,0,0,0,0,0,0,100,110,21,23,13,14,130,130,59,80,331,166,143,90,117,43,153,1518,0,0,0,0,0,3,0,3,47,64,73,71,72,46,64,433,0,0,0,0,0,6,3,4
LGA19399,0,9,0,0,5,11,3,3,20,8,3,4,3,0,3,62,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,3,3,0,5,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,5,4,3,3,15,16,9,10,31,13,3,3,3,3,21,136,0,3,0,0,5,3,0,3,8,3,3,0,0,0,14,46,0,0,0,0,0,0,0,0
LGA19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
