SAL_CODE_2021,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ptn_in_RM_0_14,P_Ptn_in_RM_15_24,P_Ptn_in_RM_25_34,P_Ptn_in_RM_35_44,P_Ptn_in_RM_45_54,P_Ptn_in_RM_55_64,P_Ptn_in_RM_65_74,P_Ptn_in_RM_75_84,P_Ptn_in_RM_85ov,P_Ptn_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SAL13550,..,3,0,0,4,0,0,0,0,13,..,0,6,0,0,11,21,18,15,73,3,4,0,5,0,0,0,0,0,9,85,63,51,75,69,100,86,49,29,612,..,0,18,94,102,129,129,51,15,536,..,5,33,22,13,20,8,0,0,104,..,0,5,8,8,11,0,3,4,32,186,..,..,..,..,..,..,..,..,186,..,62,..,..,..,..,..,..,..,62,..,42,26,4,4,3,3,0,0,82,..,7,0,4,0,0,3,3,3,21,..,4,6,4,0,0,3,4,0,17,..,4,5,0,3,3,0,0,0,22,..,0,11,13,14,24,32,22,21,133,7,4,3,4,0,0,0,0,0,20,189,125,105,150,153,190,178,85,46,1214
SAL13551,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,9,..,0,0,3,0,4,7,0,0,14,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,5,3,0,4,3,3,0,37
SAL13552,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,9,6,3,3,10,17,7,5,3,71,..,0,4,3,18,20,17,7,0,68,..,0,0,0,0,10,6,0,0,9,..,0,3,0,0,0,0,0,0,11,13,..,..,..,..,..,..,..,..,13,..,11,..,..,..,..,..,..,..,11,..,5,0,5,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,4,13,17,5,9,19,30,30,12,5,140
SAL13553,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,3,0,0,13,..,0,5,4,0,3,3,0,4,13,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,5,..,..,..,..,..,..,..,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,5,4,3,4,4,7,0,4,35
SAL13554,..,0,0,0,0,8,5,3,0,16,..,10,6,7,19,30,31,53,38,194,0,0,0,0,0,0,6,5,0,14,89,59,61,69,101,127,137,114,61,804,..,5,39,64,67,111,164,108,33,596,..,12,24,17,28,24,14,3,0,128,..,0,4,22,32,13,3,0,5,86,199,..,..,..,..,..,..,..,..,199,..,43,..,..,..,..,..,..,..,43,..,31,23,11,0,7,4,0,0,72,..,10,4,0,0,8,0,7,0,26,..,9,8,0,3,0,0,0,0,25,..,8,8,5,0,8,7,9,0,44,..,13,11,12,34,72,75,88,44,344,0,4,3,0,0,8,5,5,0,24,206,130,124,137,174,255,274,216,91,1595
SAL13555,..,0,6,0,4,16,9,5,0,40,..,0,3,3,17,48,77,90,38,275,0,0,0,0,4,3,3,8,0,29,207,96,127,145,149,243,292,209,63,1539,..,4,82,162,159,224,352,193,45,1215,..,23,88,50,46,60,36,10,0,315,..,0,13,31,33,17,5,9,10,118,440,..,..,..,..,..,..,..,..,440,..,79,..,..,..,..,..,..,..,79,..,74,22,17,6,12,0,0,0,128,..,4,5,3,0,10,10,10,3,49,..,7,6,0,3,5,0,0,0,23,..,8,4,4,13,19,26,11,4,84,..,3,14,19,39,91,152,152,52,522,0,6,5,7,11,3,9,11,5,52,444,199,238,291,315,433,597,392,116,3031
SAL13556,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,15,..,0,0,0,0,5,0,0,0,13,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,9,..,..,..,..,..,..,..,..,9,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,5,0,0,0,0,26
SAL13557,..,80,40,10,4,12,8,3,0,161,..,15,33,15,21,33,61,63,41,281,7,20,10,4,4,0,4,0,0,50,322,339,422,197,181,193,231,182,66,2127,..,17,247,194,152,164,248,193,41,1259,..,109,243,81,43,33,11,5,0,524,..,10,49,49,48,36,25,11,8,243,662,..,..,..,..,..,..,..,..,662,..,114,..,..,..,..,..,..,..,114,..,109,65,24,20,11,3,0,0,244,..,46,23,14,7,17,10,11,3,126,..,30,39,8,3,0,0,0,0,82,..,197,122,31,14,24,21,8,0,416,..,34,88,50,51,80,99,103,47,550,7,32,23,10,3,3,3,5,0,92,673,704,886,460,349,377,424,326,103,4310
SAL13558,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,..,0,0,0,0,0,4,0,0,4,..,0,0,0,0,0,4,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11
SAL13559,..,0,0,0,0,0,0,0,0,6,..,0,7,4,5,15,13,14,0,58,8,9,3,3,0,0,4,0,0,29,485,282,304,290,312,260,158,54,20,2161,..,11,291,446,495,406,244,70,8,1960,..,38,143,59,52,46,11,3,3,350,..,6,14,24,26,14,9,3,4,110,1001,..,..,..,..,..,..,..,..,1001,..,250,..,..,..,..,..,..,..,250,..,252,106,24,18,8,0,0,0,409,..,16,8,0,9,3,22,16,12,78,..,10,8,3,0,3,0,0,0,32,..,0,6,5,7,4,0,0,0,20,..,3,14,9,12,26,26,27,4,125,10,17,7,6,0,10,4,0,0,61,1012,603,590,579,616,533,318,119,30,4403
SAL13560,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,3,0,21,..,0,0,3,0,6,4,0,0,17,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,4,0,0,5,9,..,..,..,..,..,..,..,..,9,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,9,0,0,3,9,12,12,3,0,43
SAL13561,..,0,0,0,7,0,0,0,0,5,..,0,0,0,0,4,0,0,3,10,0,0,0,0,0,0,0,0,0,4,13,14,15,13,13,23,22,7,6,124,..,0,12,11,20,23,31,18,0,118,..,0,0,0,0,0,3,0,0,4,..,0,8,6,8,0,0,0,0,16,39,..,..,..,..,..,..,..,..,39,..,11,..,..,..,..,..,..,..,11,..,13,3,0,0,0,0,0,0,20,..,0,0,0,0,0,4,0,0,9,..,0,0,0,0,0,0,0,0,3,..,0,0,0,3,4,0,0,0,11,..,0,4,0,3,11,5,3,5,23,0,0,0,0,0,0,3,0,0,3,39,26,27,21,29,41,43,24,10,259
SAL13562,..,4,6,6,0,0,0,0,0,20,..,0,18,22,4,13,7,4,0,73,0,4,0,5,0,0,0,0,0,13,209,117,194,215,130,96,56,17,3,1039,..,7,158,292,161,116,75,27,5,835,..,7,76,21,19,9,7,0,0,148,..,0,3,24,35,15,7,0,8,91,445,..,..,..,..,..,..,..,..,445,..,104,..,..,..,..,..,..,..,104,..,69,68,13,5,4,0,0,0,160,..,12,15,14,7,9,13,4,0,68,..,0,9,0,0,0,0,0,0,20,..,11,41,25,12,6,0,0,0,85,..,8,49,41,27,29,11,7,3,181,3,4,8,3,0,3,0,0,0,22,448,226,423,440,261,193,124,41,13,2170
SAL13563,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,16,..,0,0,0,0,3,3,0,0,9,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,5,3,0,0,25
SAL13564,..,8,12,0,10,4,4,0,0,45,..,11,26,23,43,61,78,67,49,356,11,6,6,10,0,4,9,0,0,51,448,274,326,283,337,300,232,173,71,2448,..,4,186,249,289,338,253,157,36,1515,..,83,190,97,107,54,19,6,0,553,..,12,47,71,83,30,20,19,5,278,884,..,..,..,..,..,..,..,..,884,..,166,..,..,..,..,..,..,..,166,..,199,78,35,14,15,0,0,0,349,..,24,16,8,21,15,7,20,6,108,..,17,9,12,8,13,0,0,0,59,..,28,47,9,9,15,11,0,0,123,..,24,78,65,92,143,126,102,59,686,20,22,14,15,5,4,9,7,0,104,903,575,667,554,635,613,458,307,105,4824
SAL13565,..,7,12,0,5,7,4,0,0,29,..,8,24,8,31,46,49,29,17,208,5,12,7,4,0,3,0,0,0,28,546,252,391,297,275,235,170,78,31,2258,..,7,287,348,291,253,196,89,14,1482,..,86,212,86,66,32,10,4,0,488,..,0,63,67,61,31,15,6,7,251,1114,..,..,..,..,..,..,..,..,1114,..,166,..,..,..,..,..,..,..,166,..,183,79,15,13,10,5,0,0,301,..,20,14,0,8,15,12,3,0,83,..,15,19,0,6,3,0,0,0,47,..,25,30,5,11,13,5,0,0,98,..,24,64,45,73,84,71,51,21,437,11,18,11,6,6,5,6,0,4,57,1121,540,789,583,537,453,315,150,44,4525
SAL13566,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,..,0,0,0,0,4,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,4,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,5,4,0,0,0,12
SAL13567,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13568,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13569,..,0,0,0,6,0,0,0,0,7,..,3,0,0,3,14,27,15,3,68,0,0,0,0,0,3,8,0,0,8,98,60,39,72,101,98,98,48,7,625,..,0,21,99,116,108,114,69,4,539,..,9,14,25,25,22,15,0,0,118,..,0,5,7,12,7,8,0,0,44,219,..,..,..,..,..,..,..,..,219,..,57,..,..,..,..,..,..,..,57,..,45,16,0,4,7,0,0,0,72,..,4,0,0,0,0,5,0,0,16,..,4,8,4,0,0,0,0,0,27,..,0,0,0,6,0,4,0,0,10,..,3,0,3,10,28,47,26,9,132,3,3,3,0,0,7,3,0,0,19,226,127,70,151,182,187,194,102,16,1241
SAL13570,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,7,10,3,3,0,37,..,0,0,4,8,10,4,0,0,25,..,0,0,0,6,5,0,0,0,17,..,0,0,0,0,0,0,0,0,0,16,..,..,..,..,..,..,..,..,16,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,4,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,16,0,11,3,19,17,12,3,0,76
SAL13571,..,0,4,5,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,6,10,3,14,15,6,12,4,3,0,70,..,0,0,8,6,10,6,5,0,38,..,0,0,3,4,5,7,0,0,19,..,0,0,0,0,0,0,0,0,0,13,..,..,..,..,..,..,..,..,13,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,3,0,0,0,0,0,0,0,..,0,9,7,0,0,0,0,0,16,..,0,4,5,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,10,4,0,0,4,0,0,0,0,0,7,13,7,21,19,17,13,11,8,0,117
SAL13572,..,0,0,0,0,0,4,0,0,4,..,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,5,11,3,4,7,11,0,0,51,..,0,11,3,0,12,12,3,0,41,..,0,8,0,0,0,3,0,0,14,..,0,0,0,0,3,0,0,0,4,17,..,..,..,..,..,..,..,..,17,..,0,..,..,..,..,..,..,..,0,..,3,7,3,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,4,4,0,0,4,0,0,10,..,0,3,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,3,17,3,26,13,10,15,22,4,0,106
SAL13573,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,5,0,3,4,0,4,3,0,0,0,8
SAL13574,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,5
SAL13575,..,3,12,3,7,11,10,7,4,52,..,8,21,29,44,99,133,125,66,517,13,10,8,5,5,9,7,4,0,68,1253,783,854,754,796,747,591,397,151,6320,..,26,649,869,948,888,636,333,88,4441,..,27,119,84,87,58,34,11,0,418,..,12,62,143,169,142,85,67,54,734,2458,..,..,..,..,..,..,..,..,2458,..,889,..,..,..,..,..,..,..,889,..,582,616,202,125,65,10,6,0,1608,..,73,73,35,64,83,90,69,34,514,..,25,53,35,17,12,5,4,0,146,..,15,33,26,23,37,22,16,3,177,..,25,51,64,121,198,210,172,87,927,12,19,23,17,11,21,13,7,5,126,2470,1687,1678,1463,1571,1500,1106,684,261,12428
SAL13576,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,0,0,0,0,0,13
SAL13577,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,7,0,0,0,3,9,3,4,0,28,..,0,0,3,3,10,0,0,0,24,..,0,0,0,4,0,3,0,0,5,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,5,3,3,0,9,0,0,0,0,0,0,0,0,0,3,6,0,0,5,8,17,7,7,0,46
SAL13578,..,0,0,0,0,0,4,0,0,7,..,0,0,0,0,0,7,7,0,15,0,3,0,0,0,0,3,0,0,5,24,20,14,15,27,20,19,12,0,152,..,0,5,4,26,25,14,12,0,89,..,0,4,10,12,10,0,6,0,42,..,0,0,3,7,7,0,0,0,18,45,..,..,..,..,..,..,..,..,45,..,19,..,..,..,..,..,..,..,19,..,10,7,0,0,0,0,0,0,25,..,0,0,0,0,3,0,3,0,8,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,9,0,0,16,..,0,0,0,4,10,9,5,0,25,0,3,0,0,0,0,3,0,0,9,45,39,20,28,58,46,35,28,0,300
SAL13579,..,0,0,0,0,0,0,0,0,4,..,0,3,0,3,30,17,11,3,69,3,0,3,0,0,0,0,0,0,10,100,43,52,76,67,118,93,44,11,602,..,0,30,56,70,114,114,56,12,452,..,3,35,31,43,27,13,0,0,156,..,0,14,18,13,8,8,5,0,65,202,..,..,..,..,..,..,..,..,202,..,28,..,..,..,..,..,..,..,28,..,30,10,9,4,4,0,0,0,64,..,8,4,0,3,5,3,9,0,33,..,7,3,9,0,0,5,0,0,19,..,4,0,3,0,0,9,0,0,20,..,0,4,5,21,40,36,25,7,134,5,0,6,0,9,6,3,5,0,30,212,91,96,133,155,212,189,96,20,1200
SAL13580,..,0,0,0,3,0,0,0,0,11,..,0,0,0,3,9,9,12,8,39,0,0,4,0,0,0,0,0,0,9,58,30,33,19,35,43,36,26,15,303,..,0,17,30,34,52,36,18,7,198,..,4,14,10,8,3,0,5,0,49,..,0,7,4,12,9,3,0,0,32,118,..,..,..,..,..,..,..,..,118,..,21,..,..,..,..,..,..,..,21,..,23,7,5,3,0,0,0,0,37,..,0,0,0,0,3,0,0,5,11,..,4,0,0,0,0,0,0,0,3,..,0,0,0,7,3,6,0,0,21,..,5,4,3,3,12,13,19,7,68,5,7,4,0,0,0,0,0,0,9,122,67,52,52,68,86,58,49,22,579
SAL13581,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,..,0,0,0,4,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,12
SAL13582,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL13583,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
SAL13584,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,4,5,9,8,3,0,0,39,..,0,0,0,8,12,12,0,0,39,..,0,0,5,0,4,0,0,0,14,..,0,0,0,0,0,0,0,0,0,6,..,..,..,..,..,..,..,..,6,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,6,8,4,7,21,17,15,0,0,75
SAL13585,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,14,13,0,0,37,..,0,0,0,0,3,6,3,0,27,..,0,0,0,0,4,0,0,0,12,..,0,0,0,0,0,0,0,0,4,10,..,..,..,..,..,..,..,..,10,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,5,9,12,3,0,26,0,0,0,0,0,0,0,0,0,4,13,4,5,8,9,17,30,14,0,91
