SAL_CODE_2021,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
SAL10861,531,1065,4,20,52,235,13,48,195,794,262,1097,31,135,45,158,117,378,197,672,458,1770,0,6,12,46,12,41,67,167,96,261,6,21,12,27,77,161,97,217,192,474,7,17,1187,3324
SAL10862,40,86,0,8,9,40,0,19,19,76,33,142,5,25,5,22,19,66,31,108,62,254,0,0,0,0,0,3,4,7,5,12,0,0,0,0,12,28,12,28,14,40,0,0,121,383
SAL10863,33,64,0,0,0,4,0,0,8,30,5,34,0,0,0,0,0,3,0,3,8,43,0,0,0,0,0,0,0,10,4,7,0,0,0,0,7,13,7,13,13,25,0,0,55,124
SAL10864,413,840,45,253,136,679,35,172,322,1348,537,2448,109,493,132,503,346,1237,591,2232,1125,4681,7,31,34,120,19,63,74,222,120,434,17,64,30,68,121,315,167,447,285,876,15,32,1837,6427
SAL10865,82,174,5,20,8,43,0,3,39,169,49,240,13,69,9,50,37,127,66,244,113,481,0,4,0,0,0,0,7,26,9,30,0,5,0,3,10,20,13,32,21,55,3,13,225,721
SAL10866,14,22,0,12,5,13,0,0,11,27,12,51,0,4,0,4,3,10,8,18,18,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,3,5,0,0,34,99
SAL10867,3,11,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,5,0,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,27
SAL10868,3,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15
SAL10869,48,102,0,7,7,21,0,5,15,59,23,94,0,5,0,0,19,58,16,61,43,152,0,0,0,0,0,0,9,36,9,36,0,0,0,4,10,23,14,25,19,53,0,7,112,314
SAL10870,26,49,0,0,0,7,0,11,11,41,13,57,0,5,0,0,0,9,3,16,16,74,0,0,0,8,0,0,0,0,5,4,0,0,0,0,0,9,0,9,7,14,0,4,52,136
SAL10871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10872,240,483,4,13,24,94,0,7,127,444,152,558,4,15,17,60,13,48,37,122,188,682,0,0,4,9,0,6,24,50,29,64,4,11,13,38,17,45,36,89,67,157,11,20,500,1337
SAL10873,0,0,0,8,0,0,0,0,8,16,3,19,0,7,0,0,0,5,0,7,6,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,29
SAL10874,7,12,0,0,0,8,0,5,5,9,3,20,0,0,0,5,0,4,4,4,8,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,35
SAL10875,26,54,0,0,5,26,0,7,9,35,19,71,0,7,7,11,17,48,24,68,34,138,0,0,0,4,0,0,0,0,0,4,0,8,0,0,4,12,10,19,9,20,0,0,71,213
SAL10876,66,131,0,0,4,8,0,0,13,47,16,59,0,0,0,7,3,10,4,14,23,78,0,0,0,0,0,3,6,17,9,20,0,0,0,0,3,5,4,8,14,31,0,3,100,236
SAL10877,1437,2898,24,143,111,508,50,214,670,2600,849,3464,57,243,70,231,269,877,398,1359,1248,4824,25,118,79,278,57,232,475,1349,631,1976,30,84,54,120,400,876,480,1080,1118,3056,67,129,3867,10911
SAL10878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10879,480,944,5,15,19,96,10,47,94,349,124,508,11,46,12,40,53,171,80,257,204,762,0,18,6,8,5,23,39,96,52,147,0,12,6,17,43,95,55,121,107,265,11,24,796,1997
SAL10880,8,15,0,0,0,7,0,0,6,32,7,43,0,0,0,0,0,0,0,0,11,43,0,0,0,0,0,0,0,5,0,5,0,0,0,0,6,7,6,7,3,9,0,0,20,67
SAL10881,11,17,0,0,0,0,0,0,0,15,0,15,0,0,0,7,0,0,0,7,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,41
SAL10882,9,14,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,7,0,10,3,14,0,0,0,0,0,0,0,9,0,9,0,0,0,0,4,13,4,13,9,22,0,0,22,54
SAL10883,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL10884,1481,2974,17,114,131,595,47,207,964,3694,1160,4614,74,301,125,426,256,820,447,1550,1614,6167,9,28,40,130,12,36,218,548,275,739,22,67,57,133,306,664,382,853,666,1595,37,77,3791,10813
SAL10885,13,23,0,0,0,0,0,0,3,15,3,15,0,0,0,4,0,4,0,3,3,15,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,16,43
SAL10886,27,53,0,0,0,6,0,3,7,35,12,48,0,0,0,4,5,16,6,22,15,69,0,0,0,3,0,0,6,10,3,14,0,0,0,0,0,4,0,3,10,14,0,0,55,141
SAL10887,0,5,0,0,0,0,0,0,5,4,5,4,0,6,0,0,0,0,0,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9
SAL10888,253,520,9,59,25,109,15,79,117,437,164,682,10,50,10,33,57,178,77,266,248,949,4,20,3,19,6,34,65,187,84,267,8,29,10,15,63,151,85,196,166,461,14,32,676,1957
SAL10889,12,28,0,0,0,5,0,8,0,3,0,17,0,0,0,0,0,5,0,5,0,22,0,0,0,4,0,0,0,3,3,10,0,0,0,0,0,0,0,0,3,10,0,0,19,52
SAL10890,21,35,0,0,0,0,0,4,5,17,8,21,0,0,0,0,0,6,0,6,6,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,71
SAL10891,2608,5258,13,75,273,1207,20,89,1989,7255,2301,8626,105,419,375,1284,396,1297,874,3010,3171,11631,4,12,68,222,9,27,331,806,414,1068,26,98,225,507,332,711,579,1318,993,2384,162,348,6937,19626
SAL10892,140,283,0,0,25,121,4,12,136,515,164,645,12,51,33,134,36,124,86,303,249,948,0,0,0,7,0,0,12,24,14,32,0,0,3,11,19,46,24,63,38,96,5,17,438,1345
SAL10893,31,66,0,0,0,6,0,8,5,10,5,24,0,0,0,7,3,29,7,32,12,55,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,5,0,5,3,10,0,0,49,127
SAL10894,14,34,0,0,0,0,0,0,8,25,8,25,0,0,0,0,7,20,7,20,15,43,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,6,8,6,8,0,0,29,76
SAL10895,203,406,4,21,49,215,0,13,136,548,194,797,29,121,60,218,88,286,182,628,374,1424,0,0,4,15,0,0,12,30,20,44,0,10,18,36,27,53,45,97,59,144,0,4,632,1973
SAL10896,12,21,0,0,0,0,0,7,0,0,0,7,0,0,0,5,3,4,5,10,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,17,38
SAL10897,1637,3307,31,172,437,1981,45,191,1402,5500,1916,7839,232,990,487,1781,692,2255,1415,5021,3332,12863,5,21,40,139,14,35,107,282,161,482,44,138,75,200,206,464,327,806,491,1287,23,59,5489,17511
SAL10898,707,1462,80,510,197,1055,68,358,745,3266,1091,5193,119,572,136,494,367,1249,621,2314,1706,7498,21,110,51,210,29,125,186,620,286,1060,46,159,57,140,344,822,445,1121,732,2183,77,166,3218,11316
SAL10899,4,7,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,6,0,0,5,15
SAL10900,232,457,7,32,47,226,15,66,252,993,323,1315,36,133,55,219,122,404,208,757,532,2068,5,9,10,35,5,11,45,112,60,167,8,27,17,48,71,160,98,233,156,402,10,21,929,2951
SAL10901,0,4,0,0,0,3,0,0,0,4,3,13,0,0,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16
SAL10902,30,57,0,13,6,29,0,4,9,36,18,78,4,17,5,7,12,37,20,64,37,144,0,5,0,0,0,0,0,0,5,9,0,0,0,0,0,3,5,7,7,8,0,0,70,209
SAL10903,35,69,0,0,3,10,0,4,9,30,9,47,0,0,0,4,0,11,3,12,12,58,0,0,0,6,0,0,6,12,7,15,0,0,0,0,8,16,8,16,12,33,0,0,61,160
SAL10904,224,447,0,4,8,40,9,23,32,147,47,218,4,17,4,22,26,88,42,122,87,341,0,0,0,0,4,20,14,29,14,45,4,14,3,6,39,85,41,104,58,147,11,18,383,952
SAL10905,3,6,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,5,16
SAL10906,1033,2066,0,0,7,33,0,3,145,494,153,533,10,30,11,47,17,54,40,126,194,662,0,6,5,16,0,0,30,72,38,92,3,18,25,55,31,64,65,133,94,223,98,206,1425,3157
SAL10907,741,1509,24,148,144,700,29,147,593,2424,790,3410,84,395,99,366,383,1321,573,2079,1360,5495,4,31,33,130,5,26,127,373,178,557,20,61,42,105,162,361,221,524,397,1079,28,65,2534,8147
SAL10908,419,846,8,22,88,411,29,128,547,2123,663,2687,27,104,42,144,64,220,134,469,802,3155,0,9,4,16,0,0,50,126,56,149,6,14,7,21,25,54,40,89,93,236,7,13,1319,4256
SAL10909,354,715,3,9,14,69,3,9,234,822,257,912,9,37,25,96,39,140,73,271,335,1184,0,0,3,13,0,0,54,120,61,138,0,0,12,13,28,61,37,77,101,217,8,24,804,2142
SAL10910,224,452,6,9,11,53,4,32,120,488,142,582,13,52,17,66,61,200,88,324,235,899,0,0,0,7,4,12,42,120,50,150,5,17,15,23,53,119,70,157,123,302,7,8,584,1666
SAL10911,113,230,4,10,7,40,0,4,55,216,65,268,10,37,6,23,29,94,42,150,110,424,0,6,3,8,0,7,13,51,23,69,0,7,0,0,26,52,28,63,48,131,6,11,272,795
SAL10912,5,9,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,6,3,6,0,12,0,3,10,24
SAL10913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10914,165,335,0,0,15,67,3,13,51,195,67,266,4,23,37,126,35,99,72,246,136,513,0,0,0,0,0,0,3,16,4,18,4,5,0,4,8,19,9,29,16,48,4,8,330,903
SAL10915,23,42,0,0,0,0,0,0,12,41,12,41,0,9,0,0,4,7,5,21,12,59,0,0,0,7,0,8,6,16,7,29,0,0,0,0,4,7,4,7,12,27,0,0,46,136
SAL10916,7,11,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17
SAL10917,327,657,15,107,84,409,23,123,424,1680,548,2312,56,235,64,238,171,564,292,1044,839,3358,5,17,16,46,17,51,97,273,131,388,8,26,14,36,91,211,118,282,247,666,12,29,1427,4707
SAL10918,28,58,0,0,3,13,0,7,9,30,12,51,0,4,3,17,5,22,15,40,28,90,0,3,0,0,0,0,0,3,0,5,0,0,0,0,3,6,3,6,3,13,0,0,60,156
SAL10919,285,569,3,38,25,117,6,42,177,679,210,874,11,59,16,57,72,236,107,351,315,1227,0,0,4,19,3,17,23,61,32,97,0,5,4,10,27,51,30,64,65,162,3,11,667,1967
SAL10920,16,29,0,0,5,11,0,4,13,48,14,59,0,0,0,5,0,0,4,3,15,64,0,0,0,9,0,0,4,8,4,14,0,0,0,0,3,4,3,4,5,20,0,0,41,117
SAL10921,81,162,0,0,4,25,4,9,29,114,38,149,7,26,11,37,26,74,39,134,74,287,0,0,3,7,0,7,8,23,12,37,0,4,0,0,3,9,7,15,16,45,5,11,180,501
SAL10922,160,318,0,0,12,57,0,0,41,152,50,210,5,10,7,36,21,63,33,105,83,318,0,0,0,0,0,0,0,12,0,12,3,6,3,0,5,10,9,21,14,35,0,0,260,674
SAL10923,77,163,15,98,24,142,14,79,163,631,219,949,7,30,4,15,34,117,42,171,264,1115,6,37,11,67,18,84,105,328,144,508,6,25,15,41,50,108,75,172,220,684,3,9,568,1977
SAL10924,26,50,0,0,0,11,0,0,3,11,4,22,0,5,0,7,6,16,10,25,16,51,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,4,0,3,3,9,0,0,42,104
SAL10925,0,6,0,0,0,0,0,5,6,7,4,12,0,0,0,0,4,6,4,6,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,26
SAL10926,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL10927,117,244,4,21,27,137,0,4,98,393,133,546,16,63,22,80,52,191,94,327,221,882,0,5,0,0,0,0,14,47,18,55,9,30,8,20,34,81,51,131,66,183,3,9,416,1318
SAL10928,20,45,0,10,7,19,0,0,14,52,20,79,0,4,0,0,10,29,12,34,28,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,6,17,6,17,0,0,60,173
SAL10929,0,0,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,4,20
SAL10930,3,7,0,0,0,8,0,0,4,13,6,14,0,0,0,5,0,0,0,5,6,21,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,0,3,3,0,0,11,27
SAL10931,216,434,8,36,28,129,19,89,207,785,261,1045,7,35,6,25,18,64,33,124,289,1174,0,4,9,28,7,24,80,238,101,289,4,12,8,18,31,77,39,105,140,391,0,9,652,2004
SAL10932,5,8,0,0,0,4,0,0,0,3,5,9,0,3,0,0,0,0,0,3,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,5,0,0,7,26
SAL10933,117,241,3,9,16,71,7,17,68,288,90,386,9,31,13,38,26,91,50,162,136,550,0,6,0,0,0,3,7,25,9,32,0,5,0,0,9,19,11,23,18,54,0,0,277,844
SAL10934,180,360,7,35,42,197,0,14,96,405,153,644,39,142,41,157,41,136,125,436,276,1083,0,0,3,10,0,0,13,29,13,36,4,10,13,23,14,31,26,61,40,93,0,3,500,1537
SAL10935,34,66,0,3,0,14,0,0,21,83,23,102,0,3,4,12,13,29,12,50,36,153,0,0,0,7,0,0,5,4,3,9,4,5,0,5,6,12,11,18,10,30,0,3,81,246
SAL10936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10937,552,1107,0,10,72,300,5,14,424,1627,495,1941,22,93,77,273,61,184,160,550,655,2500,0,0,7,22,0,0,46,100,49,117,8,18,26,55,38,80,73,159,123,281,10,26,1343,3910
SAL10938,120,236,0,7,7,28,3,31,58,228,73,295,8,29,5,16,23,69,37,107,103,408,0,0,0,3,0,0,12,36,13,41,0,0,6,8,10,33,18,41,32,83,3,5,259,723
SAL10939,25,51,0,0,4,6,0,0,8,36,10,40,0,9,0,0,4,21,5,30,18,70,0,0,4,8,0,0,0,3,5,10,0,0,0,0,3,10,3,10,8,18,0,3,54,143
SAL10940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10941,12,24,0,5,0,0,0,0,9,37,10,49,0,0,0,8,3,20,7,29,21,72,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,4,36,100
SAL10942,282,555,3,18,26,100,4,12,96,379,123,513,8,30,20,68,58,177,84,277,208,787,0,0,0,0,3,8,10,32,15,43,0,4,3,18,28,56,34,76,50,117,4,8,543,1470
SAL10943,28,63,0,0,6,26,3,7,10,41,16,77,0,0,3,15,4,12,10,27,26,101,0,0,0,3,0,0,0,0,0,3,0,4,0,0,0,5,5,9,3,9,0,0,60,180
SAL10944,7,13,0,0,0,0,0,0,7,30,9,36,0,0,0,0,6,13,6,13,14,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,60
SAL10945,4,18,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21
SAL10946,26,53,0,6,0,0,0,0,16,59,13,61,3,13,4,15,7,10,13,38,28,102,0,0,0,4,0,0,0,5,0,6,0,0,0,0,3,11,6,6,9,20,0,0,58,167
SAL10947,8,8,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,12,4,17,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,31
SAL10948,345,664,7,40,32,141,13,67,200,776,255,1021,5,29,19,43,52,161,73,232,328,1257,3,13,3,20,3,32,68,197,83,256,0,4,9,15,46,97,52,121,136,370,16,38,822,2336
SAL10949,3,6,0,0,0,0,0,0,4,17,4,17,0,0,0,0,0,3,0,3,8,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,8,33
SAL10950,125,252,0,7,8,49,10,44,20,76,42,178,3,7,3,9,17,55,25,67,61,253,0,0,0,15,0,11,6,21,20,44,0,0,0,4,12,37,15,41,34,90,4,5,224,591
SAL10951,7,21,0,0,0,9,0,0,0,10,6,17,0,0,0,0,3,4,3,4,7,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,41
SAL10952,9,26,0,0,3,9,0,0,9,37,14,46,0,0,0,0,3,8,3,8,13,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,81
SAL10953,460,923,13,60,46,230,26,120,360,1383,446,1798,33,149,34,125,94,331,169,609,615,2405,0,10,17,55,4,12,55,140,74,213,6,26,11,23,51,120,74,166,144,373,11,18,1228,3728
SAL10954,0,3,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,6,18
SAL10955,9,9,0,0,0,0,0,0,5,9,5,9,0,6,0,0,4,8,7,8,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,8,34
SAL10956,0,5,0,0,0,0,0,0,0,17,0,17,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14
SAL10957,9,23,0,9,0,11,0,0,0,12,4,31,0,6,0,3,0,7,3,9,8,37,0,0,0,7,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,6,0,3,22,74
SAL10958,26,52,0,0,0,0,0,4,7,19,6,21,0,0,0,8,7,26,8,34,16,54,0,0,0,4,0,0,4,15,7,20,0,0,0,4,3,5,3,7,12,29,0,0,55,130
SAL10959,2872,5768,52,323,218,1042,82,390,1239,4921,1588,6677,89,365,135,455,460,1453,679,2270,2272,8945,19,87,106,376,73,276,626,1670,824,2409,56,184,122,263,582,1261,756,1708,1587,4110,112,242,6845,19071
SAL10960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAL10961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL10962,6,13,0,0,0,6,0,0,0,0,0,6,0,0,0,0,3,6,3,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,25
SAL10963,7,18,0,6,0,0,0,3,0,5,4,12,0,0,0,0,0,6,0,6,3,18,0,0,0,0,0,0,3,10,3,10,0,0,0,0,0,0,0,0,4,7,0,3,20,48
SAL10964,142,282,3,28,9,30,5,13,68,274,82,340,4,23,11,37,25,76,44,135,128,474,0,0,3,21,0,0,8,32,16,55,0,0,0,4,15,28,17,33,34,83,4,10,310,856
SAL10965,275,571,16,105,97,432,22,114,513,2044,647,2693,43,192,74,277,129,464,251,924,898,3621,3,27,9,38,7,10,52,156,69,234,4,14,8,20,43,107,58,140,126,373,4,14,1306,4585
SAL10966,151,311,4,23,22,114,7,32,91,369,130,534,10,41,21,86,27,95,69,227,192,756,4,3,0,5,0,3,14,37,12,49,0,0,5,12,9,20,11,28,33,83,0,6,382,1150
SAL10967,7,9,0,0,0,5,0,0,5,31,4,36,0,0,0,3,0,0,0,3,9,34,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,13,52
SAL10968,28,48,0,0,0,0,0,0,3,17,5,20,0,3,4,10,0,7,5,15,8,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,3,9,0,0,38,88
SAL10969,57,116,0,0,4,15,4,4,19,82,21,105,0,7,3,12,5,18,10,41,39,143,0,5,5,11,3,11,17,54,26,77,0,0,0,0,8,29,8,29,34,105,0,3,130,366
SAL10970,938,1875,13,66,98,451,15,73,463,1727,586,2311,66,305,108,404,167,549,352,1258,936,3564,3,11,20,63,3,15,108,260,135,343,9,34,44,101,107,227,162,359,298,703,43,86,2205,6230
SAL10971,350,716,8,51,96,416,12,59,403,1637,518,2163,68,300,73,266,159,523,300,1090,818,3255,0,7,7,29,3,11,38,106,54,156,7,31,22,45,57,124,89,203,140,356,3,12,1316,4344
SAL10972,43,85,0,0,3,26,0,0,31,125,39,157,3,8,3,6,11,28,13,47,51,206,0,0,0,9,0,5,4,14,4,21,0,3,0,0,0,4,0,8,10,28,0,0,112,311
SAL10973,14,27,0,0,4,6,0,3,7,17,5,28,0,4,0,4,0,7,5,8,11,37,0,0,0,0,0,0,3,10,3,10,0,0,0,0,0,3,4,4,4,16,0,0,29,77
SAL10974,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL10975,28,49,0,0,0,0,0,5,14,71,22,75,0,0,0,0,3,8,8,12,22,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,137
SAL10976,26,55,0,0,6,16,6,9,16,70,22,93,0,7,0,0,6,21,11,30,32,115,0,0,0,0,0,0,0,7,0,7,0,0,0,3,0,8,3,11,6,13,0,0,67,193
SAL10977,5,15,0,0,3,10,5,6,0,4,9,23,0,0,0,0,5,3,5,3,9,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,47
SAL10978,23,44,0,0,0,4,0,3,9,31,9,45,0,0,4,9,4,9,6,19,18,65,0,0,0,0,0,0,6,16,6,16,0,3,0,0,0,0,0,7,6,17,0,0,50,126
SAL10979,81,167,0,8,4,25,3,13,30,129,36,166,5,15,0,4,17,48,17,67,56,233,0,0,3,14,5,13,6,18,13,39,3,6,3,5,15,36,21,49,34,89,7,15,178,502
SAL10980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10981,3,5,0,0,0,0,0,0,3,9,3,9,0,0,0,0,0,3,0,3,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,10,21
SAL10982,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL10983,5,15,0,9,0,0,0,0,0,10,3,17,3,14,0,0,0,4,3,13,6,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,51
SAL10984,35,71,0,23,0,6,3,13,22,87,31,130,3,29,3,4,12,29,15,64,41,194,0,0,0,3,0,0,0,0,4,4,0,0,0,0,0,6,0,6,9,12,0,4,89,284
SAL10985,189,372,4,21,28,128,10,47,117,485,162,679,15,81,15,50,49,156,82,292,241,967,0,0,3,5,0,0,20,69,24,77,0,5,6,10,34,80,44,100,73,178,8,9,503,1526
SAL10986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10987,673,1364,26,173,99,476,41,206,484,1921,649,2782,47,221,61,225,241,820,353,1264,1001,4051,14,75,38,151,36,141,214,607,294,975,21,78,29,73,236,544,289,688,581,1664,36,78,2289,7157
SAL10988,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16
SAL10989,9,17,0,0,4,22,0,0,4,15,9,37,0,4,0,4,0,3,0,15,11,50,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,3,4,3,3,12,0,0,25,77
SAL10990,0,9,0,0,0,3,0,5,0,5,3,15,0,0,0,4,0,0,0,4,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21
SAL10991,5,12,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,3,0,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,22
