SAL_CODE_2021,P_85ov_DNPCC,P_85ov_UCC_NS,P_85ov_Total,P_Tot_CF_Own_CCO,P_Tot_CF_Oth_CCO,P_Tot_CF_Own_CC_Oth_CC,P_Tot_CF_Total,P_Tot_DNPCC,P_Tot_UCC_NS,P_Tot_Total
SAL11550,0,0,0,113,6,7,128,254,38,422
SAL11551,279,66,352,1828,253,26,2103,4444,298,6847
SAL11552,75,9,82,583,170,21,770,1818,120,2712
SAL11553,671,158,834,1517,681,71,2270,9124,951,12346
SAL11554,0,0,0,0,4,0,4,24,3,36
SAL11555,3,0,3,12,3,0,17,37,5,63
SAL11556,0,0,4,5,5,0,10,71,4,83
SAL11557,0,0,0,132,44,0,173,385,28,586
SAL11558,0,0,0,0,0,0,0,0,0,0
SAL11559,0,0,0,0,0,0,0,7,0,13
SAL11560,0,0,0,7,0,0,8,8,0,15
SAL11561,0,0,0,13,6,0,30,105,12,144
SAL11562,0,0,0,0,0,0,0,0,0,0
SAL11563,0,0,0,39,5,0,49,115,17,180
SAL11564,80,42,119,181,79,15,270,849,100,1217
SAL11565,0,0,0,0,0,0,0,0,0,0
SAL11566,0,0,0,0,0,0,0,0,0,0
SAL11567,18,0,23,380,99,13,494,1077,59,1622
SAL11568,0,0,0,28,11,0,34,52,4,95
SAL11569,0,0,0,5,0,0,5,19,0,24
SAL11570,0,0,0,8,0,0,6,6,0,11
SAL11571,248,3,256,3269,447,28,3746,7117,245,11107
SAL11572,112,4,114,1860,309,29,2201,5002,248,7452
SAL11573,0,0,0,27,8,0,34,80,25,137
SAL11574,6,0,6,16,5,0,18,100,9,126
SAL11575,3,0,3,22,3,0,27,52,10,89
SAL11576,0,0,0,0,3,0,3,0,0,4
SAL11577,0,0,0,4,3,0,11,27,5,41
SAL11578,16,0,18,43,53,8,97,503,91,690
SAL11579,4,3,4,12,0,0,12,31,5,41
SAL11580,8,0,8,932,112,18,1058,1187,91,2341
SAL11581,0,0,0,6,7,4,14,24,7,45
SAL11582,0,0,0,0,0,0,3,8,0,14
SAL11583,0,0,0,21,7,0,26,31,4,68
SAL11584,5,0,5,22,6,0,30,131,33,198
SAL11585,0,0,0,15,5,0,22,35,3,59
SAL11586,138,11,148,521,151,8,689,1861,88,2634
SAL11587,0,0,0,8,3,0,14,70,7,97
SAL11588,0,0,0,3,0,0,3,25,9,35
SAL11589,14,0,17,112,55,6,165,437,44,644
SAL11590,3,0,6,27,6,0,36,138,77,242
SAL11591,82,4,82,363,118,10,497,1055,31,1583
SAL11592,0,0,0,10,5,0,17,41,16,67
SAL11593,0,0,0,18,8,0,22,27,4,58
SAL11594,0,0,0,5,0,0,5,12,3,21
SAL11595,0,0,0,17,4,0,24,53,0,74
SAL11596,0,0,0,18,0,0,23,53,8,87
SAL11597,3,0,3,33,8,0,38,93,9,139
SAL11598,47,4,55,473,194,31,694,1639,159,2494
SAL11599,0,0,0,0,0,0,0,3,0,3
SAL11600,0,0,0,0,0,0,0,0,0,0
SAL11601,0,0,0,27,9,0,31,85,6,125
SAL11602,0,0,0,5,0,0,4,15,0,21
SAL11603,17,0,24,78,49,8,132,399,44,572
SAL11604,0,0,0,0,0,0,0,11,0,11
SAL11605,221,112,340,1575,256,18,1847,4865,754,7466
SAL11606,4,0,4,33,16,3,51,131,8,181
SAL11607,29,3,25,382,98,11,484,1189,51,1733
SAL11608,0,0,0,36,14,0,47,138,25,205
SAL11609,5,0,3,104,35,5,144,319,66,528
SAL11610,165,9,170,663,265,31,964,2294,138,3394
SAL11611,19,0,19,56,37,3,89,388,35,519
SAL11612,11,3,17,103,57,0,164,349,44,562
SAL11613,0,0,0,0,4,0,4,29,9,41
SAL11614,0,0,0,3,6,0,8,26,6,42
SAL11615,0,0,0,7,3,0,15,45,7,60
SAL11616,3,0,3,13,8,0,24,77,13,117
SAL11617,0,0,3,0,0,0,4,18,12,28
SAL11618,0,0,0,0,0,0,0,0,117,118
SAL11619,0,0,0,13,5,0,14,34,0,52
SAL11620,0,0,0,18,0,0,19,51,3,72
SAL11621,23,82,102,0,25,0,29,612,241,883
SAL11622,9,4,13,92,46,7,147,377,87,603
SAL11623,91,19,109,369,193,25,581,1575,302,2454
SAL11624,0,0,0,11,0,0,12,15,0,25
SAL11625,0,0,0,0,0,0,0,0,0,0
SAL11626,0,0,0,9,7,0,18,47,41,105
SAL11627,0,0,0,5,3,0,10,23,9,38
SAL11628,41,4,42,1088,224,54,1362,2014,127,3507
SAL11629,0,0,0,0,0,0,0,10,0,14
SAL11630,0,0,4,40,18,0,64,92,15,167
SAL11631,0,0,0,15,9,0,27,64,28,122
SAL11632,4,0,4,7,6,0,15,35,7,56
SAL11633,0,0,0,0,0,0,0,9,5,15
SAL11634,0,0,0,4,6,0,12,35,9,57
SAL11635,15,0,18,172,85,12,264,807,61,1140
SAL11636,0,0,0,12,0,0,17,33,17,62
SAL11637,0,0,0,0,0,0,0,3,3,0
SAL11638,3,0,3,10,3,0,12,23,9,43
SAL11639,0,0,0,3,7,0,6,25,6,37
SAL11640,97,0,103,1555,108,11,1672,2690,232,4594
SAL11641,0,0,0,27,10,0,41,92,42,180
SAL11642,234,120,361,2278,347,21,2641,7544,487,10674
SAL11643,8,0,12,64,20,0,86,237,28,352
SAL11644,3,0,5,35,11,0,44,104,8,155
SAL11645,134,21,148,1201,292,14,1506,8213,807,10529
SAL11646,10,0,14,1650,165,16,1831,2372,142,4341
SAL11647,0,0,0,4,0,0,5,41,7,50
SAL11648,0,0,0,0,0,0,0,27,19,45
SAL11649,38,0,38,657,250,19,923,2672,99,3703
SAL11650,0,0,0,9,3,0,12,75,4,95
SAL11651,0,0,0,7,0,0,5,10,5,20
SAL11652,0,0,0,0,0,0,6,3,0,4
SAL11653,183,58,244,721,257,25,1006,3660,555,5214
SAL11654,5,0,5,31,8,0,36,89,3,129
SAL11655,0,0,0,0,0,0,0,0,0,0
SAL11656,3,0,8,85,37,3,126,196,8,328
SAL11657,0,0,0,0,0,0,0,3,0,3
SAL11658,0,0,0,25,9,0,30,82,8,115
SAL11659,0,0,0,15,4,0,22,51,5,72
SAL11660,94,4,98,943,259,11,1218,2841,77,4136
SAL11661,0,0,4,11,10,4,24,111,6,146
SAL11662,57,3,61,549,200,23,776,1741,129,2646
SAL11663,16,0,20,1099,156,13,1269,2505,160,3937
SAL11664,0,0,0,17,10,0,23,57,3,94
SAL11665,0,0,0,67,24,3,98,147,36,278
SAL11666,0,0,0,12,4,0,14,27,6,37
SAL11667,0,0,0,14,15,0,26,68,11,105
SAL11668,120,207,327,2081,285,16,2387,5188,765,8339
SAL11669,125,14,140,840,311,42,1188,2681,134,4001
SAL11670,0,0,0,10,4,0,14,56,20,89
SAL11671,296,24,318,1116,247,10,1367,3978,148,5499
SAL11672,10,0,10,56,18,3,72,251,26,358
SAL11673,5,0,5,13,3,0,24,60,9,88
SAL11674,126,8,142,5522,895,120,6530,12023,507,19062
SAL11675,0,0,0,3,4,0,10,16,0,25
SAL11676,21,0,19,415,105,6,531,1071,31,1634
SAL11677,51,4,59,646,175,14,838,2122,84,3038
SAL11678,3,0,3,48,13,0,57,155,11,219
SAL11679,12,3,18,146,56,7,210,447,112,772
SAL11680,3,0,3,28,21,0,55,153,23,226
SAL11681,0,0,0,3,0,0,3,5,0,4
SAL11682,126,14,139,506,265,30,805,2025,133,2959
SAL11683,0,0,0,4,6,0,10,53,7,77
SAL11684,0,0,0,31,20,0,46,124,20,197
SAL11685,4,0,4,32,11,0,37,121,1104,1266
SAL11686,79,7,82,3390,425,44,3861,8336,323,12515
SAL11687,0,0,0,4,0,0,4,0,0,13
SAL11688,10,0,16,583,120,14,719,1399,95,2210
SAL11689,156,19,176,343,143,16,504,2006,151,2665
SAL11690,0,0,0,0,0,0,0,0,0,0
SAL11691,0,0,0,0,0,0,4,0,0,4
SAL11692,0,0,0,8,6,0,12,23,14,51
SAL11693,0,4,5,546,71,18,639,854,86,1579
SAL11694,0,0,0,32,3,0,36,61,16,113
SAL11695,0,0,5,14,4,0,16,37,6,55
SAL11696,0,0,0,18,6,0,24,24,4,52
SAL11697,17,0,17,380,117,23,517,877,85,1478
SAL11698,4,0,4,22,9,0,30,49,7,83
SAL11699,3,0,3,11,3,0,13,53,8,69
SAL11700,0,0,0,4,7,0,13,16,0,26
SAL11701,0,0,0,6,5,5,11,16,6,38
SAL11702,0,0,0,0,0,0,0,0,0,0
SAL11703,0,0,0,14,3,4,17,47,4,68
SAL11704,0,0,0,4,3,0,12,22,3,34
SAL11705,0,0,0,22,7,0,34,88,13,132
SAL11706,0,0,0,0,0,0,0,0,0,0
SAL11707,4,0,4,10,3,0,13,42,0,61
SAL11708,0,0,0,13,5,0,25,112,40,179
SAL11709,0,0,3,11,3,0,11,53,11,75
SAL11710,10,0,14,1928,328,74,2321,2824,202,5351
SAL11711,5,0,5,59,27,0,86,195,48,329
SAL11712,0,0,0,14,0,0,9,37,5,52
SAL11713,0,0,0,12,7,0,19,46,11,82
SAL11714,0,0,0,23,7,0,33,104,20,153
SAL11715,8,0,11,51,18,0,73,232,36,339
SAL11716,0,0,0,9,0,0,9,22,6,41
SAL11717,426,33,466,2006,750,112,2867,7423,611,10904
SAL11718,3,0,3,42,20,4,70,237,62,366
SAL11719,0,0,0,0,0,0,0,10,0,8
SAL11720,0,0,0,11,0,0,11,20,0,35
SAL11721,0,0,0,17,6,0,22,43,5,73
SAL11722,4,0,4,8,7,0,12,35,0,50
SAL11723,0,0,0,7,0,0,7,10,0,13
SAL11724,171,9,187,1754,285,9,2047,4990,257,7297
SAL11725,0,0,0,0,0,0,0,13,5,16
SAL11726,133,4,140,89,38,0,133,580,66,772
SAL11727,191,35,232,1273,309,42,1620,4927,554,7101
SAL11728,38,4,44,628,120,16,767,3195,364,4327
SAL11729,0,4,4,11,9,0,18,40,10,66
SAL11730,0,0,0,3,0,0,3,9,0,18
SAL11731,657,65,717,3493,1365,167,5017,12932,1635,19580
SAL11732,0,0,0,6,5,0,11,10,0,22
SAL11733,0,0,0,4,4,0,5,23,5,34
SAL11734,0,0,0,3,0,0,3,19,0,23
SAL11735,6,0,6,68,16,3,81,179,3,260
SAL11736,0,0,0,19,3,0,21,51,10,79
SAL11737,7,0,7,28,16,0,46,143,14,209
SAL11738,0,0,0,3,3,0,3,34,9,49
SAL11739,431,84,518,1511,653,94,2251,5813,630,8699
SAL11740,0,0,0,0,0,0,0,10,0,10
SAL11741,0,0,0,8,0,0,8,48,3,60
SAL11742,0,0,0,11,0,0,8,49,24,82
SAL11743,9,0,7,974,88,10,1073,1417,173,2662
SAL11744,0,0,0,0,0,0,0,8,0,8
SAL11745,141,15,155,2185,317,23,2523,10256,1338,14109
SAL11746,352,6,361,219,75,6,296,1500,55,1855
SAL11747,0,0,0,3,8,0,17,56,13,81
SAL11748,0,0,0,37,12,0,55,218,15,287
SAL11749,7,0,7,51,10,0,65,164,3,236
SAL11750,58,3,63,587,131,11,730,1664,57,2450
SAL11751,0,0,0,7,3,0,5,32,9,48
SAL11752,4,0,4,22,23,0,47,105,9,158
SAL11753,0,0,0,0,0,0,0,0,4,3
SAL11754,0,0,0,0,0,0,4,9,0,19
SAL11755,0,0,0,3,0,0,3,6,0,5
SAL11756,0,0,0,10,0,0,11,25,6,39
SAL11757,0,0,0,0,0,0,0,13,3,16
SAL11758,0,0,0,0,0,0,0,0,0,0
SAL11759,0,0,0,17,13,4,33,104,18,151
SAL11760,163,93,257,1086,320,27,1438,3923,341,5700
SAL11761,10,0,8,55,17,3,70,360,19,453
SAL11762,104,9,118,1782,416,26,2223,7622,564,10403
SAL11763,454,37,489,4085,662,60,4810,13527,1692,20028
SAL11764,0,0,0,11,6,0,16,60,4,80
SAL11765,4,0,4,58,17,0,72,163,14,253
SAL11766,5,0,6,34,10,0,43,109,13,168
SAL11767,68,6,75,635,139,6,784,3396,243,4416
SAL11768,0,0,0,0,0,0,0,14,0,14
SAL11769,11,0,11,90,54,18,164,383,51,599
SAL11770,0,0,0,309,68,6,378,632,21,1029
SAL11771,0,0,0,20,7,0,25,47,9,79
SAL11772,0,0,0,3,0,0,3,8,0,20
SAL11773,3,0,3,94,79,6,181,389,14,590
SAL11774,0,0,0,30,7,6,43,65,0,101
SAL11775,30,8,39,128,64,3,197,839,70,1103
SAL11776,136,37,171,984,213,13,1203,3181,179,4571
SAL11777,0,0,0,19,8,0,26,84,31,142
SAL11778,0,0,0,7,0,0,3,20,5,30
SAL11779,3,0,3,53,16,7,71,131,19,219
SAL11780,27,6,28,2335,236,27,2591,3681,266,6544
SAL11781,4,0,4,35,14,0,53,105,9,165
SAL11782,111,16,128,295,163,19,472,1590,156,2227
SAL11783,9,0,9,55,10,0,62,112,9,178
SAL11784,20,3,20,709,137,34,883,1591,105,2572
SAL11785,0,0,0,9,7,0,15,39,0,57
SAL11786,3,0,3,5,6,0,5,65,4,71
SAL11787,372,59,430,4071,663,47,4779,12797,1001,18575
SAL11788,429,114,544,2901,1030,105,4039,10389,1295,15722
SAL11789,0,0,0,11,7,0,21,32,6,61
SAL11790,9,0,13,34,20,4,60,121,39,214
SAL11791,19,3,25,207,58,3,274,754,49,1081
SAL11792,6,0,6,114,44,5,157,364,14,541
SAL11793,0,0,0,10,0,0,13,18,0,32
SAL11794,0,0,0,3,0,0,3,0,3,12
SAL11795,0,0,0,0,8,0,6,44,6,58
SAL11796,289,25,318,3519,518,55,4087,12630,1851,18564
SAL11797,69,8,81,928,125,8,1060,2909,370,4339
SAL11798,12,0,12,52,20,3,80,279,53,417
SAL11799,0,0,0,11,3,0,15,13,11,38
SAL11800,69,4,75,398,160,15,574,1349,189,2116
SAL11801,16,0,16,277,98,10,382,1171,57,1607
SAL11802,0,0,0,22,3,3,31,123,23,180
SAL11803,0,0,0,19,5,0,25,69,6,99
SAL11804,0,0,0,4,0,0,4,15,3,18
SAL11805,3,0,3,4,8,0,10,29,0,41
SAL11806,5,0,7,96,22,4,127,175,27,325
SAL11807,8,0,11,67,19,9,97,282,33,415
SAL11808,0,0,0,9,5,0,4,20,0,26
SAL11809,61,7,76,213,106,15,334,940,144,1415
SAL11810,0,0,0,3,0,0,3,11,0,13
SAL11811,11,0,11,252,66,16,340,606,24,966
SAL11812,6,0,3,61,28,6,87,151,8,254
SAL11813,0,0,0,5,0,0,5,11,4,19
SAL11814,4,0,4,14,0,0,14,138,13,172
SAL11815,3,0,3,20,13,0,35,105,3,140
SAL11816,8,0,8,31,10,0,43,96,5,153
SAL11817,0,0,0,8,0,0,8,6,10,16
SAL11818,269,34,302,1633,591,94,2324,4939,759,8018
SAL11819,13,0,13,182,34,10,216,360,44,620
SAL11820,3,0,3,20,0,0,18,43,11,69
SAL11821,3,0,3,18,5,0,24,38,12,70
SAL11822,0,0,0,6,0,0,6,11,3,19
SAL11823,0,0,0,15,0,0,15,19,0,31
SAL11824,0,0,3,26,17,0,46,87,59,196
SAL11825,0,0,0,0,0,0,0,0,94,94
SAL11826,0,0,0,9,0,0,5,49,3,52
SAL11827,0,0,0,16,0,4,22,35,9,66
SAL11828,3,0,4,17,9,0,21,62,8,93
SAL11829,50,23,73,249,82,15,345,1042,242,1629
SAL11830,0,0,0,6,3,0,11,81,19,105
SAL11831,59,7,68,638,207,14,859,2092,148,3098
SAL11832,54,4,61,442,89,6,537,1994,140,2670
SAL11833,192,16,212,1632,299,12,1944,4480,254,6676
SAL11834,153,4,160,1420,291,24,1736,3692,124,5554
SAL11835,266,25,289,1129,179,4,1315,3948,152,5411
SAL11836,0,0,0,0,0,0,3,5,0,8
SAL11837,62,16,80,368,130,12,514,1610,147,2266
SAL11838,4,0,4,32,10,5,44,132,27,200
SAL11839,6,0,6,94,30,7,135,393,20,551
SAL11840,0,0,0,0,0,0,3,24,4,31
SAL11841,0,0,0,44,7,0,53,86,11,146
SAL11842,8,0,14,109,39,7,149,338,13,504
SAL11843,0,0,0,8,3,0,11,8,3,21
SAL11844,0,0,0,0,0,0,0,8,3,14
SAL11845,126,16,146,561,245,19,822,3045,232,4098
SAL11846,28,0,27,171,64,12,243,548,26,813
SAL11847,7,0,12,145,43,15,211,530,40,778
SAL11848,98,8,109,597,224,18,843,2161,375,3372
SAL11849,4,0,4,159,50,4,212,372,43,630
SAL11850,129,139,271,1683,309,46,2040,4224,510,6779
SAL11851,131,166,293,681,75,4,758,1766,465,2985
SAL11852,0,0,0,8,3,0,17,41,8,61
SAL11853,4,0,5,3,12,0,21,68,20,108
SAL11854,0,0,0,5,9,0,12,63,11,85
SAL11855,0,0,0,0,0,0,0,0,0,0
SAL11856,0,0,0,30,5,0,41,128,14,183
SAL11857,28,4,26,193,72,4,271,661,196,1125
SAL11858,54,3,59,232,94,9,336,1130,126,1601
SAL11859,4,0,0,25,20,0,45,171,9,220
SAL11860,0,0,0,38,8,0,44,71,14,125
SAL11861,3,0,3,32,12,0,50,161,32,242
SAL11862,0,0,0,11,0,0,13,46,4,71
SAL11863,0,0,0,12,0,0,12,18,0,30
SAL11864,0,0,0,8,0,0,9,47,8,61
SAL11865,112,19,136,242,109,24,375,2577,155,3108
SAL11866,63,7,71,2955,498,73,3527,6225,326,10071
SAL11867,73,7,80,778,43,12,835,3097,378,4306
SAL11868,0,0,0,80,36,4,121,254,15,397
SAL11869,0,0,0,16,3,0,15,48,6,65
SAL11870,0,0,0,3,0,0,6,5,3,18
SAL11871,0,0,0,0,0,0,4,27,7,36
SAL11872,5,0,5,42,22,9,71,183,20,281
SAL11873,16,4,16,775,135,26,933,2257,194,3386
SAL11874,0,0,0,0,0,0,0,0,0,0
SAL11875,41,7,47,28,35,0,70,489,62,622
SAL11876,7,0,7,33,19,0,50,261,26,333
SAL11877,0,0,0,3,0,0,3,3,0,8
SAL11878,0,0,0,3,0,0,7,19,3,33
SAL11879,4,0,3,100,10,0,107,239,14,362
SAL11880,83,4,87,112,92,0,207,967,106,1284
SAL11881,70,14,85,270,141,5,417,1252,255,1922
SAL11882,6,0,7,30,19,0,52,220,45,320
SAL11883,0,0,0,0,0,0,0,18,3,22
SAL11884,25,0,25,454,69,3,521,6566,849,7935
SAL11885,0,0,0,0,0,0,0,3,0,3
SAL11886,0,0,0,3,7,0,5,21,3,31
SAL11887,9,0,9,270,65,4,339,637,21,992
SAL11888,53,3,59,995,188,24,1209,2752,117,4077
SAL11889,3,0,3,7,5,0,14,72,0,84
SAL11890,200,124,329,1175,289,20,1482,3235,279,4994
SAL11891,9,0,17,60,37,0,97,400,83,579
SAL11892,0,0,0,10,6,0,13,41,0,49
SAL11893,48,7,52,825,172,15,1013,2859,412,4290
SAL11894,32,4,35,439,82,8,535,1738,206,2486
SAL11895,18,0,18,588,197,19,803,1260,104,2166
SAL11896,0,0,0,0,0,0,0,8,0,8
SAL11897,56,21,80,1505,262,16,1779,3154,169,5106
SAL11898,7,0,7,73,25,3,98,273,6,382
SAL11899,43,7,52,147,71,9,221,713,93,1030
SAL11900,0,0,0,0,5,0,0,15,3,21
SAL11901,0,0,0,21,5,0,24,49,27,98
SAL11902,8,0,8,34,13,3,49,212,24,278
SAL11903,0,0,0,19,5,3,28,51,7,88
SAL11904,3,0,3,40,22,3,69,111,16,190
SAL11905,5,0,5,20,7,0,28,74,16,127
SAL11906,0,0,0,13,3,0,17,85,12,119
SAL11907,0,0,3,81,27,0,108,219,63,390
SAL11908,0,0,0,3,4,0,3,12,0,18
SAL11909,31,3,33,213,45,8,262,436,23,722
SAL11910,0,0,0,6,3,0,7,73,10,101
SAL11911,0,0,0,19,3,0,28,54,5,86
SAL11912,10,0,6,562,131,23,720,1368,63,2146
SAL11913,3,0,3,32,18,0,51,102,3,154
SAL11914,0,0,0,24,5,0,26,92,27,151
SAL11915,0,0,0,0,0,0,0,24,3,30
SAL11916,4,0,4,123,44,11,170,340,8,523
SAL11917,3,0,3,10,4,0,7,21,9,45
SAL11918,46,9,57,967,107,3,1081,3336,281,4696
SAL11919,38,4,44,215,63,3,281,809,171,1259
SAL11920,3,0,3,44,15,0,55,189,14,256
SAL11921,108,12,126,969,465,59,1492,3598,234,5315
SAL11922,77,4,88,1720,332,19,2069,6683,445,9198
SAL11923,7,0,6,84,35,0,118,260,10,392
SAL11924,39,0,35,480,89,11,586,1480,104,2172
SAL11925,3,0,3,15,6,0,19,45,13,77
SAL11926,0,0,0,0,0,0,5,41,6,58
SAL11927,56,3,56,185,72,6,268,982,143,1399
SAL11928,12,0,12,193,56,5,258,532,17,810
SAL11929,0,0,0,5,0,0,5,41,3,49
SAL11930,0,0,0,5,0,0,9,25,4,40
SAL11931,13,0,13,238,113,20,365,756,32,1156
SAL11932,9,0,9,253,27,3,287,616,73,973
SAL11933,12,0,12,1168,113,8,1289,2850,292,4428
SAL11934,0,0,0,0,0,0,0,4,0,9
SAL11935,0,0,0,3,0,0,3,24,10,42
SAL11936,68,4,75,1883,190,11,2081,7285,590,9951
SAL11937,45,3,52,1510,118,10,1634,5306,751,7697
SAL11938,0,0,0,11,10,6,20,71,4,100
SAL11939,0,0,0,7,0,0,4,12,11,29
SAL11940,0,0,0,23,5,0,29,32,12,72
SAL11941,0,0,0,17,7,4,32,77,15,118
SAL11942,10,0,13,665,89,15,769,2019,105,2894
SAL11943,350,77,433,4506,597,41,5148,12584,781,18517
SAL11944,68,3,75,1356,223,15,1599,3318,104,5020
SAL11945,0,0,0,23,8,8,34,87,5,126
SAL11946,0,0,0,62,30,4,93,224,35,349
SAL11947,0,0,0,16,7,0,19,34,3,54
SAL11948,8,0,8,88,14,4,104,299,15,420
SAL11949,107,0,115,1986,453,42,2482,4650,181,7306
SAL11950,42,3,42,241,67,5,311,1071,109,1499
SAL11951,0,0,0,31,9,5,40,114,6,158
SAL11952,0,0,0,3,0,0,5,19,0,22
SAL11953,0,0,0,12,3,0,15,47,7,65
SAL11954,0,0,0,3,5,0,3,20,6,31
SAL11955,0,0,0,3,0,0,3,51,10,68
SAL11956,0,0,0,0,0,0,0,0,0,0
SAL11957,90,6,99,410,155,23,584,1772,139,2501
SAL11958,32,4,32,709,117,18,840,2491,217,3559
SAL11959,0,0,0,14,9,0,28,74,14,110
SAL11960,0,0,0,0,0,0,0,6,0,7
SAL11961,302,239,544,1605,394,13,2011,4711,655,7374
SAL11962,19,0,16,707,207,26,940,1288,67,2297
SAL11963,3,0,3,13,4,0,18,50,3,75
SAL11964,0,0,0,0,0,0,0,0,0,3
SAL11965,3,0,3,29,8,0,39,73,5,117
SAL11966,0,0,0,6,5,0,15,32,9,49
SAL11967,26,0,32,113,48,0,163,457,24,645
SAL11968,11,0,11,6,5,0,17,111,4,132
SAL11969,0,0,0,10,8,5,23,47,22,82
SAL11970,125,10,136,820,107,11,934,3163,152,4244
SAL11971,468,149,618,4490,752,45,5288,20152,1659,27105
SAL11972,51,4,53,447,94,9,550,1530,61,2137
SAL11973,21,0,24,82,48,0,139,543,66,748
SAL11974,4,0,4,7,6,0,12,107,7,134
SAL11975,0,0,0,33,11,7,42,68,8,121
SAL11976,8,0,6,57,30,5,96,273,17,381
SAL11977,0,0,0,0,5,0,0,32,0,33
SAL11978,10,0,10,34,14,0,47,136,7,191
SAL11979,3,0,3,20,8,0,30,99,6,140
SAL11980,7,0,3,13,11,0,20,80,19,122
SAL11981,0,0,0,10,3,0,12,20,0,34
SAL11982,117,9,122,1230,400,14,1648,4349,134,6134
SAL11983,63,11,70,152,81,4,228,1257,112,1602
SAL11984,3,0,3,8,9,0,14,7,0,20
SAL11985,0,0,0,15,4,0,18,56,6,78
SAL11986,0,0,0,0,0,0,0,0,0,0
SAL11987,170,14,189,2632,503,51,3188,8173,782,12148
SAL11988,19,5,26,176,54,0,235,549,75,861
SAL11989,0,0,0,0,0,0,4,15,0,22
SAL11990,314,54,374,1632,670,79,2388,6421,895,9700
SAL11991,0,0,0,0,0,0,4,25,0,30
SAL11992,7,3,9,153,46,6,207,419,24,647
SAL11993,0,0,0,7,0,0,7,12,0,21
SAL11994,0,0,0,5,0,0,5,13,0,16
SAL11995,0,0,0,0,0,0,0,0,0,0
SAL11996,0,0,0,9,4,0,8,48,12,62
SAL11997,0,0,0,0,0,0,0,0,0,3
SAL11998,0,0,0,5,0,0,5,25,18,50
SAL11999,14,5,15,307,91,19,419,1278,62,1759
SAL12000,4,0,6,26,8,0,32,143,39,222
SAL12001,0,0,0,11,11,7,27,60,29,116
SAL12002,5,0,5,29,12,0,44,99,10,145
SAL12003,0,0,0,0,0,0,0,37,0,35
SAL12004,0,0,0,9,5,0,10,42,0,53
SAL12005,0,0,0,0,0,0,0,0,0,0
SAL12006,0,0,0,0,0,0,0,0,0,0
SAL12007,33,8,42,296,140,12,447,1063,83,1599
SAL12008,9,0,9,35,15,0,51,145,15,214
SAL12009,58,45,106,878,210,15,1103,2963,308,4381
SAL12010,113,87,201,1379,191,16,1585,3354,338,5273
SAL12011,9,4,13,47,26,0,75,218,25,310
SAL12012,0,0,0,0,0,0,0,12,0,11
SAL12013,4,0,4,50,15,0,65,149,14,230
SAL12014,0,0,0,7,6,4,14,45,6,66
SAL12015,0,0,0,9,5,0,11,42,10,69
SAL12016,0,0,0,14,8,0,16,27,7,48
SAL12017,5,3,7,15,0,0,17,109,19,155
SAL12018,0,0,0,4,0,0,6,25,8,31
SAL12019,0,0,0,4,0,0,4,29,7,38
SAL12020,0,0,0,16,6,0,27,38,10,68
SAL12021,0,0,0,27,15,0,43,103,18,164
SAL12022,0,0,0,0,0,0,0,0,0,0
SAL12023,20,7,30,109,47,0,153,515,93,759
SAL12024,0,0,0,0,5,0,5,16,0,16
SAL12025,54,0,55,1948,517,87,2551,4760,197,7509
SAL12026,0,0,0,21,10,0,32,74,3,109
SAL12027,0,0,0,23,0,0,25,63,3,97
SAL12028,0,0,0,12,3,0,13,34,4,45
SAL12029,0,0,0,0,0,0,0,9,3,16
SAL12030,0,0,5,97,25,0,123,204,21,343
SAL12031,0,0,0,18,0,3,26,80,0,105
SAL12032,52,58,111,368,112,8,485,1796,380,2662
SAL12033,63,8,69,410,242,14,671,1298,57,2025
SAL12034,0,0,0,0,0,0,0,0,0,0
SAL12035,0,0,0,63,10,0,77,195,27,299
SAL12036,10,4,14,289,91,0,384,958,41,1384
SAL12037,0,0,0,3,0,0,8,25,5,36
SAL12038,0,3,3,0,3,0,3,11,3,10
SAL12039,21,0,24,396,116,22,530,1880,133,2545
SAL12040,0,0,0,0,0,0,0,17,0,20
SAL12041,32,0,37,493,176,32,697,1199,158,2055
SAL12042,0,0,0,3,5,0,8,43,7,64
SAL12043,0,0,0,3,3,0,5,23,3,32
SAL12044,0,0,0,26,9,0,30,65,5,107
SAL12045,4,0,4,3,0,0,0,15,8,21
SAL12046,0,0,0,37,18,0,57,196,40,294
SAL12047,0,0,0,0,0,0,0,0,0,0
SAL12048,0,0,0,0,0,0,3,13,0,14
SAL12049,4,0,0,4,3,0,8,54,8,73
SAL12050,30,0,30,3172,333,67,3567,4433,292,8288
SAL12051,0,0,0,0,0,0,0,10,0,11
SAL12052,8,6,10,40,20,0,68,114,29,204
SAL12053,50,5,54,239,109,9,354,845,51,1254
SAL12054,92,13,101,603,229,24,861,2356,1058,4277
SAL12055,3,0,3,24,3,0,26,34,8,65
SAL12056,61,9,69,524,167,11,707,1296,78,2080
SAL12057,8,0,4,40,6,4,48,102,19,175
SAL12058,4,0,0,41,12,3,60,161,23,240
SAL12059,13,0,13,138,45,5,195,421,39,649
SAL12060,0,0,0,55,13,0,66,144,27,237
SAL12061,3,0,4,17,4,0,23,29,10,66
SAL12062,0,0,0,34,11,4,49,71,23,139
SAL12063,256,19,272,844,324,27,1193,3400,191,4782
SAL12064,0,0,0,0,0,0,0,0,0,0
SAL12065,42,5,40,123,51,4,175,792,113,1079
SAL12066,0,0,0,33,7,0,37,123,15,173
