SSC_CODE_2016,IA_DS_Separate_house,IA_DS_SemD_ro_tr_h_th,IA_DS_Flat_or_Apart,IA_DS_Other_dwelling,IA_DS_Not_stated,IA_Total,I_NA_DS_Separate_house,I_NA_DS_SemD_ro_tr_h_th,I_NA_DS_Flat_or_Apart,I_NA_DS_Other_dwelling,I_NA_DS_Not_stated,I_NA_Total,IC_NS_DS_Separate_house,IC_NS_DS_SemD_ro_tr_h_th,IC_NS_DS_Flat_or_Apart,IC_NS_DS_Other_dwelling,IC_NS_DS_Not_stated,IC_not_stated_Total,Total_DS_Separate_house,Total_DS_SemD_ro_tr_h_th,Total_DS_Flat_or_Apart,Total_DS_Other_dwelling,Total_DS_Not_stated,Total_Total
SSC13668,42,0,0,0,0,42,7,0,0,0,0,7,0,0,0,0,0,0,47,0,0,0,0,47
SSC13669,16,0,0,0,0,16,4,0,0,0,0,4,0,0,0,0,0,0,21,0,0,0,0,21
SSC13670,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SSC13671,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC13672,45,0,0,0,0,45,13,0,0,0,0,13,0,0,0,0,0,0,62,0,0,0,0,62
SSC13673,18,0,0,0,0,18,3,0,0,0,0,3,0,0,0,0,0,0,23,0,0,0,0,23
SSC13674,61,0,0,0,0,59,8,0,0,0,0,8,6,0,0,0,0,6,74,0,0,0,0,77
SSC13675,3389,326,3164,32,26,6937,329,40,370,0,0,737,88,15,253,3,0,360,3797,385,3786,36,32,8030
SSC13676,594,171,223,8,7,1007,77,19,36,3,0,141,15,0,0,0,0,14,685,188,266,11,7,1160
SSC13677,243,0,3,0,0,246,63,0,0,0,0,71,13,0,0,0,0,13,321,0,5,3,3,331
SSC13678,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,9
SSC13679,66,0,0,0,0,66,15,0,0,0,0,15,0,0,0,0,0,7,83,0,0,0,0,81
SSC13680,52,0,0,0,4,60,17,0,0,0,0,17,0,0,0,0,0,3,74,0,0,3,4,86
SSC13681,223,0,0,8,0,235,98,0,0,0,0,101,5,0,0,0,0,5,325,0,0,14,0,334
SSC13682,59,0,0,0,0,61,14,0,0,0,0,14,3,0,0,0,0,3,80,0,0,0,0,83
SSC13683,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16
SSC13684,859,270,15,16,18,1179,42,15,3,5,9,77,24,9,0,0,3,38,933,297,26,23,31,1296
SSC13685,18,0,0,0,0,18,4,0,0,0,0,4,3,0,0,0,0,3,28,0,0,0,0,28
SSC13686,15,0,0,0,0,15,3,0,0,0,0,3,0,0,0,0,0,0,22,0,0,0,0,22
SSC13687,505,422,1616,4,4,2557,52,31,178,0,0,260,8,7,39,0,5,59,565,462,1837,4,7,2879
SSC13688,58,0,0,0,0,58,7,0,0,0,0,7,0,0,0,0,0,0,72,0,0,0,0,72
SSC13689,18,0,0,0,0,18,7,0,0,0,0,7,0,0,0,0,0,0,24,0,0,0,0,24
SSC13690,740,8,14,9,0,764,150,0,6,3,0,161,21,0,0,0,0,21,916,8,18,10,0,947
SSC13691,71,0,0,0,0,71,4,0,0,0,0,4,0,0,0,0,0,0,77,0,0,0,0,77
SSC13692,29,0,0,0,0,29,11,0,0,0,0,11,0,0,0,0,0,0,38,0,0,0,0,38
SSC13693,26,0,0,0,0,26,11,0,0,0,0,11,0,0,0,0,0,0,35,0,0,0,0,35
SSC13694,132,3,3,0,0,138,28,0,0,0,0,27,3,0,0,0,0,3,165,3,6,0,0,168
SSC13695,350,43,18,6,0,420,72,18,0,11,0,98,10,4,0,3,0,20,431,65,13,21,0,531
SSC13696,19,0,0,0,0,19,9,0,0,0,0,9,0,0,0,0,0,0,21,0,0,0,0,21
SSC13697,461,98,40,0,3,599,92,39,20,0,0,160,20,0,3,0,0,28,568,144,66,0,3,781
SSC13698,377,14,15,3,0,405,85,9,14,0,0,103,11,0,4,0,0,15,477,19,26,3,3,530
SSC13699,28,1850,4241,25,37,6178,0,169,620,3,0,794,0,68,124,3,15,215,27,2089,4987,30,52,7194
SSC13700,953,21,28,82,6,1093,340,14,24,44,0,433,48,9,3,7,0,60,1346,47,56,129,9,1589
SSC13701,880,531,2490,4,9,3910,128,82,302,0,3,513,21,12,64,0,0,97,1028,624,2851,4,13,4523
SSC13702,383,5,0,19,0,405,29,3,0,14,3,39,12,0,0,0,0,16,422,5,0,28,0,458
SSC13703,145,0,0,0,0,146,25,0,0,0,0,25,3,0,0,0,0,3,168,0,0,0,0,174
SSC13704,78,0,0,4,0,83,19,0,0,0,0,23,3,0,0,0,0,3,101,0,3,3,0,108
SSC13705,59,0,0,0,0,65,5,0,0,0,0,7,0,0,0,0,0,0,67,3,0,0,0,71
SSC13706,29,0,0,0,0,29,6,0,0,0,0,6,0,0,0,0,0,0,36,0,0,0,0,36
SSC13707,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
SSC13708,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC13709,27,0,0,24,0,58,8,0,0,5,0,15,0,0,0,3,0,3,42,0,0,36,0,79
SSC13710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13711,1104,133,216,13,9,1471,329,61,231,13,0,635,41,6,24,3,0,80,1477,207,474,21,8,2187
SSC13712,167,14,0,0,0,178,20,4,0,0,0,27,0,0,0,0,0,5,185,12,0,0,0,204
SSC13713,14,0,0,0,0,14,4,0,0,0,0,4,0,0,0,0,0,0,19,0,0,0,0,19
SSC13714,130,161,28,11,0,336,28,30,4,0,0,63,4,3,0,3,0,12,168,195,39,15,4,415
SSC13715,3,0,5289,5,12,5311,7,0,425,10,3,441,0,0,244,15,4,265,10,4,5960,34,23,6021
SSC13716,0,0,596,0,0,601,0,0,34,0,0,35,0,0,14,0,0,14,0,0,644,0,0,651
SSC13717,1983,749,360,15,3,3114,225,131,143,3,0,502,34,20,19,0,3,72,2247,895,517,22,6,3688
SSC13718,762,86,95,0,3,947,60,4,7,0,0,79,16,3,6,0,0,22,844,93,108,0,3,1046
SSC13719,14,0,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,3,15,0,0,0,0,15
SSC13720,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SSC13721,12,0,0,0,0,12,5,0,0,0,0,5,0,0,0,0,0,0,23,0,0,0,0,23
SSC13722,387,0,0,0,0,391,23,0,0,0,0,27,7,0,0,0,0,12,417,0,0,0,0,427
SSC13723,108,0,0,4,0,108,64,0,0,0,0,71,8,0,0,0,0,8,176,0,0,3,3,184
SSC13724,167,0,0,0,0,163,24,0,0,0,0,24,3,0,0,0,0,3,188,0,0,0,0,194
SSC13725,75,0,0,0,0,75,8,0,0,0,0,8,3,0,0,0,0,3,90,0,0,0,0,90
SSC13726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13727,1320,49,3,0,3,1378,262,25,0,3,0,286,50,3,0,0,0,53,1628,78,0,3,3,1713
SSC13728,71,0,0,0,0,71,8,0,0,0,0,10,3,0,0,0,0,3,85,0,0,0,0,84
SSC13729,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,13
SSC13730,71,0,0,6,0,76,26,0,0,0,0,26,0,0,0,0,0,0,89,0,0,6,0,97
SSC13731,39,0,0,0,0,39,10,0,0,0,0,10,3,0,0,0,0,3,53,0,0,0,0,53
SSC13732,38,0,0,0,0,38,21,0,0,0,0,21,3,0,0,0,0,3,61,0,0,0,0,61
SSC13733,239,0,0,3,0,244,44,0,0,0,0,42,3,0,0,0,0,3,284,0,0,6,0,286
SSC13734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13735,6,0,0,0,0,12,5,0,0,0,0,5,0,0,0,0,0,0,14,0,0,0,0,19
SSC13736,22,0,0,0,0,26,6,0,0,0,0,6,0,0,0,0,0,0,30,0,0,0,0,32
SSC13737,215,22,12,0,0,248,14,8,3,0,0,19,0,0,0,0,0,0,232,28,10,0,0,272
SSC13738,17,0,0,0,0,17,11,0,0,0,0,11,0,0,0,0,0,0,29,0,0,0,0,29
SSC13739,24,3,0,0,0,32,3,0,0,0,0,7,0,0,0,0,0,0,34,3,0,0,0,37
SSC13740,26,0,0,0,0,26,9,0,0,0,0,9,0,0,0,0,0,0,34,0,0,0,0,34
SSC13741,114,75,348,0,0,534,3,0,15,0,0,24,8,7,8,0,0,20,121,83,376,0,4,579
SSC13742,23,0,0,0,0,24,3,0,0,0,0,3,0,0,0,0,0,0,25,0,0,0,0,31
SSC13743,47,0,0,0,0,45,23,0,0,0,0,23,0,0,0,0,0,3,69,0,0,0,0,74
SSC13744,13,0,0,0,0,13,9,0,0,0,0,9,0,0,0,0,0,0,16,0,0,0,0,16
SSC13745,15,0,0,4,5,16,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,3,5,24
SSC13746,19,10,0,3,3,38,13,4,0,0,3,23,0,0,0,7,0,11,31,22,0,13,6,73
SSC13747,30,0,0,0,0,35,4,0,0,0,0,4,0,0,0,0,0,0,32,0,0,0,0,39
SSC13748,892,36,3,0,5,939,180,37,0,0,0,219,29,0,0,0,0,36,1108,78,5,0,5,1190
SSC13749,52,0,0,0,0,56,11,0,0,0,0,11,0,0,0,0,0,6,66,0,0,0,0,70
SSC13750,17,0,0,0,0,17,4,0,0,0,0,4,0,0,0,0,0,0,25,0,0,0,0,25
SSC13751,9,0,0,0,0,9,4,0,0,0,0,4,3,0,0,0,0,3,13,0,0,0,0,17
SSC13752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13753,43,0,0,0,0,43,6,0,0,0,0,6,0,0,0,0,0,0,46,0,0,0,0,46
SSC13754,11,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,13
SSC13755,187,0,0,0,0,189,10,0,0,0,0,13,7,0,0,0,0,7,204,0,0,0,0,207
SSC13756,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SSC13757,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
SSC13758,102,0,0,4,0,108,23,0,0,0,0,26,3,0,0,0,0,3,134,0,0,4,0,139
SSC13759,116,3,0,0,0,115,38,0,0,3,3,38,3,0,0,0,0,8,156,3,0,3,4,168
SSC13760,45,0,0,0,0,46,12,0,0,0,0,12,3,0,0,0,0,3,56,0,0,0,0,60
SSC13761,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,4
SSC13762,64,3,0,0,0,66,9,0,0,0,0,9,0,0,0,0,0,0,74,3,0,0,0,78
SSC13763,107,0,0,3,8,114,38,0,0,0,0,40,4,0,0,0,0,4,149,0,0,4,8,155
SSC13764,3763,384,307,10,23,4486,1128,319,285,4,14,1751,159,37,38,0,4,238,5046,738,627,24,37,6471
SSC13765,88,0,0,12,5,104,11,0,0,6,0,23,0,0,0,3,3,6,99,0,0,19,10,125
SSC13766,285,90,134,0,3,509,39,16,66,0,0,118,7,6,5,0,0,21,329,110,208,0,3,658
SSC13767,43,0,0,0,0,41,17,0,0,0,0,17,0,0,0,0,0,0,60,0,0,0,0,62
SSC13768,102,0,0,0,0,104,17,0,0,0,0,17,6,0,0,0,0,7,119,0,0,0,0,121
SSC13769,413,157,3,0,0,584,85,83,0,0,0,164,15,15,0,0,0,27,516,251,3,3,0,771
SSC13770,29,0,0,0,0,29,8,0,0,0,0,8,3,0,0,0,0,3,40,0,0,0,0,40
SSC13771,448,22,0,0,0,477,150,13,0,0,0,168,10,0,0,0,0,10,616,40,0,3,0,655
SSC13772,523,6,9,0,0,542,54,3,4,0,0,60,9,0,0,0,0,9,587,11,15,3,0,617
SSC13773,51,0,0,0,0,51,24,0,0,0,0,24,0,0,0,0,0,0,78,0,0,0,0,78
SSC13774,458,48,51,9,0,563,73,15,26,0,0,118,13,8,6,0,0,21,541,66,88,14,0,702
SSC13775,683,3,64,0,0,755,40,0,10,0,0,54,5,0,0,0,0,6,729,3,76,0,0,816
SSC13776,37,0,0,0,0,34,14,0,0,0,0,14,3,0,0,0,0,3,53,0,0,0,0,52
SSC13777,36,0,0,0,0,37,3,0,0,0,0,3,3,0,0,0,0,3,45,0,0,0,0,43
SSC13778,13,0,0,0,0,18,7,0,0,0,0,7,0,0,0,0,0,0,25,0,0,0,0,28
SSC13779,956,47,32,7,4,1043,163,15,8,0,0,189,27,4,3,0,0,30,1138,71,43,7,5,1265
SSC13780,616,23,20,0,0,662,204,30,15,0,0,249,15,3,0,0,0,26,837,61,28,0,0,928
SSC13781,156,0,0,0,7,169,36,0,0,0,0,36,5,0,0,0,0,8,201,0,0,0,6,212
SSC13782,598,543,508,9,4,1655,100,59,204,0,0,360,17,12,36,0,0,63,716,610,745,8,4,2078
SSC13783,66,0,0,0,0,71,25,0,0,0,0,29,0,0,0,0,0,0,91,0,0,0,0,96
SSC13784,1185,14,51,14,3,1268,455,19,56,6,0,539,51,0,3,0,0,53,1692,38,112,19,9,1865
SSC13785,661,290,63,14,0,1025,130,27,9,0,0,167,20,11,3,0,0,34,806,325,73,14,3,1226
SSC13786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13787,776,64,3,11,0,854,186,27,3,0,0,219,21,3,0,0,0,28,982,92,10,13,0,1093
SSC13788,21,0,0,0,0,26,4,0,0,0,0,4,0,0,0,0,0,0,28,0,0,0,0,29
SSC13789,92,0,0,0,3,95,19,0,0,0,0,22,4,0,0,0,0,3,118,0,0,0,5,123
SSC13790,273,72,3,0,0,348,27,10,0,0,0,32,5,3,0,0,0,4,300,80,3,0,0,383
SSC13791,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
SSC13792,1082,21,9,16,4,1143,401,22,19,5,0,450,53,3,0,0,0,57,1537,53,30,23,4,1652
SSC13793,387,35,8,18,0,446,74,20,4,25,0,120,10,0,0,5,0,17,466,53,12,46,0,581
SSC13794,61,0,0,4,0,67,8,0,0,0,0,8,3,0,0,0,0,3,71,0,0,4,0,75
SSC13795,55,0,0,7,11,76,14,0,0,4,9,29,7,0,0,3,0,8,70,0,0,18,22,114
SSC13796,16,0,0,0,0,16,6,0,0,0,0,6,0,0,0,0,0,0,19,0,0,0,0,19
SSC13797,72,0,0,0,0,74,13,0,0,0,0,13,3,0,0,0,0,3,88,0,0,0,0,87
SSC13798,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SSC13799,10,0,0,0,0,10,8,0,0,0,0,8,0,0,0,0,0,0,17,0,0,0,0,17
SSC13800,16,0,0,0,0,16,3,0,0,0,0,3,0,0,0,0,0,0,19,0,0,0,0,20
SSC13801,76,0,0,0,0,77,7,0,0,0,0,7,0,0,0,0,0,0,85,0,0,0,0,86
SSC13802,818,0,0,0,0,825,63,0,0,0,0,64,19,0,0,0,0,19,899,0,0,0,3,904
SSC13803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC13804,756,25,15,12,11,820,36,3,7,8,0,48,9,0,0,0,0,12,801,26,25,22,11,883
SSC13805,2681,281,666,0,19,3652,290,32,87,0,3,418,61,9,14,0,5,86,3039,316,770,0,28,4148
SSC13806,19,0,0,0,0,19,7,0,0,0,0,7,0,0,0,0,0,0,25,0,0,0,0,25
SSC13807,81,0,0,0,0,83,4,0,0,0,0,4,0,0,0,0,0,0,91,0,0,0,0,94
SSC13808,24,0,0,0,0,24,4,0,0,0,0,4,3,0,0,0,0,3,33,0,0,0,0,33
SSC13809,5,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,14,0,0,0,0,14
SSC13810,50,0,0,0,0,51,18,0,0,0,0,18,0,0,0,0,0,0,69,0,0,0,0,72
SSC13811,103,0,0,4,0,104,25,0,0,0,0,30,6,0,0,0,0,6,136,0,0,3,0,143
SSC13812,26,0,0,0,0,26,3,0,0,0,0,3,0,0,0,0,0,0,28,0,0,0,0,28
SSC13813,21,0,0,0,0,21,5,0,0,0,0,5,0,0,0,0,0,0,23,0,0,0,0,23
SSC13814,26,0,0,0,0,26,3,0,0,0,0,3,0,0,0,0,0,0,30,0,0,0,0,30
SSC13815,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SSC13816,111,0,0,3,0,120,18,0,0,0,0,21,0,0,0,0,0,0,130,0,0,8,0,140
SSC13817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13818,346,213,677,11,3,1259,150,127,229,7,7,522,21,18,36,0,0,78,519,365,945,22,12,1861
SSC13819,233,101,94,14,0,438,54,29,28,11,0,116,10,0,3,0,4,23,294,133,126,25,4,580
SSC13820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC13821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13822,15,0,0,0,0,15,3,0,0,0,0,3,0,0,0,0,0,0,23,0,0,0,0,23
SSC13823,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC13824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13825,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
SSC13826,114,197,465,0,5,782,7,17,80,0,0,97,4,3,11,0,0,24,129,214,549,3,5,899
SSC13827,178,130,57,0,0,365,16,18,31,0,0,65,5,3,6,0,0,13,202,149,95,0,0,447
SSC13828,57,0,0,0,0,55,10,0,0,0,0,12,0,0,0,0,0,0,73,0,0,0,0,73
SSC13829,16,0,0,0,0,16,3,0,0,0,0,3,0,0,0,0,0,0,22,0,0,0,0,22
SSC13830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13831,655,12,3,0,3,671,98,4,0,0,0,101,16,0,0,0,0,14,768,17,4,0,3,792
SSC13832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13833,26,0,0,0,0,30,12,0,0,0,0,12,0,0,0,0,0,0,32,0,0,0,0,38
SSC13834,76,0,0,0,0,80,13,0,0,0,0,13,0,0,0,0,0,0,94,0,0,0,0,91
SSC13835,2124,1013,0,0,3,3143,45,26,0,0,0,75,34,17,0,0,3,49,2203,1053,0,0,4,3272
SSC13836,56,0,0,0,0,56,3,0,0,0,0,3,0,0,0,0,0,0,61,0,0,0,0,61
SSC13837,13,0,0,0,0,13,4,0,0,0,0,4,0,0,0,0,0,0,20,0,0,0,0,20
SSC13838,333,0,0,0,4,339,82,4,0,0,0,87,12,0,0,0,0,13,428,3,0,4,3,436
SSC13839,15,0,0,0,0,15,3,0,0,0,0,3,3,0,0,0,0,3,18,0,0,0,0,18
SSC13840,0,15,215,0,0,230,0,0,12,0,0,13,0,0,3,0,0,3,0,16,233,0,0,250
SSC13841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC13842,83,0,0,0,0,88,11,0,0,0,0,11,3,0,0,0,0,3,98,0,0,0,0,96
SSC13843,48,0,0,0,0,48,6,0,0,0,0,6,0,0,0,0,0,0,54,0,0,0,0,54
SSC13844,17,0,0,0,0,17,6,0,0,0,0,6,0,0,0,0,0,0,26,0,0,0,0,26
SSC13845,134,0,0,0,0,134,15,0,0,0,0,14,6,0,0,0,0,6,152,0,0,0,0,153
SSC13846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC13847,973,97,0,13,12,1096,120,54,0,0,0,175,28,7,0,0,0,33,1119,164,3,14,13,1307
SSC13848,1429,207,183,14,11,1834,146,53,28,0,4,235,23,3,5,0,0,39,1596,262,222,12,18,2109
SSC13849,90,0,0,3,0,90,17,0,0,0,0,22,0,0,0,0,0,4,111,0,0,3,3,118
SSC13850,2020,402,42,3,4,2476,111,43,0,0,3,162,47,5,3,0,0,54,2183,456,50,3,9,2693
SSC13851,2288,74,4,0,3,2373,262,25,6,0,0,290,33,0,3,0,0,40,2585,100,15,0,3,2703
SSC13852,118,0,0,0,0,118,12,0,0,0,0,13,0,0,0,0,0,0,132,0,0,0,0,134
SSC13853,32,0,0,0,0,32,3,0,0,0,0,3,3,0,0,0,0,3,45,0,0,0,0,45
SSC13854,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,10
SSC13855,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7
SSC13856,2447,50,0,0,9,2508,198,5,0,0,3,204,44,0,0,0,0,50,2692,55,0,3,12,2761
SSC13857,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC13858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13859,4,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,12
SSC13860,39,0,0,0,0,39,14,0,0,0,0,14,5,0,0,0,0,5,52,0,0,0,0,56
SSC13861,18,0,0,0,0,18,3,0,0,0,0,3,0,0,0,0,0,0,19,0,0,0,0,19
SSC13862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13863,463,36,27,0,4,528,78,4,15,0,0,102,14,0,3,0,0,16,550,41,49,0,7,650
SSC13864,25,0,0,0,0,31,9,0,0,0,0,9,0,0,0,0,0,0,33,0,0,0,0,38
SSC13865,14,0,0,0,0,14,3,0,0,0,0,3,0,0,0,0,0,0,22,0,0,0,0,22
SSC13866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13867,8,0,0,0,0,8,5,0,0,0,0,6,3,0,0,0,0,3,9,0,0,0,0,15
SSC13868,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9
SSC13869,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SSC13870,49,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,49
SSC13871,12,0,0,0,0,12,6,0,0,0,0,6,0,0,0,0,0,0,20,0,0,0,0,20
SSC13872,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,12
SSC13873,19,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,15
SSC13874,165,0,0,8,3,174,95,0,4,0,0,102,10,0,0,0,0,10,267,0,3,8,3,283
SSC13875,578,12,12,3,3,604,62,0,3,0,0,66,12,0,0,0,7,15,653,10,12,3,9,694
SSC13876,331,8,6,0,5,343,54,0,0,0,0,53,7,0,0,0,0,13,389,10,5,3,8,408
SSC13877,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3
SSC13878,215,4,0,0,0,221,28,0,0,0,0,28,9,0,0,0,0,9,251,4,0,0,0,252
SSC13879,111,0,0,0,0,108,26,0,0,0,0,26,7,0,0,0,0,7,141,0,0,0,0,140
SSC13880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC13881,9,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,15
SSC13882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13883,67,0,0,0,0,69,8,0,0,0,0,15,3,0,0,0,0,3,77,0,0,0,3,85
SSC13884,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SSC13885,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC13886,708,10,23,46,0,794,203,17,10,21,0,249,36,0,3,7,0,43,947,23,39,77,0,1089
SSC13887,796,3,119,0,0,919,235,3,82,0,0,327,37,0,18,0,0,57,1070,5,215,0,3,1295
SSC13888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13889,31,0,0,48,4,79,5,0,0,47,0,50,0,0,0,0,0,3,36,0,0,94,0,130
SSC13890,271,14,13,29,0,317,47,0,6,20,0,71,5,0,0,0,0,8,321,15,14,48,0,397
SSC13891,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
SSC13892,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,9
SSC13893,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
SSC13894,313,0,0,3,0,314,39,0,0,0,0,39,11,0,0,0,0,11,353,0,0,3,0,361
SSC13895,32,0,0,0,0,32,0,0,0,0,0,3,0,0,0,0,0,0,38,0,0,0,0,39
SSC13896,73,0,0,0,0,73,32,0,0,0,0,28,3,0,0,0,0,3,105,0,0,0,0,106
SSC13897,16,0,0,0,0,18,3,0,0,0,0,3,0,0,0,0,0,0,19,0,0,0,0,23
SSC13898,11,0,0,0,0,11,6,0,0,0,0,10,0,0,0,0,0,0,16,0,0,0,0,18
SSC13899,24,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23
SSC13900,24,0,0,0,0,24,5,0,0,0,0,5,0,0,0,0,0,0,29,0,0,0,0,29
SSC13901,14,0,0,0,0,14,7,0,0,0,0,7,0,0,0,0,0,0,25,0,0,0,0,25
SSC13902,56,0,3,3,0,66,20,0,4,0,0,25,3,0,0,3,0,3,81,0,4,6,0,95
SSC13903,23,0,0,0,0,24,3,0,0,0,0,3,0,0,0,0,0,0,32,0,0,0,0,36
SSC13904,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,11
SSC13905,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SSC13906,29,0,0,0,0,27,5,0,0,0,0,5,3,0,0,0,0,3,37,0,0,3,0,39
SSC13907,2553,936,377,5,26,3898,347,128,34,0,4,515,79,35,7,0,3,128,2983,1104,424,5,36,4542
SSC13908,20,0,0,0,0,20,3,0,0,0,0,3,0,0,0,0,0,0,28,0,0,0,0,28
SSC13909,10,0,0,0,0,12,0,0,0,0,0,5,0,0,0,0,0,0,14,0,0,0,0,19
SSC13910,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC13911,58,0,0,0,0,58,32,0,0,0,0,32,4,0,0,0,0,4,91,0,0,0,0,91
SSC13912,1371,283,160,12,8,1838,275,169,92,6,0,546,39,24,13,0,3,81,1689,482,267,20,9,2466
SSC13913,10,0,0,0,0,10,5,0,0,0,0,5,0,0,0,0,0,0,23,0,0,0,0,22
SSC13914,46,0,0,0,0,46,12,0,0,0,0,12,4,0,0,0,0,4,60,0,0,0,0,60
SSC13915,21,0,0,0,0,21,3,0,0,0,0,3,0,0,0,0,0,0,18,0,0,0,0,18
SSC13916,87,64,14,16,3,181,15,16,12,13,6,55,8,3,0,0,0,13,111,78,28,30,8,248
SSC13917,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16
