UCL_CODE_2021,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Com_Hp_DS_Sp_ho,R_Com_Hp_DS_SD_ro_t_h_t,R_Com_Hp_DS_Flt_apt,R_Com_Hp_DS_Ot_dwel,R_Com_Hp_DS_NS,R_Com_Hp_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
UCL121074,114,0,0,0,0,114,91,0,0,0,0,91,25,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,35,0,0,0,0,38,6,0,0,0,0,6,0,0,0,0,0,0,252,0,0,0,0,248
UCL121075,71,16,0,0,0,88,58,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,65,20,0,0,0,88,5,0,0,0,0,6,207,37,0,0,0,245
UCL121076,107,0,0,0,0,107,184,0,0,0,0,188,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,30,0,0,0,0,31,4,0,0,0,0,4,3,0,0,0,0,3,334,0,0,0,0,334
UCL121077,98,0,0,0,0,102,101,0,0,0,0,99,27,3,0,0,0,29,0,0,0,0,0,5,0,0,4,0,0,4,15,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,47,4,9,0,0,58,0,0,0,0,0,0,5,0,0,0,0,3,242,11,9,3,0,263
UCL121078,64,0,0,0,0,67,129,5,0,0,0,129,15,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,227,5,0,0,0,234
UCL121079,96,0,0,0,0,96,75,0,0,0,0,75,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,4,0,0,0,0,4,190,0,0,0,0,190
UCL121080,115,10,0,17,0,140,124,15,0,0,0,143,61,21,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,75,21,3,4,0,98,0,0,0,0,0,0,5,0,0,0,0,3,320,39,4,26,0,386
UCL121081,74,0,0,0,0,74,74,0,0,0,0,77,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,176
UCL121082,171,13,0,0,0,193,126,9,0,0,0,135,19,22,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,27,9,0,0,0,41,3,0,0,0,0,5,0,0,0,0,0,0,50,32,0,0,0,90,7,4,0,0,0,11,5,0,0,0,0,5,368,62,0,0,0,433
UCL121083,191,3,0,0,0,192,141,0,0,3,0,140,49,0,0,0,0,49,3,0,0,0,0,3,0,0,0,0,0,0,17,0,0,0,0,16,5,0,0,0,0,5,0,0,0,0,0,0,78,0,0,0,0,76,8,0,0,0,0,8,4,0,0,0,0,4,419,3,0,3,0,422
UCL121084,77,0,0,0,0,84,134,0,0,0,0,134,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,29,4,0,0,0,0,4,0,0,0,0,0,0,245,0,0,0,0,248
UCL121085,138,37,0,0,0,173,162,10,0,0,0,175,28,7,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,7,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,335,48,0,0,0,386
UCL121086,155,0,0,5,0,158,105,0,0,3,0,111,43,0,0,0,0,43,3,4,0,0,0,3,0,0,0,0,0,6,22,0,0,3,0,25,7,0,0,0,0,6,0,0,0,0,0,0,76,8,0,4,0,87,6,0,0,0,0,6,11,0,0,0,0,11,349,4,0,13,4,374
UCL121087,100,0,0,0,0,102,96,0,0,0,0,94,29,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,242,4,0,0,0,243
UCL121088,56,0,0,0,0,56,131,0,0,0,0,130,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,30,3,0,0,0,0,3,0,0,0,0,0,5,219,0,5,0,0,224
UCL121089,136,0,0,0,0,142,135,0,0,0,0,141,35,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,56,3,0,0,0,0,3,6,0,0,0,0,6,331,5,3,0,0,341
UCL121090,109,0,0,0,0,109,127,0,0,0,0,128,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,6,0,0,0,0,9,4,0,0,0,0,4,255,0,3,0,0,262
UCL121091,119,0,0,0,0,119,95,0,0,0,0,95,9,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,7,0,0,0,0,7,239,0,0,0,0,240
UCL121092,84,0,0,12,0,87,235,3,0,0,0,237,26,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,11,0,0,0,5,0,8,0,0,0,0,0,0,35,0,0,8,0,46,3,0,0,0,0,4,11,0,0,0,0,12,366,4,0,19,0,391
UCL121093,107,0,0,0,0,107,206,0,0,0,0,209,40,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,26,0,0,0,0,0,6,0,0,0,0,0,0,66,0,0,0,0,68,4,0,0,0,0,4,3,0,0,0,0,3,385,0,0,0,4,387
UCL121094,131,0,6,4,0,140,54,0,0,0,0,54,18,0,0,0,0,18,14,0,0,0,0,14,12,0,0,0,0,12,31,0,0,0,0,38,5,0,0,0,0,9,7,0,0,0,0,5,87,8,4,0,0,101,12,0,0,0,0,12,8,0,0,0,0,9,292,4,7,8,0,318
UCL121095,111,0,0,0,0,111,103,0,0,0,0,104,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,6,0,0,0,0,6,3,0,0,0,0,3,227,0,0,0,0,235
UCL121096,172,3,9,0,0,184,89,0,0,0,0,87,17,8,4,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,0,19,4,0,0,0,0,4,0,0,0,0,0,0,38,9,7,0,0,47,0,0,0,0,0,0,5,0,0,0,0,4,297,17,13,0,0,333
UCL121097,113,0,0,8,0,119,104,0,0,0,0,107,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,13,0,0,0,3,0,0,0,0,0,0,0,0,26,3,0,0,5,26,0,0,0,0,0,0,0,0,0,0,0,0,242,5,0,7,0,260
UCL121098,181,0,0,0,0,179,114,0,0,0,0,114,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,323,0,0,0,0,321
UCL121099,131,0,0,0,0,132,67,0,0,0,0,67,40,6,0,0,0,44,7,0,0,0,0,7,0,3,0,0,0,3,10,0,0,0,0,10,4,0,0,0,0,4,0,0,0,0,0,0,55,12,0,0,0,66,5,0,0,0,0,5,4,0,0,0,0,5,268,7,0,0,0,283
UCL121100,199,0,0,0,0,201,136,0,0,0,0,139,37,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,52,4,0,0,0,0,4,6,0,0,0,0,6,391,0,3,0,0,392
UCL121101,152,0,0,0,0,153,163,0,0,0,0,163,14,6,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,34,9,0,0,0,45,6,0,0,0,0,6,9,0,0,0,0,9,367,9,0,0,0,376
UCL121102,210,6,6,3,0,229,90,0,0,0,0,91,28,6,5,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,22,3,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,48,6,11,0,0,74,3,0,0,0,0,4,6,0,0,0,0,11,358,16,20,5,0,406
UCL121103,169,0,0,0,0,169,132,0,0,0,0,135,35,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23,4,0,0,0,0,4,0,0,0,0,0,0,56,0,0,0,0,56,0,0,0,0,0,0,15,0,0,0,0,15,372,0,0,0,0,373
UCL121104,106,5,0,3,0,118,106,0,0,0,0,106,21,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,18,8,0,0,0,0,8,0,0,0,0,0,0,43,0,0,4,0,43,3,0,0,0,0,3,7,0,0,0,0,7,270,3,0,3,0,277
UCL121105,152,0,0,0,0,158,49,0,0,0,0,48,57,0,9,0,0,65,3,0,0,0,0,3,0,0,0,0,0,0,19,0,0,0,0,17,0,0,0,3,0,6,0,0,0,0,0,0,80,0,11,0,0,96,0,0,0,0,0,0,10,0,0,0,0,8,287,0,21,0,0,314
UCL121106,254,0,0,0,0,254,126,0,0,0,0,126,20,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,37,4,0,0,0,0,4,5,0,0,0,0,5,409,0,0,0,0,414
UCL121107,143,0,0,0,0,141,143,0,0,0,0,143,20,0,0,0,0,20,0,0,0,0,0,3,0,0,5,0,0,5,26,0,0,0,0,30,3,0,0,0,0,3,0,0,0,0,0,0,53,0,5,0,0,56,7,0,0,0,0,7,9,0,0,0,0,9,344,0,5,0,3,355
UCL121108,125,0,0,0,0,130,126,0,0,0,0,130,28,3,4,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,43,3,8,0,0,50,0,0,0,0,0,0,3,0,0,0,0,3,296,4,8,0,3,317
UCL121109,96,0,0,0,0,96,55,0,0,0,0,55,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,168
UCL121110,154,8,0,0,0,159,116,5,0,0,0,117,49,14,0,3,0,66,3,0,0,0,0,3,4,0,0,0,0,8,27,0,0,0,0,31,3,0,0,0,0,3,0,0,0,0,0,0,88,16,0,3,0,107,8,0,0,0,0,8,7,0,0,0,0,6,370,27,0,3,0,401
UCL121111,134,0,0,0,0,134,59,0,0,0,0,55,23,0,8,0,0,30,8,0,4,0,0,13,4,0,10,0,0,15,24,0,3,0,0,30,8,0,4,0,0,14,0,0,0,0,0,0,74,0,26,0,0,101,4,0,0,0,0,4,4,0,0,0,0,4,274,0,26,3,0,301
UCL121112,91,0,0,0,0,91,147,0,0,0,0,147,21,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,32,0,0,0,0,0,0,3,0,0,0,0,3,280,0,0,0,0,280
UCL121113,86,0,0,0,0,90,77,0,0,0,0,77,10,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,16,4,0,0,0,0,4,0,0,0,0,0,0,26,0,0,0,0,31,0,0,0,0,0,3,10,0,0,0,0,10,197,0,0,4,0,208
UCL121114,135,12,0,0,0,139,91,3,0,0,0,99,32,15,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,35,25,0,0,0,54,0,0,0,0,0,0,3,0,0,0,0,3,270,35,0,0,0,304
UCL121115,176,0,0,36,3,212,49,0,0,0,0,51,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,3,0,15,4,0,0,3,0,6,0,0,0,0,0,0,35,0,0,3,0,40,3,0,0,0,3,7,4,0,0,0,0,4,265,0,0,40,4,311
UCL121116,109,0,0,0,0,110,164,0,0,0,0,171,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,7,0,0,0,0,7,293,0,0,0,0,292
UCL121117,64,0,0,0,0,67,88,3,0,0,0,84,33,6,4,3,0,51,0,0,0,0,0,0,3,0,0,0,0,3,21,0,3,0,0,20,6,0,0,0,0,5,0,0,0,0,0,0,58,10,9,5,0,80,4,0,0,0,0,4,5,0,0,0,0,5,218,18,7,5,0,246
UCL121118,60,0,4,0,0,66,77,0,0,0,0,72,22,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,21,0,4,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,160,0,6,0,0,168
UCL121119,146,0,0,0,0,146,136,0,0,0,0,136,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,0,0,0,0,0,0,3,0,0,0,0,3,308,0,0,0,0,308
UCL121120,28,0,0,0,4,38,9,0,0,0,0,9,0,0,0,0,0,4,22,8,3,0,0,37,26,0,0,0,0,26,5,0,0,0,5,10,9,4,0,0,0,14,0,0,0,0,0,0,63,11,3,0,3,82,9,0,0,0,0,12,9,0,0,0,0,10,115,12,3,0,14,142
UCL121121,70,0,0,0,0,70,82,0,0,0,0,84,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23,6,0,0,0,0,6,5,0,0,0,0,5,183,0,0,0,0,186
UCL121122,62,0,0,0,0,62,114,0,0,0,0,117,8,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,29,0,0,0,0,0,0,3,0,0,0,0,3,207,0,0,0,0,206
UCL121123,68,3,0,0,0,68,93,0,0,0,0,93,25,9,0,0,0,31,0,0,0,0,0,0,0,3,0,0,0,7,17,4,0,0,4,20,6,0,0,0,0,6,0,0,0,0,0,0,48,9,0,0,4,58,0,0,0,0,0,6,4,0,0,0,0,12,217,20,0,0,3,237
UCL121124,102,4,0,50,0,154,37,0,0,5,0,37,22,0,0,0,0,22,0,0,0,0,0,0,0,3,0,0,0,3,18,0,0,0,0,15,3,0,0,3,0,3,0,0,0,0,0,0,36,9,0,4,0,49,0,0,0,0,0,0,3,0,0,0,0,4,176,10,0,56,0,242
UCL121125,176,0,0,36,3,215,97,0,0,0,0,103,23,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,18,0,18,0,0,0,0,0,0,31,0,0,17,0,47,4,0,0,0,0,4,8,0,0,0,0,12,318,0,0,55,7,378
UCL121126,91,0,0,0,0,92,96,0,0,0,0,95,6,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,0,0,18,3,0,0,0,0,3,4,0,0,0,0,4,203,0,4,0,0,211
UCL121127,60,0,0,0,0,61,131,0,0,0,0,128,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,23,0,0,0,0,23,0,0,0,0,0,0,4,0,0,0,0,4,214,0,6,0,0,218
UCL121128,106,0,0,0,0,106,185,0,0,0,0,185,24,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,332,0,0,0,0,332
UCL122001,23,0,0,0,0,23,48,0,0,0,0,48,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,81
UCL122002,51,0,0,0,0,53,19,0,0,0,0,19,10,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,5,0,0,0,0,5,0,0,0,0,0,0,21,0,0,0,0,19,0,0,0,0,0,0,5,0,0,0,0,5,93,0,0,0,0,97
UCL122003,41,0,0,0,0,41,66,0,0,0,0,66,21,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,29,3,0,0,0,0,3,0,0,0,0,0,0,142,0,0,0,0,144
UCL122004,42,7,0,0,0,47,19,9,0,0,0,27,6,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,68,13,3,0,0,81
UCL122005,97,0,0,0,4,106,18,0,0,0,0,18,4,5,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,12,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,25,4,0,0,0,26,9,0,0,0,0,9,10,0,0,0,0,10,154,4,0,0,4,161
UCL122006,70,0,0,0,0,70,20,0,0,0,0,19,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,19,3,0,0,0,22,3,0,0,0,0,3,8,0,0,0,0,8,113,3,0,0,0,121
UCL122007,101,0,0,0,0,102,43,0,0,0,0,43,8,0,0,0,0,10,4,0,0,0,0,4,0,0,0,0,0,4,15,0,0,0,0,15,10,0,0,0,0,10,0,0,0,0,0,0,44,0,0,0,0,46,4,0,0,0,0,5,3,0,0,0,0,6,192,0,0,3,0,207
UCL122008,33,0,0,0,0,33,40,0,0,0,0,38,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,5,0,0,0,0,5,3,0,0,0,0,3,93,0,0,0,0,91
UCL122009,44,0,0,0,0,44,56,0,0,0,0,56,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,122
UCL122010,44,0,0,0,0,44,60,0,0,0,0,60,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,118
UCL122011,33,0,0,0,0,33,64,4,0,0,0,66,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,107,4,0,0,0,114
UCL122012,64,0,0,0,0,64,31,0,0,0,0,35,4,0,0,0,0,4,0,0,0,0,0,4,4,0,0,0,0,5,5,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,25,3,0,0,0,0,3,4,0,0,0,0,4,119,3,0,0,0,129
UCL122013,49,0,0,0,0,48,21,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,3,84,0,0,3,0,90
UCL122014,51,0,0,0,0,51,57,0,0,0,0,56,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,21,4,0,0,0,0,4,9,0,0,0,0,9,130,3,0,0,0,134
UCL122015,55,0,0,0,0,55,34,0,0,0,0,34,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,3,101,0,0,0,0,105
UCL122016,33,0,0,0,0,33,34,0,0,0,0,39,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,3,88,0,0,0,0,86
UCL122017,57,0,0,0,0,57,50,3,0,0,0,50,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,4,118,3,0,0,0,126
UCL122018,87,6,0,0,0,95,38,0,0,0,0,38,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,30,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,34,4,0,0,0,0,4,9,0,0,0,0,8,177,4,0,0,0,180
UCL122019,49,0,0,0,0,49,38,0,0,0,0,38,3,0,0,0,0,3,10,0,0,0,0,10,4,0,0,0,0,4,3,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,4,0,29,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,4,0,114
UCL122020,73,0,0,5,0,81,24,0,0,0,0,24,14,0,0,0,0,14,6,0,0,0,0,6,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,37,3,0,0,0,0,3,4,0,0,0,0,4,137,0,0,4,0,146
UCL122021,37,0,0,0,0,37,24,0,0,0,0,24,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,71,0,0,0,0,71
UCL122022,57,0,0,30,6,94,52,0,0,0,0,56,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,4,0,22,4,0,0,0,0,3,0,0,0,0,0,0,129,0,0,33,10,169
UCL122023,82,0,0,0,0,82,41,0,0,0,0,41,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,132
UCL122024,36,0,0,0,0,35,56,0,0,0,0,56,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,104
UCL122025,35,0,0,0,0,35,48,0,0,0,0,48,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,93,0,0,0,0,93
UCL122026,24,0,0,3,0,30,46,0,0,0,0,46,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,83,0,0,3,0,84
UCL122027,37,0,0,16,0,58,15,0,0,0,0,18,9,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,10,0,0,0,7,0,7,0,0,0,0,0,0,15,0,6,7,0,24,4,0,0,0,0,0,3,0,0,0,0,5,76,0,9,23,0,107
UCL122028,80,0,0,0,0,78,37,0,0,0,0,37,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,4,0,0,0,0,4,7,0,0,0,0,7,142,0,0,0,0,144
UCL122029,58,0,0,0,0,58,19,0,0,0,0,19,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100
