UCL_CODE_2021,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1or2_st_bl_NofB_0_ib,Flt_at_In_1or2_s_b_NofB_1,Flt_at_In_1or2_s_b_NofB_2,Flt_at_In_1or2_s_b_NofB_3,Flt_at_In_1or2_s_b_NofB_4,Flt_at_In_1or2_s_b_NofB_5,Flt_at_In_1or2_s_b_NoB_6_m,Flt_at_In_1or2_s_b_NoB_NS,Flt_at_In_1or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4to8_s_b_NofB_0_ib,Flt_apt_4to8_s_b_NofB_1,Flt_apt_4to8_s_b_NofB_2,Flt_apt_4to8_s_b_NofB_3,Flt_apt_4to8_s_b_NofB_4,Flt_apt_4to8_s_b_NofB_5,Flt_apt_4to8_s_b_NofB_6_m,Flt_apt_4to8_s_b_NofB_NS,Flt_apt_4to8_s_b_Total,Flt_apt_9_or_m_s_b_NofB_0_ib,Flt_apt_9_or_m_s_b_NofB_1,Flt_apt_9_or_m_s_b_NofB_2,Flt_apt_9_or_m_s_b_NofB_3,Flt_apt_9_or_m_s_b_NofB_4,Flt_apt_9_or_m_s_b_NofB_5,Flt_apt_9_or_m_s_b_NofB_6_m,Flt_apt_9_or_m_s_b_NofB_NS,Flt_apt_9_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
UCL115048,5,29,233,627,362,80,21,22,1381,0,0,64,25,3,0,0,0,94,0,0,17,4,4,0,0,0,21,0,0,75,33,3,0,0,0,115,0,0,4,3,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,10,3,0,0,0,4,18,0,0,3,5,4,0,0,0,12,0,0,0,0,0,0,0,0,0,7,40,321,669,370,80,21,29,1527
UCL115049,0,8,70,231,88,17,7,13,429,0,7,3,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,8,3,6,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,76,236,89,17,7,15,448
UCL115050,0,0,10,139,379,61,5,4,600,0,0,4,19,6,0,0,0,32,0,0,0,9,0,0,0,0,9,0,0,4,27,12,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,166,386,59,5,9,643
UCL115051,0,6,127,390,176,39,7,16,766,0,0,6,0,0,0,0,0,4,0,0,0,4,0,0,0,0,6,0,0,6,5,0,0,0,0,10,0,10,32,19,0,0,0,5,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,32,19,0,0,0,5,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,161,409,178,42,7,23,843
UCL115052,0,4,45,242,181,35,3,8,521,0,0,52,6,9,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,52,6,9,0,0,0,71,0,3,18,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,0,0,0,0,0,25,0,3,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,3,0,8,117,256,187,33,7,13,623
UCL115053,0,16,84,252,84,4,5,8,446,0,5,3,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,16,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,14,94,258,84,9,5,6,482
UCL115054,0,3,13,83,158,43,23,0,324,0,0,3,7,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,89,162,43,23,0,339
UCL115055,4,20,158,446,199,19,7,6,858,0,11,28,7,9,0,0,0,46,0,0,0,0,0,0,0,0,0,0,11,28,7,9,0,0,0,46,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,5,0,0,3,0,0,0,0,0,6,4,29,191,455,205,18,7,6,922
UCL115056,0,21,121,558,262,43,10,22,1034,5,19,60,29,0,0,0,6,119,0,0,34,12,0,0,0,0,44,5,23,86,46,0,0,0,6,169,0,4,37,0,0,0,0,0,40,0,3,4,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,40,3,0,0,0,0,49,3,8,23,4,0,0,0,0,38,0,0,7,0,0,0,0,0,8,7,52,275,609,268,44,14,30,1297
UCL115057,5,4,84,305,221,42,9,16,686,5,23,108,101,6,0,0,6,250,0,14,74,71,10,8,0,0,175,5,36,186,173,15,4,0,6,428,0,15,45,14,0,0,0,9,81,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,23,48,12,0,0,0,9,90,3,11,20,14,0,0,0,3,50,0,0,0,0,0,0,0,0,4,18,68,339,501,243,46,9,24,1251
UCL115058,0,0,17,176,134,26,10,3,362,0,4,157,67,5,0,0,0,236,0,3,8,64,14,0,0,0,91,0,9,170,132,19,0,0,0,320,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,7,0,3,0,3,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,13,189,309,151,32,10,8,703
UCL115059,0,13,91,364,163,17,0,19,671,0,0,61,3,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,61,3,0,0,0,0,69,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,4,0,0,0,4,0,0,5,3,0,0,0,3,12,0,17,166,372,165,17,0,16,754
UCL115060,0,5,23,334,265,25,4,12,666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,50,11,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,50,11,0,0,0,0,66,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,14,78,348,270,25,5,9,745
UCL115061,0,3,93,204,76,15,3,11,402,0,0,9,7,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,13,0,0,3,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,107,213,76,15,3,11,427
UCL115062,0,8,30,201,164,42,13,3,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,30,201,164,42,13,3,453
UCL115063,0,3,8,141,182,26,0,0,360,0,0,0,0,0,0,0,0,0,0,0,4,18,0,0,0,0,22,0,0,4,18,0,0,0,0,22,0,0,3,18,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,18,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,182,181,26,0,0,415
UCL115064,0,3,64,488,574,123,23,12,1292,0,31,60,33,11,0,0,3,130,0,4,33,64,10,0,0,0,116,0,37,94,98,21,0,0,5,250,0,10,26,0,3,0,0,0,43,0,4,24,8,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,51,8,3,0,0,0,81,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,4,0,63,212,596,600,123,23,19,1635
UCL115065,0,17,144,407,217,31,0,25,852,0,4,28,4,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,4,28,4,0,0,0,0,35,0,19,28,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,28,0,0,0,0,0,47,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,4,41,203,414,217,31,0,35,947
UCL115066,0,8,33,420,259,62,28,9,825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,34,421,259,62,28,9,827
UCL115067,0,12,114,542,261,27,7,18,972,5,20,35,7,0,0,0,5,74,0,0,0,0,0,0,0,0,0,5,20,35,7,0,0,0,5,75,0,4,23,4,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23,4,0,0,0,0,29,0,4,7,0,0,0,0,0,17,0,3,0,0,0,0,0,0,3,4,50,182,551,264,29,3,19,1103
UCL115068,0,19,92,230,113,22,6,3,494,0,7,12,9,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,7,12,9,0,0,0,0,23,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,5,0,8,15,3,0,0,0,0,28,0,6,0,0,0,0,0,0,11,0,44,116,241,115,28,6,10,557
UCL115069,3,27,172,374,207,29,0,16,827,0,0,11,13,7,0,0,6,33,0,0,0,0,0,0,0,0,0,0,0,11,13,11,0,0,6,35,0,15,22,10,0,0,0,3,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,22,10,0,0,0,3,46,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,43,202,392,216,33,0,17,912
UCL115070,0,11,91,422,453,64,9,11,1076,0,0,11,19,7,0,0,0,41,0,0,0,0,0,0,0,0,3,0,0,15,19,3,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,9,0,16,108,439,461,66,9,11,1124
UCL115071,0,7,108,345,216,37,3,16,742,0,0,7,7,5,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,7,7,5,0,0,0,21,0,10,16,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,0,0,0,0,0,22,0,4,4,3,0,0,0,0,12,0,0,0,0,0,0,0,0,3,3,21,136,360,225,41,3,15,800
UCL115072,5,6,18,178,379,55,11,6,655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,6,18,176,384,55,11,6,662
UCL115073,3,10,71,338,200,27,3,8,667,0,0,4,0,0,0,0,0,4,0,0,3,0,0,0,0,0,3,0,0,9,0,0,0,0,0,6,4,3,49,9,3,0,4,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,49,9,3,0,4,0,69,0,0,0,4,3,0,0,0,10,0,0,0,0,0,0,0,0,4,4,17,129,352,207,28,5,12,758
UCL115074,6,9,98,331,202,24,5,16,696,0,4,7,6,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,4,7,6,0,0,0,0,18,0,0,10,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,16,0,0,0,0,0,0,0,20,21,0,0,0,0,0,0,0,0,0,9,14,119,342,202,24,5,32,746
UCL115075,0,7,162,112,140,26,0,5,443,0,0,3,19,0,0,0,0,27,0,0,3,5,0,0,0,0,6,0,0,10,29,4,0,0,0,31,0,10,7,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,4,0,0,0,0,18,0,0,6,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,14,183,143,143,26,0,5,510
UCL115076,5,16,117,364,159,18,3,29,708,0,0,14,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,19,0,0,8,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,13,4,4,3,5,0,0,0,4,20,0,0,0,0,0,0,0,0,0,10,20,139,382,156,18,7,35,764
UCL115077,0,15,129,597,488,25,3,15,1273,0,0,29,22,0,0,0,0,51,0,0,10,52,12,0,0,0,73,0,0,38,71,12,0,0,0,120,0,17,25,15,3,0,0,0,66,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,33,15,3,0,0,0,74,7,19,21,0,0,0,0,3,51,0,0,0,0,0,0,0,0,0,12,52,218,683,505,26,3,19,1517
UCL115078,0,9,55,234,116,21,3,11,452,0,0,18,3,0,0,0,0,22,0,0,22,46,11,0,0,3,82,0,0,36,45,11,0,0,3,105,0,0,11,6,0,0,0,0,21,0,0,3,3,0,0,0,0,9,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,8,0,0,0,0,44,0,0,0,0,0,0,0,4,4,0,0,5,0,0,0,0,5,10,0,12,132,296,128,21,3,18,609
UCL115079,4,14,118,416,204,30,9,24,813,0,14,51,3,0,0,0,4,75,0,0,0,0,0,0,0,0,0,0,14,51,3,0,0,0,4,75,0,0,9,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,5,24,172,427,212,30,7,25,899
UCL115080,4,12,49,318,327,61,12,11,798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,53,322,329,66,14,11,802
UCL115081,0,15,53,194,88,14,0,8,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,0,0,0,0,0,23,0,0,3,5,0,0,0,0,15,0,0,5,0,0,0,0,0,7,0,18,78,201,94,14,0,11,409
UCL115082,0,7,87,266,115,17,0,12,493,0,16,8,0,0,0,0,4,28,0,0,0,0,0,0,0,0,0,0,16,8,0,0,0,0,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,20,102,266,113,17,0,14,529
UCL115083,6,12,92,564,283,32,3,14,1005,0,0,38,21,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,38,21,0,0,0,0,60,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,10,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,21,134,595,281,32,3,18,1080
UCL115084,0,5,117,344,106,21,0,14,613,0,6,65,11,0,0,0,3,83,0,7,16,16,3,0,0,0,39,0,10,79,24,3,5,0,3,126,0,3,26,4,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,4,0,0,0,0,37,5,34,20,3,6,0,0,6,73,0,3,0,0,0,0,0,0,3,8,60,243,374,112,24,0,24,852
UCL115085,0,0,16,169,175,25,7,6,409,0,0,0,4,4,0,0,0,5,0,0,3,5,5,0,0,0,17,0,0,3,9,5,0,0,0,20,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,3,29,182,179,25,7,8,439
UCL115086,3,10,25,162,127,28,7,5,370,0,0,6,16,5,0,0,0,18,0,3,29,57,15,0,0,3,107,0,9,27,74,15,0,0,8,126,3,32,123,93,16,0,3,4,280,0,3,12,15,3,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,41,136,110,17,0,3,4,317,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,11,7,54,197,343,162,28,17,20,825
UCL115087,0,0,27,192,171,21,4,7,423,0,0,9,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,39,194,171,21,4,7,434
UCL115088,0,4,21,259,230,46,5,7,562,0,0,9,9,0,0,0,0,21,0,0,0,3,0,0,0,0,5,0,0,10,13,0,0,0,0,23,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,36,275,226,46,5,7,595
UCL115089,0,9,182,733,414,56,8,32,1430,0,8,13,0,0,0,0,0,23,0,6,0,3,0,0,0,0,3,0,13,13,10,0,0,0,0,31,0,18,33,6,0,0,0,4,58,0,3,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,37,6,0,0,0,4,64,0,0,0,8,3,0,0,0,14,0,0,0,0,0,0,0,0,5,0,42,237,753,419,58,8,31,1547
UCL115090,0,18,160,269,76,5,0,18,544,0,7,7,6,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,7,7,6,0,0,0,0,18,0,3,5,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,11,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,30,172,274,76,5,0,20,575
UCL115091,0,26,126,187,149,17,4,10,522,0,0,4,4,0,0,0,0,6,0,0,5,10,0,0,0,0,14,0,0,7,8,0,3,0,0,20,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,5,13,0,0,0,0,0,4,20,0,0,0,0,0,0,0,0,0,5,43,140,195,153,22,5,18,572
UCL115092,0,3,52,344,207,22,0,4,639,0,3,12,10,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,3,12,10,0,0,0,0,28,0,4,17,5,0,0,0,4,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4,18,5,0,0,0,4,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,87,360,207,22,0,11,697
UCL115093,0,12,36,129,172,53,9,3,406,0,9,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,12,0,3,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,11,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,41,135,174,53,9,3,434
UCL115094,4,8,194,572,207,34,5,15,1031,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,4,15,53,10,0,0,0,6,80,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,59,10,0,0,0,6,86,3,9,3,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,16,30,258,588,207,34,5,20,1147
UCL115095,4,11,57,172,97,18,11,6,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,19,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,19,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,6,27,72,179,95,18,12,6,426
