UCL_CODE_2021,M_Ptn_in_RM_0_14,M_Ptn_in_RM_15_24,M_Ptn_in_RM_25_34,M_Ptn_in_RM_35_44,M_Ptn_in_RM_45_54,M_Ptn_in_RM_55_64,M_Ptn_in_RM_65_74,M_Ptn_in_RM_75_84,M_Ptn_in_RM_85ov,M_Ptn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ptn_in_RM_0_14,F_Ptn_in_RM_15_24,F_Ptn_in_RM_25_34,F_Ptn_in_RM_35_44,F_Ptn_in_RM_45_54,F_Ptn_in_RM_55_64,F_Ptn_in_RM_65_74,F_Ptn_in_RM_75_84,F_Ptn_in_RM_85ov,F_Ptn_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
UCL112002,..,22,622,972,1006,1027,1008,573,125,5357,..,222,592,332,227,173,74,27,3,1643,..,3,39,78,125,66,29,25,7,366,3309,..,..,..,..,..,..,..,..,3309,..,724,..,..,..,..,..,..,..,724,..,708,301,103,71,52,0,0,0,1237,..,98,74,18,31,35,35,20,4,314,..,64,68,24,30,16,8,3,0,208,..,201,167,53,52,62,52,13,0,605,..,105,259,231,285,356,281,170,66,1748,47,70,57,38,38,31,14,8,7,315,3353,2216,2183,1854,1866,1803,1497,838,217,15827,..,43,791,1053,1089,1071,911,406,78,5445,..,323,623,309,213,157,51,15,4,1683,..,66,298,391,391,187,87,58,42,1510,3140,..,..,..,..,..,..,..,..,3140,..,717,..,..,..,..,..,..,..,717,..,389,149,50,33,34,9,0,0,661,..,91,51,7,33,58,77,47,25,391,..,61,40,9,14,6,0,0,0,140
UCL112003,..,9,320,776,1002,1104,1156,559,113,5035,..,82,325,330,321,278,185,48,10,1579,..,4,14,42,80,59,57,9,12,280,2240,..,..,..,..,..,..,..,..,2240,..,659,..,..,..,..,..,..,..,659,..,497,272,114,67,37,9,0,0,993,..,43,28,29,16,34,37,13,6,202,..,33,50,29,24,19,11,3,0,156,..,74,98,58,70,67,79,42,7,497,..,25,104,165,278,367,454,196,54,1650,41,28,41,34,30,35,19,7,6,249,2277,1460,1246,1573,1879,2003,2011,879,202,13527,..,17,469,892,1082,1171,1044,390,52,5107,..,125,355,348,336,247,162,32,4,1618,..,12,90,260,350,183,101,64,47,1105,2205,..,..,..,..,..,..,..,..,2205,..,640,..,..,..,..,..,..,..,640,..,307,179,79,27,25,16,0,0,634,..,35,21,8,18,53,70,57,28,290,..,35,32,19,11,13,6,0,0,110
UCL112004,..,9,331,693,798,867,1075,926,248,4939,..,35,163,143,159,139,122,51,8,812,..,0,6,21,52,36,17,10,6,145,1778,..,..,..,..,..,..,..,..,1778,..,457,..,..,..,..,..,..,..,457,..,385,188,88,80,36,7,0,0,781,..,44,32,12,18,21,21,9,6,169,..,22,55,13,16,4,8,0,0,124,..,27,69,31,24,30,43,18,0,239,..,14,48,67,110,163,185,175,89,855,19,17,29,10,14,8,23,9,6,137,1796,1016,922,1073,1270,1308,1494,1198,373,10439,..,12,432,752,869,926,1119,738,96,4947,..,53,168,140,163,101,103,28,6,758,..,19,45,116,219,119,62,64,61,702,1746,..,..,..,..,..,..,..,..,1746,..,469,..,..,..,..,..,..,..,469,..,241,114,39,35,44,11,0,0,478,..,26,28,4,16,32,42,65,32,244,..,26,37,10,4,0,3,0,0,81
UCL112005,..,20,314,490,554,609,657,319,73,3034,..,108,340,188,166,125,43,12,0,983,..,6,35,68,79,52,23,16,7,295,2018,..,..,..,..,..,..,..,..,2018,..,352,..,..,..,..,..,..,..,352,..,532,254,106,73,38,9,0,0,1007,..,59,52,29,31,41,24,18,7,261,..,56,42,36,29,18,7,5,0,186,..,37,76,39,36,45,39,10,0,283,..,30,119,127,165,231,227,119,44,1066,53,41,32,26,26,23,9,13,0,225,2070,1242,1268,1103,1159,1171,1053,510,137,9708,..,31,417,550,591,622,604,243,39,3093,..,188,320,194,141,103,41,8,0,990,..,81,282,325,266,168,77,55,29,1288,1914,..,..,..,..,..,..,..,..,1914,..,413,..,..,..,..,..,..,..,413,..,351,136,48,31,29,5,0,0,600,..,55,24,10,30,65,68,29,28,308,..,37,32,17,7,3,5,3,0,100
UCL112006,..,24,922,1197,945,1028,878,558,137,5687,..,249,673,256,231,165,66,25,5,1669,..,15,53,82,97,80,32,14,9,381,3735,..,..,..,..,..,..,..,..,3735,..,564,..,..,..,..,..,..,..,564,..,620,307,122,88,34,13,0,0,1176,..,143,107,22,36,39,42,14,4,414,..,91,129,37,20,12,9,5,0,305,..,131,292,59,50,55,35,17,7,641,..,81,272,207,260,301,271,165,64,1625,66,89,60,52,39,18,21,12,5,360,3794,2000,2819,2040,1765,1732,1367,811,234,16556,..,57,1224,1225,949,1043,816,440,59,5826,..,343,686,286,206,154,67,12,3,1765,..,95,376,387,366,161,85,61,33,1571,3741,..,..,..,..,..,..,..,..,3741,..,596,..,..,..,..,..,..,..,596,..,431,141,46,37,30,9,0,0,702,..,105,71,15,65,95,71,55,24,496,..,71,88,16,12,5,4,5,0,199
UCL112007,..,0,85,209,228,220,323,226,42,1330,..,11,82,42,53,43,40,8,0,289,..,0,0,5,15,10,4,4,0,28,529,..,..,..,..,..,..,..,..,529,..,113,..,..,..,..,..,..,..,113,..,103,38,16,8,12,0,0,0,171,..,12,8,0,3,10,0,3,0,36,..,11,5,3,3,0,0,0,0,28,..,5,16,0,0,7,15,0,0,55,..,5,31,13,24,59,69,39,15,262,3,9,10,4,5,3,5,3,0,43,528,265,271,293,336,353,463,296,64,2875,..,3,115,222,244,257,329,171,20,1359,..,19,90,50,52,45,29,3,0,296,..,0,24,41,48,19,8,7,7,153,532,..,..,..,..,..,..,..,..,532,..,132,..,..,..,..,..,..,..,132,..,67,17,3,10,3,0,0,0,99,..,4,0,0,4,12,15,8,7,47,..,4,3,0,0,0,0,0,0,15
UCL112008,..,5,117,351,415,656,1120,844,206,3717,..,58,152,115,126,141,113,62,12,775,..,4,15,32,49,51,15,12,18,194,1147,..,..,..,..,..,..,..,..,1147,..,239,..,..,..,..,..,..,..,239,..,293,145,81,70,45,12,0,0,653,..,41,29,12,13,16,38,17,23,188,..,25,17,23,12,13,4,0,0,106,..,26,43,36,38,50,50,34,9,291,..,22,67,86,162,270,399,240,152,1396,28,25,21,17,32,16,25,21,3,184,1172,743,615,763,912,1261,1783,1228,410,8890,..,9,184,400,449,772,1132,673,127,3741,..,74,181,123,147,137,110,29,3,811,..,27,119,163,191,108,75,55,57,794,1127,..,..,..,..,..,..,..,..,1127,..,252,..,..,..,..,..,..,..,252,..,198,70,34,45,53,7,0,0,406,..,35,11,6,13,47,54,33,28,216,..,30,21,4,8,11,5,0,0,75
UCL112009,..,12,424,661,595,738,656,400,103,3591,..,128,379,196,147,103,60,26,0,1038,..,3,27,52,78,49,18,17,9,255,2076,..,..,..,..,..,..,..,..,2076,..,366,..,..,..,..,..,..,..,366,..,477,208,95,65,41,5,0,0,888,..,50,54,18,28,21,25,10,5,223,..,33,46,21,12,10,5,3,0,125,..,73,88,37,36,48,37,12,7,335,..,52,139,112,221,288,271,172,66,1319,25,37,40,30,21,15,29,13,5,214,2099,1238,1408,1224,1198,1317,1094,650,188,10422,..,25,565,671,678,723,614,302,58,3631,..,200,373,187,166,82,45,9,3,1075,..,46,192,237,219,121,66,57,31,970,1971,..,..,..,..,..,..,..,..,1971,..,333,..,..,..,..,..,..,..,333,..,342,110,42,41,17,5,0,0,557,..,43,23,13,28,42,57,33,9,259,..,30,26,13,5,6,0,0,0,76
UCL112010,..,18,526,745,684,703,528,331,101,3635,..,59,270,134,109,79,27,8,0,697,..,3,16,31,57,34,13,12,6,176,1894,..,..,..,..,..,..,..,..,1894,..,357,..,..,..,..,..,..,..,357,..,475,229,88,51,16,3,0,0,864,..,97,61,38,33,20,25,11,4,283,..,33,76,33,34,26,0,0,0,206,..,49,153,75,47,43,17,3,4,391,..,39,132,119,130,157,112,79,38,798,25,20,38,22,22,19,9,3,3,156,1918,1154,1513,1284,1159,1090,737,445,153,9452,..,40,666,789,720,661,488,256,31,3656,..,108,275,127,105,65,18,4,5,707,..,34,132,155,162,95,49,31,25,685,1818,..,..,..,..,..,..,..,..,1818,..,398,..,..,..,..,..,..,..,398,..,333,146,30,14,21,6,0,0,554,..,55,32,15,30,50,44,15,20,257,..,22,56,22,19,14,4,0,0,139
UCL112011,..,12,438,533,517,541,545,241,49,2877,..,139,456,204,178,91,53,10,0,1132,..,0,33,62,69,43,23,12,8,251,1993,..,..,..,..,..,..,..,..,1993,..,348,..,..,..,..,..,..,..,348,..,506,236,98,95,29,5,0,0,969,..,73,47,20,31,42,29,18,3,270,..,46,40,22,17,22,12,0,0,159,..,31,51,12,26,40,27,8,0,209,..,24,127,109,150,181,171,87,33,885,37,32,33,25,24,15,6,5,3,187,2033,1225,1462,1088,1107,1010,878,385,95,9286,..,26,552,560,551,589,474,180,27,2950,..,201,475,206,160,82,32,12,0,1166,..,65,244,253,222,125,80,36,29,1037,1978,..,..,..,..,..,..,..,..,1978,..,304,..,..,..,..,..,..,..,304,..,333,128,48,27,9,4,0,0,557,..,50,23,6,18,47,68,32,11,262,..,32,20,4,7,9,3,0,0,76
UCL112012,..,11,354,599,600,749,723,436,130,3598,..,128,408,276,234,167,88,25,4,1335,..,0,28,68,125,84,44,12,14,371,2250,..,..,..,..,..,..,..,..,2250,..,491,..,..,..,..,..,..,..,491,..,562,255,139,96,55,11,0,0,1125,..,78,47,23,32,42,45,18,9,285,..,65,71,36,21,20,12,5,0,234,..,130,193,74,88,130,72,20,0,707,..,57,143,179,284,399,359,163,60,1649,50,63,39,29,48,32,17,12,4,285,2300,1585,1545,1421,1529,1673,1362,693,221,12329,..,28,471,676,636,725,683,358,64,3631,..,171,455,274,226,152,68,9,0,1363,..,44,209,382,391,212,89,73,50,1450,2109,..,..,..,..,..,..,..,..,2109,..,501,..,..,..,..,..,..,..,501,..,379,121,63,41,32,5,0,0,639,..,63,36,15,31,65,68,37,17,335,..,54,49,18,17,14,3,0,0,161
UCL112013,..,0,49,78,84,89,82,43,9,435,..,3,46,23,12,17,7,0,0,108,..,0,0,4,8,8,5,6,0,23,246,..,..,..,..,..,..,..,..,246,..,60,..,..,..,..,..,..,..,60,..,44,11,6,6,0,0,0,0,71,..,10,5,4,0,0,0,0,0,21,..,7,0,0,0,0,0,0,0,12,..,0,3,0,5,3,0,0,0,14,..,10,10,18,13,19,15,8,4,89,5,3,8,3,0,0,5,0,0,25,252,140,121,135,127,141,110,56,13,1092,..,3,72,82,91,96,69,34,3,449,..,17,53,16,19,13,4,0,0,122,..,5,9,17,15,8,0,0,0,57,231,..,..,..,..,..,..,..,..,231,..,42,..,..,..,..,..,..,..,42,..,32,14,0,0,0,0,0,0,44,..,4,0,0,0,3,6,0,0,20,..,7,0,0,0,0,0,0,0,9
UCL112014,..,25,385,607,632,698,790,634,168,3936,..,114,286,162,138,109,63,30,6,910,..,3,17,39,65,47,18,15,13,213,1860,..,..,..,..,..,..,..,..,1860,..,387,..,..,..,..,..,..,..,387,..,452,208,97,77,38,6,0,0,883,..,57,42,19,19,35,30,25,5,228,..,46,47,34,22,12,8,4,0,176,..,37,63,22,38,56,59,25,0,308,..,21,82,77,117,195,196,127,81,900,24,45,29,20,12,22,31,9,4,199,1886,1182,1161,1083,1123,1212,1202,857,285,9991,..,31,528,645,624,783,778,503,81,3974,..,164,316,160,138,113,52,21,4,964,..,42,169,199,215,116,58,47,37,883,1821,..,..,..,..,..,..,..,..,1821,..,413,..,..,..,..,..,..,..,413,..,281,117,38,27,28,9,0,0,497,..,43,20,6,27,37,49,43,24,253,..,47,15,8,11,10,9,5,0,107
UCL112015,..,15,535,828,754,873,958,642,167,4779,..,216,577,257,232,157,90,33,4,1569,..,4,32,89,99,71,27,25,10,356,2944,..,..,..,..,..,..,..,..,2944,..,534,..,..,..,..,..,..,..,534,..,568,303,140,94,45,7,0,0,1155,..,118,81,28,31,54,53,16,14,392,..,50,72,42,27,15,9,3,0,216,..,84,138,53,49,98,64,23,8,515,..,53,195,157,258,343,327,215,97,1655,66,66,53,32,39,19,29,14,3,325,3017,1704,2000,1625,1579,1682,1561,976,300,14448,..,40,736,891,800,910,928,480,82,4864,..,288,558,291,211,148,79,24,3,1606,..,73,314,365,356,177,106,64,45,1498,2890,..,..,..,..,..,..,..,..,2890,..,533,..,..,..,..,..,..,..,533,..,406,150,62,54,23,4,0,0,710,..,85,31,14,28,74,98,48,25,411,..,63,41,16,10,8,8,0,0,142
UCL112016,..,37,833,1269,1186,1032,1016,614,167,6157,..,225,682,326,253,165,77,20,10,1745,..,7,36,83,87,59,34,18,16,331,4208,..,..,..,..,..,..,..,..,4208,..,671,..,..,..,..,..,..,..,671,..,737,247,109,92,52,11,0,0,1245,..,106,75,42,42,37,32,13,8,348,..,76,56,31,23,12,4,0,0,211,..,138,202,62,71,75,60,25,5,625,..,69,264,239,275,360,304,201,91,1808,63,59,69,51,33,23,23,7,6,340,4277,2124,2465,2209,2064,1817,1554,898,288,17694,..,63,1062,1377,1181,1094,974,458,81,6279,..,333,657,352,236,140,63,15,0,1798,..,88,312,419,379,181,76,65,59,1590,3820,..,..,..,..,..,..,..,..,3820,..,730,..,..,..,..,..,..,..,730,..,452,149,60,43,29,6,0,0,739,..,77,51,19,33,77,87,48,15,412,..,48,49,13,12,4,5,0,0,125
UCL112017,..,14,488,1230,1440,1535,1922,1428,389,8454,..,192,509,376,320,245,223,78,23,1972,..,3,22,82,127,75,46,24,18,392,3647,..,..,..,..,..,..,..,..,3647,..,930,..,..,..,..,..,..,..,930,..,721,350,161,134,67,17,0,0,1442,..,94,58,26,32,58,45,26,16,361,..,76,70,37,33,19,7,4,0,262,..,157,235,67,90,116,79,53,13,809,..,68,182,205,282,476,515,375,211,2317,58,65,60,66,45,46,43,20,11,411,3699,2320,1984,2237,2520,2639,2897,2014,679,20982,..,28,679,1393,1541,1669,1881,1135,203,8518,..,272,547,350,344,290,162,67,17,2043,..,61,258,422,542,269,137,101,85,1878,3406,..,..,..,..,..,..,..,..,3406,..,895,..,..,..,..,..,..,..,895,..,444,180,74,53,67,24,5,0,838,..,81,42,11,44,80,96,88,51,495,..,74,58,13,13,10,10,0,0,185
UCL112018,..,17,577,892,786,934,878,654,178,4913,..,250,555,278,222,148,74,24,7,1563,..,11,40,103,89,48,33,29,14,367,3273,..,..,..,..,..,..,..,..,3273,..,564,..,..,..,..,..,..,..,564,..,617,265,110,93,51,5,0,0,1145,..,107,97,44,43,46,30,17,3,389,..,94,142,51,29,15,19,0,0,348,..,157,278,75,64,69,52,19,0,717,..,109,279,217,264,362,332,199,80,1853,92,58,54,49,39,20,16,11,11,362,3367,1989,2282,1816,1631,1703,1455,956,297,15487,..,47,794,883,853,968,866,500,93,4998,..,353,551,285,207,163,57,21,0,1641,..,112,418,435,363,180,81,79,61,1716,3068,..,..,..,..,..,..,..,..,3068,..,559,..,..,..,..,..,..,..,559,..,385,132,56,53,34,14,0,0,673,..,89,41,21,41,83,75,42,25,421,..,57,86,11,15,13,4,0,0,187
UCL112019,..,38,866,1504,1467,1502,1385,796,207,7771,..,324,813,336,249,210,99,33,0,2053,..,7,40,99,132,86,36,19,11,435,4719,..,..,..,..,..,..,..,..,4719,..,976,..,..,..,..,..,..,..,976,..,996,413,172,98,56,11,0,0,1741,..,126,99,35,33,50,50,21,11,427,..,81,101,30,21,13,12,0,0,259,..,209,341,128,77,74,54,13,0,903,..,126,399,308,406,463,393,246,116,2458,62,76,86,43,39,37,31,18,6,400,4783,2955,3167,2659,2527,2489,2055,1141,360,22137,..,81,1119,1672,1514,1536,1263,607,116,7913,..,470,812,320,258,175,85,22,3,2143,..,140,428,517,509,230,129,75,63,2089,4513,..,..,..,..,..,..,..,..,4513,..,1067,..,..,..,..,..,..,..,1067,..,636,233,66,52,39,11,0,0,1034,..,116,58,24,36,84,88,57,28,491,..,75,38,18,6,3,4,3,0,148
UCL113001,..,3,178,340,377,489,803,578,176,2938,..,48,205,190,131,115,92,29,3,826,..,3,19,34,64,43,20,11,11,194,1177,..,..,..,..,..,..,..,..,1177,..,249,..,..,..,..,..,..,..,249,..,293,119,74,70,47,12,0,0,607,..,35,32,11,14,25,25,12,3,162,..,34,35,20,17,6,5,3,0,127,..,43,79,48,60,60,60,22,3,369,..,20,45,113,149,265,268,189,108,1162,17,27,29,12,19,18,23,13,3,156,1197,743,732,839,900,1072,1314,860,313,7964,..,12,227,383,424,562,808,466,98,2984,..,75,240,182,158,110,84,23,0,876,..,12,74,187,226,99,67,65,50,787,1091,..,..,..,..,..,..,..,..,1091,..,256,..,..,..,..,..,..,..,256,..,194,59,28,33,35,3,0,0,352,..,29,11,13,21,28,43,23,21,186,..,30,27,6,6,10,4,3,0,87
UCL113002,..,9,100,194,245,379,594,371,92,1977,..,33,123,87,100,98,63,21,7,541,..,0,16,19,42,25,17,7,6,130,787,..,..,..,..,..,..,..,..,787,..,148,..,..,..,..,..,..,..,148,..,177,109,55,40,28,6,0,0,422,..,45,12,17,15,16,16,13,7,138,..,24,17,6,11,3,3,0,0,68,..,16,25,18,23,35,30,7,3,153,..,23,41,57,130,156,214,126,37,781,12,22,17,9,26,16,20,9,4,137,796,492,465,477,627,753,957,553,150,5284,..,14,150,232,265,436,566,291,40,1997,..,57,138,84,99,111,44,18,4,552,..,28,91,118,138,64,35,34,17,517,789,..,..,..,..,..,..,..,..,789,..,154,..,..,..,..,..,..,..,154,..,125,39,16,20,14,4,0,0,216,..,18,8,0,9,27,28,21,25,136,..,23,7,0,5,0,0,0,0,41
UCL113003,..,0,170,302,372,542,558,298,91,2332,..,82,289,166,106,122,53,14,0,834,..,8,34,38,67,27,21,19,12,227,1299,..,..,..,..,..,..,..,..,1299,..,213,..,..,..,..,..,..,..,213,..,372,162,90,72,36,8,0,0,740,..,62,26,19,31,23,19,8,4,192,..,17,13,6,13,3,5,4,0,62,..,20,40,20,28,27,21,5,3,171,..,61,147,122,194,299,278,130,52,1292,53,27,34,36,16,30,31,7,0,233,1351,873,920,791,897,1116,998,493,169,7598,..,6,240,355,398,586,516,267,45,2408,..,139,315,139,125,105,48,9,0,876,..,33,189,217,161,106,68,36,26,834,1313,..,..,..,..,..,..,..,..,1313,..,215,..,..,..,..,..,..,..,215,..,185,74,28,28,28,0,0,0,348,..,48,15,8,9,45,39,20,14,205,..,29,5,0,4,0,0,0,0,42
UCL113004,..,0,55,220,239,261,260,109,18,1157,..,10,220,173,120,76,61,10,0,681,..,0,7,8,36,24,8,0,0,88,631,..,..,..,..,..,..,..,..,631,..,124,..,..,..,..,..,..,..,124,..,100,49,25,14,15,4,0,0,196,..,15,6,7,8,8,12,3,0,57,..,19,70,35,14,9,4,0,0,152,..,41,314,113,58,44,33,8,0,607,..,12,40,77,87,120,109,63,16,515,3,10,29,24,17,18,20,0,0,117,638,325,789,678,588,573,512,196,33,4331,..,5,103,270,248,250,207,73,7,1171,..,36,236,166,102,90,39,5,0,678,..,4,15,72,82,55,29,14,15,279,638,..,..,..,..,..,..,..,..,638,..,121,..,..,..,..,..,..,..,121,..,65,27,17,12,3,6,0,0,132,..,10,11,5,3,10,21,14,10,82,..,27,97,22,3,8,3,0,0,168
UCL113005,..,13,196,339,369,473,484,347,95,2314,..,125,235,119,101,79,50,15,7,723,..,5,28,51,49,35,7,10,11,199,1554,..,..,..,..,..,..,..,..,1554,..,283,..,..,..,..,..,..,..,283,..,340,131,73,48,39,5,0,0,637,..,49,32,13,19,28,30,5,5,190,..,38,22,24,32,7,6,0,0,123,..,39,48,23,36,40,48,10,6,252,..,38,82,104,147,206,214,138,63,984,23,36,32,32,27,15,8,14,0,192,1585,957,802,769,821,925,856,546,185,7451,..,25,261,382,397,485,464,276,58,2350,..,163,236,122,98,81,42,3,0,750,..,47,207,252,204,101,54,47,37,942,1396,..,..,..,..,..,..,..,..,1396,..,223,..,..,..,..,..,..,..,223,..,193,68,27,36,13,7,0,0,343,..,44,18,10,21,44,51,38,21,252,..,38,20,5,13,4,0,0,3,74
UCL113006,..,4,90,149,144,239,287,189,31,1133,..,58,122,74,76,61,37,20,0,450,..,3,21,33,44,27,13,13,0,147,878,..,..,..,..,..,..,..,..,878,..,147,..,..,..,..,..,..,..,147,..,228,122,49,46,22,0,0,0,469,..,50,25,7,21,34,27,11,7,184,..,24,23,10,13,15,7,0,0,90,..,15,18,16,27,27,30,0,0,129,..,20,41,48,82,137,119,82,23,558,22,23,21,24,19,8,6,6,0,125,900,580,485,412,460,565,524,316,71,4312,..,5,123,167,182,250,272,136,12,1156,..,80,127,77,84,40,42,9,0,469,..,36,151,170,152,92,30,35,13,670,898,..,..,..,..,..,..,..,..,898,..,157,..,..,..,..,..,..,..,157,..,170,49,24,17,15,0,0,0,270,..,40,14,6,25,45,47,15,5,201,..,17,4,10,4,8,6,3,0,51
UCL113007,..,0,156,498,521,666,771,429,110,3150,..,27,196,116,84,75,55,23,0,569,..,0,3,14,39,28,3,9,0,101,1213,..,..,..,..,..,..,..,..,1213,..,295,..,..,..,..,..,..,..,295,..,276,127,39,39,21,3,0,0,499,..,26,10,8,9,11,10,10,7,93,..,13,8,6,11,3,5,0,0,45,..,16,31,11,7,13,16,9,4,103,..,7,34,34,70,120,133,69,41,506,14,14,26,13,21,15,15,8,3,129,1223,679,582,748,792,946,1012,555,166,6701,..,3,232,546,552,749,710,316,67,3175,..,46,194,107,87,74,50,10,3,577,..,11,31,96,112,58,30,22,26,386,1097,..,..,..,..,..,..,..,..,1097,..,355,..,..,..,..,..,..,..,355,..,143,75,29,15,16,4,0,0,281,..,16,5,5,8,8,23,27,23,112,..,17,13,0,4,0,0,0,0,45
UCL113008,..,8,172,204,260,341,363,230,59,1639,..,43,125,85,67,56,31,13,0,427,..,0,3,15,33,27,18,10,8,120,880,..,..,..,..,..,..,..,..,880,..,161,..,..,..,..,..,..,..,161,..,224,102,57,46,27,4,0,0,461,..,24,11,8,13,9,16,4,3,90,..,12,13,6,12,5,3,0,0,57,..,27,43,20,18,28,22,10,4,167,..,37,81,76,140,187,185,128,43,887,18,18,24,5,7,11,9,3,0,103,890,556,576,484,598,700,657,410,116,4988,..,17,202,226,281,366,347,187,24,1642,..,74,133,86,66,52,25,9,4,445,..,30,90,114,127,76,46,38,29,547,809,..,..,..,..,..,..,..,..,809,..,165,..,..,..,..,..,..,..,165,..,136,63,25,20,20,4,0,0,262,..,20,7,8,11,23,26,23,8,124,..,8,12,3,10,10,0,0,0,34
UCL113009,..,10,199,386,433,409,329,161,23,1941,..,41,143,114,83,47,22,11,0,457,..,0,4,28,24,18,10,6,0,100,1158,..,..,..,..,..,..,..,..,1158,..,255,..,..,..,..,..,..,..,255,..,239,91,29,24,3,0,0,0,386,..,13,11,3,11,13,11,8,0,77,..,12,17,9,9,0,7,0,0,53,..,13,10,3,6,5,5,5,0,57,..,8,37,31,51,53,49,27,10,264,7,15,15,15,9,4,4,0,0,66,1167,611,528,611,638,568,444,219,30,4811,..,9,268,442,450,407,285,104,7,1974,..,64,161,94,91,43,23,8,0,472,..,12,60,90,85,48,23,14,0,333,1098,..,..,..,..,..,..,..,..,1098,..,243,..,..,..,..,..,..,..,243,..,158,47,25,14,6,0,0,0,255,..,26,6,4,6,16,22,16,10,98,..,14,9,6,0,0,3,0,0,32
