UCL_CODE_2021,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,non_sch_qual_PostGrad_Dgre_M,non_sch_qual_PostGrad_Dgre_F,non_sch_qual_PostGrad_Dgre_P,non_sch_qual_Gr_Dip_Gr_Crt_M,non_sch_qual_Gr_Dip_Gr_Crt_F,non_sch_qual_Gr_Dip_Gr_Crt_P,non_sch_qual_Bchelr_Degree_M,non_sch_qual_Bchelr_Degree_F,non_sch_qual_Bchelr_Degree_P,non_sch_qual_Advnd_Dip_Dip_M,non_sch_qual_Advnd_Dip_Dip_F,non_sch_qual_Advnd_Dip_Dip_P,non_sch_qual_Cert3a4_Level_M,non_sch_qual_Cert3a4_Level_F,non_sch_qual_Cert3a4_Level_P,non_sch_qual_Cert1a2_Level_M,non_sch_qual_Cert1a2_Level_F,non_sch_qual_Cert1a2_Level_P,non_sch_qual_Certnfd_Level_M,non_sch_qual_Certnfd_Level_F,non_sch_qual_Certnfd_Level_P,non_sch_qual_CertTot_Level_M,non_sch_qual_CertTot_Level_F,non_sch_qual_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
UCL122003,169,165,330,86,44,131,33,35,66,8,13,26,3,0,5,131,95,227,38,57,93,2.3,2,2.2,76.3,61.5,69.2,74.6,60.2,67.7,5,11,13,0,8,8,7,22,30,18,13,33,61,25,89,4,0,5,0,7,7,64,36,101,181,162,347,17,28,51,121,100,214,79,82,161
UCL122004,82,88,169,26,12,39,13,28,44,0,3,5,0,3,8,38,50,92,35,41,78,5,6,5.6,49.4,54.9,52.3,46.9,51.6,49.4,3,6,6,3,8,7,26,23,46,4,14,19,18,10,34,0,0,0,0,0,6,23,12,38,84,86,173,9,14,22,61,68,126,30,29,59
UCL122005,149,147,292,36,16,48,13,25,35,4,6,13,5,10,16,52,56,110,81,80,161,9.1,17,13,37.4,36.3,36.9,34,30.1,32.1,3,0,0,0,0,0,9,15,23,0,5,11,38,14,56,0,8,10,5,4,9,39,22,68,138,125,263,26,30,55,104,89,190,48,48,103
UCL122006,110,122,232,24,17,42,10,24,34,4,0,3,3,0,8,44,42,88,57,68,125,6.8,2.3,4.5,40.7,36.7,38.6,38,35.8,36.8,0,0,0,0,3,3,5,14,22,0,5,10,33,14,44,7,5,7,3,3,8,40,22,58,107,116,228,14,13,28,88,90,178,33,42,72
UCL122007,196,201,396,30,15,52,15,46,57,10,9,22,15,7,23,78,73,149,110,117,219,18.9,7.9,13.3,37.2,38,37.6,30.2,35,32.6,5,0,6,0,0,0,3,3,9,6,12,16,40,32,78,3,0,5,5,4,9,47,47,94,182,182,364,28,32,61,141,132,271,66,68,136
UCL122008,109,107,221,57,42,96,15,23,44,4,0,4,0,5,0,74,71,143,14,22,35,1.3,2.9,2.1,69.4,61.3,65.3,68.5,59.5,63.9,0,0,0,0,0,0,5,11,9,0,15,19,37,8,53,0,0,0,0,0,4,36,14,54,110,101,208,16,16,29,72,65,141,41,37,74
UCL122009,118,133,247,52,41,89,12,29,40,6,4,11,0,3,3,72,78,150,41,46,86,4.2,2.7,3.4,60.7,57.7,59.1,58.1,56.2,57.1,0,6,3,0,0,0,0,15,11,4,5,8,40,32,73,0,4,4,0,0,3,39,37,77,125,131,254,10,13,24,81,89,173,37,37,74
UCL122010,143,135,284,59,45,104,24,39,61,4,0,11,0,4,10,87,90,186,56,38,89,1.1,8.6,4.9,62.3,68.4,65.2,61.6,62.5,62.1,0,0,0,0,0,0,9,23,32,9,10,20,47,27,72,0,0,0,7,6,9,54,32,83,157,153,317,16,8,24,116,109,228,54,44,100
UCL122011,159,157,313,78,44,129,20,40,55,14,15,27,3,0,9,113,107,217,27,38,67,2.7,3.8,3.2,72.9,67.7,70.3,71,65.2,68.1,3,3,8,0,7,8,6,22,32,3,16,20,60,29,88,0,0,3,0,0,0,65,30,90,154,152,312,13,18,26,111,114,224,45,53,92
UCL122012,123,111,234,48,17,66,12,19,31,3,4,8,5,0,7,68,47,113,48,58,101,6,4.4,5.4,55.4,39.8,47.9,52.1,38.1,45.3,0,0,0,0,0,4,3,11,10,3,3,9,26,18,48,0,4,3,0,5,5,27,26,52,115,105,223,10,10,19,94,79,176,27,29,54
UCL122013,88,86,176,11,11,24,6,3,7,8,0,10,6,0,10,30,14,49,47,55,104,15.2,11.8,14,36.3,20,28.4,30.8,17.6,24.4,0,0,0,0,5,3,0,3,3,0,10,7,26,9,34,3,3,7,5,0,3,29,18,48,92,84,176,3,3,10,75,56,128,20,25,49
UCL122014,136,131,265,50,26,77,19,31,43,5,4,10,6,0,10,74,66,144,47,66,111,6.6,6.3,6.4,57.6,48.5,53,53.8,45.5,49.6,0,0,6,0,6,7,3,14,18,11,10,20,43,25,68,0,3,3,3,5,9,46,34,78,136,137,271,15,18,32,104,94,204,39,42,86
UCL122015,109,109,218,38,24,59,18,31,42,0,5,6,0,0,0,53,54,112,44,42,88,1.9,3.5,2.7,49.1,51.4,50.2,48.2,49.5,48.9,6,5,13,4,0,6,14,20,36,19,16,32,24,7,32,0,4,4,4,3,7,27,14,42,86,87,168,26,31,56,60,55,120,41,54,96
UCL122016,103,104,210,59,41,94,11,20,25,0,3,3,3,0,3,73,60,129,25,32,52,8.6,0,4.6,66.7,59.2,63,61,59.2,60.1,0,0,0,0,4,4,5,11,11,9,7,16,35,17,52,0,6,6,0,0,0,38,27,62,98,103,206,12,10,19,72,74,146,32,33,65
UCL122017,124,122,246,43,23,68,19,30,44,3,3,10,0,0,3,72,60,131,42,50,88,1.4,1.7,1.5,56.3,49.2,52.8,55.6,48.3,52,9,6,6,0,5,5,9,21,24,9,11,21,25,15,41,0,0,0,0,5,5,27,18,45,123,113,238,14,14,24,91,71,166,42,39,83
UCL122018,177,163,344,30,18,44,15,14,34,10,9,14,8,9,18,67,41,114,96,92,187,16.7,15.6,16.2,36.7,28,32.6,30.6,23.6,27.3,4,0,4,0,0,0,5,9,11,6,8,14,36,21,56,0,3,3,3,4,8,39,27,69,163,142,299,14,18,29,122,109,232,49,45,94
UCL122019,117,121,239,34,17,51,21,35,57,0,4,10,3,7,9,67,67,126,46,41,82,6.3,4.6,5.5,53.4,54.2,53.8,50,51.7,50.8,0,0,4,0,0,3,5,9,11,6,9,14,28,28,56,0,6,6,5,8,9,33,39,65,114,116,229,13,4,20,78,89,165,42,32,78
UCL122020,136,115,251,15,11,23,12,26,38,3,5,11,8,0,8,42,39,85,82,65,150,19,2.4,10.7,31.1,37.2,33.9,25.2,36.3,30.2,0,4,4,0,3,5,4,22,31,4,8,12,39,9,52,7,6,12,8,4,10,52,21,69,112,98,214,19,19,42,79,73,146,52,43,97
UCL122021,90,71,157,28,20,51,17,16,37,0,0,0,0,0,0,54,39,86,38,30,67,0,2.7,1.1,57.1,52.9,55.3,57.1,51.4,54.7,4,3,5,0,4,3,12,17,31,14,7,21,29,14,38,4,3,8,0,0,6,27,14,47,102,69,164,15,12,27,74,51,120,38,28,62
UCL122022,195,202,401,73,35,104,31,66,103,3,10,15,0,0,0,114,107,221,85,87,169,1.8,0,0.9,55.8,54.7,55.3,54.8,54.7,54.8,8,3,10,0,9,7,13,20,33,11,29,43,75,37,109,0,5,6,8,15,22,84,49,128,218,206,425,17,21,37,149,143,295,80,81,159
UCL122023,176,174,354,61,30,94,35,49,84,4,3,10,5,0,5,108,86,195,66,81,145,7.3,0,4.1,61.5,50,55.8,57,50,53.6,3,6,10,4,11,13,36,38,74,14,28,36,46,19,66,3,9,9,4,8,16,56,37,91,174,168,337,35,22,58,136,124,261,67,60,131
UCL122024,121,113,238,46,31,80,16,22,37,5,4,5,0,4,8,74,63,132,43,49,94,2.8,3.3,3,59,51.7,55.5,57.4,50,53.8,0,6,4,0,4,4,3,16,21,9,7,18,33,15,45,0,4,0,0,3,5,32,22,53,124,120,241,14,8,24,93,86,178,46,41,81
UCL122025,101,95,200,53,37,95,10,15,30,8,4,10,3,0,5,73,60,140,23,27,47,4.1,1.6,2.9,71.8,64.3,68.2,68.9,63.3,66.2,4,0,7,0,3,3,8,5,9,6,10,22,33,20,48,0,0,0,3,0,5,37,25,56,102,83,186,18,14,42,66,51,118,52,49,93
UCL122026,98,81,182,39,10,48,8,12,23,9,15,23,4,0,4,60,41,104,31,37,70,4.9,0,2.9,61,50.6,56.4,58,50.6,54.7,0,0,0,0,0,0,0,5,10,3,3,12,39,12,52,0,0,0,4,4,5,41,15,58,110,92,201,6,7,14,72,64,140,35,25,63
UCL122027,114,97,215,28,14,43,16,28,40,4,0,9,0,3,3,54,41,97,48,49,98,3.7,4.9,4.2,47.4,41.4,44.6,45.6,39.4,42.7,3,4,7,0,6,3,9,13,26,7,9,22,30,11,34,0,0,0,0,0,6,30,10,40,103,84,188,16,16,33,72,56,126,46,49,92
UCL122028,161,159,318,36,15,56,17,37,53,4,0,5,10,8,17,72,54,128,69,83,154,14.5,12.3,13.5,42.9,36.1,39.5,36.6,31.6,34.2,0,0,0,0,0,0,0,12,11,8,11,16,42,35,76,0,6,3,0,4,9,50,36,83,139,134,276,26,27,47,98,94,194,57,59,114
UCL122029,117,122,233,40,20,64,17,19,40,4,3,8,0,0,0,63,48,110,41,59,103,0,0,0,53.4,41.5,47.4,53.4,41.5,47.4,9,5,11,0,4,9,31,23,56,15,22,38,17,8,26,0,0,0,0,0,0,18,12,30,94,100,195,25,23,41,58,64,121,56,53,113
UCL122030,155,168,326,43,33,74,32,47,84,0,3,10,6,0,8,80,93,173,55,59,115,4.8,3.3,4,53.2,53.9,53.6,50.6,52.1,51.4,3,10,14,0,8,10,23,36,53,13,18,29,33,22,55,3,6,8,0,3,9,42,32,69,161,160,320,11,17,24,110,116,224,49,51,104
UCL122031,147,166,315,106,73,175,22,49,71,7,16,22,0,0,0,131,139,270,16,30,42,0.8,1.5,1.1,87.8,80.6,83.9,87.1,79.4,83,4,0,9,0,3,3,17,40,49,13,22,36,47,27,73,6,6,10,4,3,3,51,35,89,193,189,379,12,25,39,113,112,224,79,99,177
UCL122032,189,178,372,86,58,144,23,27,58,5,10,14,6,5,4,125,99,224,51,73,126,2.4,2.9,2.7,65.3,56.7,61.1,63.7,55,59.5,0,6,7,0,3,3,10,16,29,11,13,26,55,36,90,0,4,3,0,5,3,56,44,99,193,178,373,30,26,57,131,121,251,71,71,144
UCL122033,87,90,176,49,19,68,10,23,30,5,6,8,0,5,5,60,57,110,23,28,60,0,5.7,2.8,64.4,58.2,61.2,64.4,54.9,59.6,0,0,0,0,0,0,3,10,6,4,5,6,30,23,58,0,8,8,0,0,7,35,26,63,100,116,221,0,0,5,76,78,156,22,27,54
UCL122034,98,99,190,47,32,74,8,28,40,7,10,12,0,0,4,63,62,129,31,30,68,3.1,1.6,2.3,66,66.7,66.3,63.9,65.6,64.8,0,3,4,0,5,5,3,16,24,7,11,22,40,12,54,0,0,0,0,4,5,39,20,59,98,97,198,10,12,27,74,65,142,33,37,72
UCL122035,164,188,351,40,23,72,29,59,79,7,7,11,8,6,13,82,90,174,64,89,151,7.2,6.6,6.9,51.6,48.1,49.7,47.8,45,46.3,4,4,10,4,4,7,6,25,34,11,17,29,44,31,76,0,0,5,0,6,4,44,40,86,153,172,325,24,35,61,99,113,212,75,89,160
UCL122036,161,176,333,26,36,63,8,17,22,13,4,13,6,0,11,54,55,108,63,70,131,15.4,3.6,9.3,32.5,31.1,31.8,27.5,29.9,28.8,0,3,3,0,4,0,5,15,19,7,10,14,18,14,28,0,3,3,0,5,4,16,17,34,122,135,257,20,19,30,95,93,192,37,43,80
UCL122037,98,96,193,58,35,90,15,32,45,4,6,6,4,0,3,75,72,148,14,20,33,2.7,1.4,2.1,79.8,74,76.8,77.7,72.9,75.3,3,16,14,3,8,6,13,15,32,10,12,21,34,11,47,0,3,3,0,0,0,35,16,53,110,114,227,8,10,15,70,73,139,45,45,86
UCL122038,124,119,245,39,19,64,9,38,49,3,0,3,3,4,8,63,65,127,55,54,110,3.3,6.2,4.8,49.2,54.2,51.6,47.6,50.8,49.2,3,7,13,0,7,7,12,16,31,7,11,16,51,15,68,0,5,5,4,3,13,57,25,83,112,98,212,31,24,61,82,68,152,50,53,108
UCL122039,170,173,347,49,39,84,22,44,67,12,5,20,9,0,11,87,93,184,65,73,134,9,3.2,6,52,53.7,52.9,47.4,52,49.7,0,0,3,0,0,3,3,10,15,13,16,27,57,28,85,0,4,0,0,8,9,57,46,95,177,184,359,18,22,39,124,127,251,57,71,128
UCL122040,88,96,188,15,10,22,13,18,29,0,9,7,5,4,6,30,33,63,54,55,108,12.9,11.8,12.3,34.8,35.4,35.1,30.3,31.3,30.8,0,0,0,0,0,0,0,0,5,8,15,22,24,17,42,0,3,5,0,0,4,29,21,55,85,92,178,15,23,37,57,50,104,41,61,101
UCL122041,167,149,314,63,29,91,32,48,73,3,3,12,0,0,4,101,85,186,51,50,97,3,1.2,2.2,60,56.8,58.5,58.2,56.1,57.2,4,3,6,0,0,3,21,22,34,14,27,42,56,27,85,0,0,3,0,4,5,57,36,93,161,161,323,14,12,26,121,109,227,48,54,105
UCL122042,125,107,231,45,22,73,13,33,49,12,12,22,5,5,7,81,72,149,38,27,67,5.1,4.2,4.6,63.2,67.9,65.4,60,65.1,62.3,0,3,5,0,3,4,9,14,18,6,18,20,51,22,67,0,0,0,0,0,4,48,28,81,117,101,216,20,21,47,87,76,162,43,47,90
UCL122043,135,127,259,62,19,86,15,33,52,0,6,11,0,4,6,86,65,147,43,56,99,3.7,4.6,4.1,61.2,52.4,57,59,50,54.7,0,0,0,5,0,3,5,10,9,11,10,18,45,23,70,0,0,6,0,7,9,49,32,77,155,124,276,14,8,26,104,83,195,48,37,89
UCL122044,51,56,102,19,13,23,0,7,7,0,0,0,7,5,3,19,19,45,24,29,49,14.3,9.1,11.6,41.2,42.3,41.7,35.3,38.5,36.9,0,0,0,0,0,0,0,0,3,4,3,11,17,9,23,0,0,0,3,0,3,19,3,24,55,59,109,0,0,0,44,45,88,13,11,15
UCL122045,116,100,216,33,17,42,17,23,37,0,4,3,0,0,0,50,36,91,55,54,107,2,2.7,2.3,44.2,37,40.8,43.4,36,39.9,0,4,4,0,3,4,4,7,11,0,3,5,25,15,43,0,6,5,10,3,10,38,20,56,108,93,208,11,15,30,83,66,145,34,37,76
UCL122046,219,216,437,70,31,99,25,47,73,9,3,11,7,0,6,112,83,188,99,121,223,5.5,2.4,4.2,49.3,38,43.7,46.6,37,41.9,9,17,23,4,14,20,26,30,55,21,20,39,86,29,115,3,0,7,9,7,18,97,35,136,198,209,406,25,19,42,147,134,284,70,84,159
UCL122047,130,139,269,43,24,71,19,42,61,7,14,23,5,3,7,70,81,152,57,58,111,5.6,2.5,3.9,54.5,57.9,56.3,51.5,56.4,54,25,35,62,5,8,14,28,38,67,10,14,22,16,11,20,4,7,9,3,5,5,23,16,38,130,137,265,18,17,34,88,99,182,57,55,113
UCL122048,201,184,384,41,23,64,8,16,26,8,0,10,7,8,17,62,57,118,88,85,173,15.6,15.1,15.4,31.5,29,30.3,26.6,24.6,25.6,5,4,10,0,0,0,4,11,17,10,16,22,19,16,33,0,0,0,0,3,5,23,21,45,158,142,300,13,15,23,119,106,225,45,51,98
UCL122049,145,146,296,28,17,44,10,22,34,0,0,5,12,3,11,51,42,96,83,93,171,16,11.4,13.8,34.2,29.7,32,28.8,26.4,27.6,0,0,0,0,0,0,7,8,15,3,9,17,34,21,57,6,0,8,0,0,5,38,33,71,116,128,244,28,21,45,90,100,193,52,45,97
UCL122050,83,86,176,24,4,34,3,21,23,0,4,6,6,3,8,35,33,68,49,53,100,8.3,15.2,11.6,41.9,37.1,39.4,38.4,31.5,34.9,0,0,0,0,0,0,5,3,15,5,9,6,16,10,28,0,0,0,0,0,0,25,10,32,82,87,169,7,5,11,63,62,125,22,27,50
UCL122051,113,112,224,33,16,45,11,21,32,0,5,6,8,3,5,46,46,91,47,53,98,12.8,4.3,8.6,41.6,40.7,41.2,36.3,38.9,37.6,0,0,0,0,0,0,0,6,8,5,4,11,23,23,48,0,4,5,0,4,4,26,30,56,105,96,204,6,21,25,77,69,143,36,43,79
UCL122052,106,114,221,27,27,58,16,34,51,9,3,6,3,0,5,53,68,116,40,39,79,5.6,1.6,3.4,50.9,56.1,53.6,48.1,55.3,51.8,3,4,10,0,6,6,13,25,35,8,13,16,31,11,43,0,3,3,3,3,9,38,15,51,100,97,199,18,25,43,60,65,124,54,53,102
UCL122053,129,140,268,26,12,35,15,27,43,4,0,4,3,0,6,52,42,85,73,88,160,4.2,2.5,3.4,36.9,29,32.8,35.4,28.3,31.7,0,0,0,0,0,4,8,8,13,5,4,8,29,24,55,0,0,0,0,0,3,31,24,54,110,115,225,17,14,30,96,89,180,30,47,72
UCL122054,190,210,399,66,39,111,20,34,54,7,16,20,5,4,7,102,93,193,47,56,100,3,6.5,4.7,52.1,43.8,47.8,50.5,41,45.5,0,0,0,0,0,0,8,10,15,3,12,18,42,26,72,0,9,9,5,4,9,46,41,80,155,156,313,27,24,50,119,123,245,48,49,103
UCL122055,154,186,340,52,31,87,19,57,76,0,6,10,0,0,0,78,94,173,70,85,151,2.5,1.1,1.7,51,49.7,50.3,49.7,49.2,49.4,17,11,26,9,9,16,33,52,81,15,29,45,42,17,52,0,4,4,3,3,8,36,22,62,163,201,371,19,11,34,105,130,237,68,71,142
UCL122056,122,127,251,37,27,63,18,30,46,9,8,13,0,0,3,57,60,123,59,58,117,1.7,1.6,1.7,49.2,47.3,48.2,48.3,46.5,47.4,4,0,4,3,5,8,0,17,18,4,18,22,41,21,59,0,0,0,0,4,5,39,24,66,123,124,249,20,20,43,91,92,182,54,51,106
UCL122057,103,114,218,48,31,77,13,31,46,4,3,6,0,6,4,65,69,135,38,42,79,1.5,4.3,3,63.7,60,61.8,62.7,57.4,59.9,0,3,3,0,4,0,4,16,20,10,12,22,35,26,56,0,0,3,3,3,3,34,30,70,111,115,228,13,9,23,83,85,166,43,36,80
UCL122058,202,197,404,53,30,82,20,36,60,8,9,12,9,5,13,92,79,169,93,105,202,10,3.8,7.1,44.1,39.7,41.9,39.7,38.2,39,0,5,8,4,13,10,6,13,19,12,22,34,65,37,104,5,4,11,7,3,10,78,49,125,208,179,383,25,33,61,145,120,265,77,83,161
UCL122059,170,183,354,76,47,117,16,56,71,7,7,11,13,4,11,102,113,215,56,61,117,9.6,1.8,5.6,61.2,58.9,60,55.3,57.8,56.6,0,0,0,0,6,7,10,17,26,6,22,32,65,41,104,0,8,7,0,3,5,67,48,115,173,179,351,36,31,62,121,128,249,70,65,135
UCL122060,165,158,330,44,29,70,20,28,47,6,7,18,4,6,13,74,70,147,61,67,132,8,8.3,8.2,45.5,44.7,45.1,41.8,41,41.4,0,0,0,0,0,0,4,12,13,3,12,16,50,27,79,0,6,5,3,6,7,55,35,93,154,162,309,11,17,29,116,111,228,40,56,92
UCL122061,69,67,142,13,7,16,5,5,12,0,0,8,4,0,3,27,20,43,26,35,62,20.8,5.9,14.6,34.3,25,29.7,27.1,23.5,25.4,0,0,4,0,0,0,6,0,0,0,4,4,8,5,11,0,0,0,0,0,0,8,3,14,64,61,120,3,3,5,48,54,106,8,9,15
UCL122062,142,124,262,65,32,98,12,28,42,5,0,5,5,4,6,84,68,149,35,39,77,3.5,4.5,4,60.7,52.8,57,58.6,50.4,54.7,0,0,0,0,0,3,3,8,12,4,7,11,21,27,53,3,6,8,0,5,4,30,34,61,128,112,243,14,17,39,88,78,164,45,46,89
UCL122063,120,131,252,50,16,65,17,29,43,8,10,18,0,3,5,70,59,133,45,62,104,1.4,4.9,3,59.5,46.2,52.6,58.7,43.9,51,0,0,0,0,4,4,0,8,12,10,5,18,34,25,64,0,3,3,0,0,5,40,29,64,122,130,250,18,22,37,86,80,163,44,65,106
UCL122064,127,139,270,30,21,52,4,24,34,0,0,3,12,9,21,52,59,113,60,67,132,18.5,19.3,18.9,42.9,40.7,41.7,34.9,32.9,33.8,0,0,0,0,0,0,3,3,11,0,10,13,20,16,35,0,0,0,0,0,8,24,20,45,131,129,262,22,28,50,88,96,188,44,55,99
UCL122065,177,156,333,45,32,74,20,23,47,10,4,11,6,4,4,79,65,143,92,87,177,5.2,3.2,4.3,42.8,40,41.5,40.6,38.7,39.7,7,3,13,0,6,10,20,35,50,8,12,19,66,12,79,0,6,6,0,0,3,60,22,82,157,136,292,24,18,48,114,99,216,53,57,113
UCL122066,138,163,306,74,39,116,17,53,77,4,9,12,3,0,7,102,103,203,36,58,94,2.9,1,2,71.8,62.6,66.9,69.7,62,65.6,5,4,8,8,3,6,10,23,35,19,17,35,48,30,78,0,3,3,0,5,11,51,39,100,158,181,335,14,14,26,115,133,248,48,58,106
UCL122067,186,192,381,51,44,95,32,40,75,4,4,13,10,6,14,102,95,197,78,90,163,11,4.2,7.7,53.8,49.2,51.4,47.8,47.2,47.5,6,11,19,0,4,4,10,31,44,16,25,44,50,44,94,0,3,10,4,10,12,55,58,109,178,180,356,22,33,53,110,116,223,81,93,172
UCL122068,73,69,142,17,17,35,7,8,10,0,0,4,0,0,4,26,24,50,30,25,57,4,3.7,3.8,35.2,39.1,37.1,33.8,37.7,35.7,4,0,6,0,0,3,0,3,8,0,0,4,9,3,9,7,4,6,0,0,0,13,10,15,48,47,96,8,13,24,32,39,71,26,14,36
UCL122069,128,143,268,51,18,68,16,50,68,3,7,10,0,0,3,74,78,149,44,64,110,2.7,2.6,2.6,60,53.1,56.3,58.4,51.7,54.9,9,8,15,4,11,13,22,28,53,6,20,25,22,14,36,0,0,7,4,0,5,28,18,46,102,134,235,29,32,63,62,79,144,65,77,147
UCL122070,160,186,348,73,39,110,27,49,70,14,17,26,3,0,4,112,106,214,47,81,128,2.7,2,2.3,69.6,54.5,61.5,67.7,53.5,60.1,9,13,22,0,7,9,24,36,55,16,37,52,43,20,65,0,0,3,8,4,14,52,30,85,165,195,361,29,32,61,133,143,277,55,73,124
UCL122071,142,153,291,49,32,82,17,44,59,3,3,10,4,5,5,70,79,151,65,69,131,2.9,5.1,4,50,52,51,48.6,49.3,49,0,5,7,4,4,9,9,16,28,6,10,19,48,34,77,0,7,5,5,5,4,48,41,94,133,152,283,37,35,69,50,68,115,109,107,215
UCL122072,104,102,205,41,18,60,11,29,39,5,4,15,0,3,3,60,55,114,40,44,81,0,5.6,2.7,56.7,52.4,54.6,56.7,49.5,53.1,3,3,6,0,3,4,8,13,19,9,5,17,35,6,44,0,0,0,4,4,9,38,13,50,97,88,189,16,22,42,48,44,96,61,65,125
UCL122073,133,125,257,20,16,41,19,34,51,4,4,7,3,10,8,50,65,112,69,54,122,9.4,11.5,10.5,39.6,49.6,44.4,35.8,43.9,39.7,10,3,13,0,0,0,5,11,16,6,23,25,42,15,55,0,0,3,0,6,4,48,21,61,114,101,217,20,23,46,72,68,142,51,49,106
UCL122074,131,115,244,24,14,39,9,19,29,0,6,9,6,5,12,44,44,83,79,59,136,10,15.6,12.9,31,39.5,35,27.9,33.3,30.5,0,0,0,0,0,0,0,7,7,0,7,15,24,16,38,0,5,5,0,0,4,27,22,47,110,97,204,12,19,29,85,65,155,36,37,77
UCL122075,101,107,208,40,29,69,16,25,43,6,13,17,0,0,0,69,69,133,25,35,62,1.5,1.5,1.5,63.7,63,63.3,62.7,62,62.4,0,6,7,0,4,11,13,19,27,12,15,24,33,12,44,0,0,0,3,0,3,37,15,51,96,111,209,28,24,51,70,81,146,43,51,89
UCL122076,84,83,171,41,33,75,15,27,37,0,0,10,0,0,0,57,59,120,23,22,46,4.9,1.7,3.4,70.1,69,69.6,66.7,67.9,67.3,0,3,8,0,3,3,5,16,22,9,8,14,29,11,37,0,4,0,0,0,0,28,18,43,92,97,186,9,9,19,62,67,131,35,40,70
UCL122077,138,158,294,32,26,55,20,29,48,7,4,9,3,9,14,63,58,127,63,81,143,9.2,10,9.6,47.1,38.2,42.4,42.8,34.4,38.3,0,0,0,0,5,5,3,4,11,3,17,19,26,25,49,6,5,4,6,4,11,36,37,69,125,149,269,15,12,27,99,115,216,39,36,74
UCL122078,107,140,247,26,19,37,23,30,53,7,6,11,4,5,9,53,55,108,49,72,122,6.1,5.3,5.7,45,41.6,43.1,42.2,39.4,40.7,4,6,10,4,8,11,18,24,42,4,17,23,24,9,31,3,0,5,4,0,5,30,10,41,89,122,215,9,19,29,54,83,138,43,52,93
UCL122079,118,116,230,45,34,78,13,17,31,7,8,13,0,0,0,69,62,125,50,51,101,1.5,1.6,1.6,56.5,54,55.3,55.7,53.1,54.4,0,15,16,6,5,13,20,27,50,12,15,29,34,11,45,0,0,0,5,3,5,38,17,49,135,117,252,9,17,25,103,96,198,24,34,57
UCL122080,174,172,344,71,49,123,23,43,66,33,17,50,3,0,4,131,114,242,38,51,89,1.6,0.9,1.2,75,66.7,70.8,73.8,66.1,70,3,9,13,0,4,4,13,17,30,13,26,42,63,21,81,0,0,0,0,11,11,67,31,93,206,207,418,10,10,16,153,162,319,47,44,87
UCL122081,99,110,205,45,25,67,7,26,35,3,4,7,0,3,0,57,53,114,28,40,66,1.8,3.6,2.7,57.6,51.9,54.6,56.6,50,53.2,0,0,0,0,0,0,4,9,9,3,9,11,33,17,52,0,4,4,3,0,7,37,21,62,92,106,193,7,14,23,74,75,154,24,29,53
UCL122082,111,101,214,8,15,21,15,22,33,0,5,4,4,4,4,26,39,64,79,63,138,11.5,5.1,7.7,23.4,37.5,30.2,20.7,35.6,27.9,0,0,0,0,0,5,0,9,9,9,8,12,34,18,54,0,3,5,4,0,3,35,22,59,101,86,187,13,16,27,64,63,130,44,42,80
UCL122083,127,124,253,69,35,104,6,40,48,3,3,9,0,0,5,84,74,157,43,43,87,2.4,1.3,1.9,63.1,63.1,63.1,61.5,62.3,61.9,0,0,3,6,4,4,5,18,20,9,14,22,60,13,73,4,4,3,5,9,7,63,21,87,130,127,251,14,12,31,102,90,190,40,40,78
UCL122084,87,81,170,25,16,43,5,22,28,10,3,12,0,0,0,45,45,84,34,29,62,4.7,0,2.3,48.9,53.1,50.9,46.6,53.1,49.7,0,0,0,0,0,0,0,8,9,0,3,6,24,10,35,0,4,6,0,0,3,25,12,36,80,73,157,14,9,25,53,48,103,32,34,61
