SA2_MAINCODE_2016,F_GrDi_GrCer_GrDi_Mng,F_GrDi_GrCer_GrDi_Pro,F_GrDi_GrCer_GrDi_TTW,F_GrDi_GrCer_GrDi_CPS,F_GrDi_GrCer_GrDi_CA,F_GrDi_GrCer_GrDi_Sal,F_GrDi_GrCer_GrDi_MOD,F_GrDi_GrCer_GrDi_Lab,F_GrDi_GrCer_GrDi_IDNS,F_GrDi_GrCer_GrDi_Tot,F_GrDi_GrCer_GradCer_Mng,F_GrDi_GrCer_GradCer_Pro,F_GrDi_GrCer_GradCer_TTW,F_GrDi_GrCer_GradCer_CPS,F_GrDi_GrCer_GradCer_CA,F_GrDi_GrCer_GradCer_Sal,F_GrDi_GrCer_GradCer_MOD,F_GrDi_GrCer_GradCer_Lab,F_GrDi_GrCer_GradCer_IDNS,F_GrDi_GrCer_GradCer_Tot,F_BaDe_BaDe_Mng,F_BaDe_BaDe_Pro,F_BaDe_BaDe_TTW,F_BaDe_BaDe_CPS,F_BaDe_BaDe_CA,F_BaDe_BaDe_Sal,F_BaDe_BaDe_MOD,F_BaDe_BaDe_Lab,F_BaDe_BaDe_IDNS,F_BaDe_BaDe_Tot,F_AdvDi_Di_AdvDi_Di_NFD_Mng,F_AdvDi_Di_AdvDi_Di_NFD_Pro,F_AdvDi_Di_AdvDi_Di_NFD_TTW,F_AdvDi_Di_AdvDi_Di_NFD_CPS,F_AdvDi_Di_AdvDi_Di_NFD_CA,F_AdvDi_Di_AdvDi_Di_NFD_Sal,F_AdvDi_Di_AdvDi_Di_NFD_MOD,F_AdvDi_Di_AdvDi_Di_NFD_Lab,F_AdvDi_Di_AdvDi_Di_NFD_IDNS,F_AdvDi_Di_AdvDi_Di_NFD_Tot,F_AdvDi_Di_AdvDi_AsDe_Mng,F_AdvDi_Di_AdvDi_AsDe_Pro,F_AdvDi_Di_AdvDi_AsDe_TTW,F_AdvDi_Di_AdvDi_AsDe_CPS,F_AdvDi_Di_AdvDi_AsDe_CA,F_AdvDi_Di_AdvDi_AsDe_Sal,F_AdvDi_Di_AdvDi_AsDe_MOD,F_AdvDi_Di_AdvDi_AsDe_Lab,F_AdvDi_Di_AdvDi_AsDe_IDNS,F_AdvDi_Di_AdvDi_AsDe_Tot,F_AdvDi_Di_Dip_Mng,F_AdvDi_Di_Dip_Pro,F_AdvDi_Di_Dip_TTW,F_AdvDi_Di_Dip_CPS,F_AdvDi_Di_Dip_CA,F_AdvDi_Di_Dip_Sal,F_AdvDi_Di_Dip_MOD,F_AdvDi_Di_Dip_Lab,F_AdvDi_Di_Dip_IDNS,F_AdvDi_Di_Dip_Tot,F_Cert_CertIII_IV_Mng,F_Cert_CertIII_IV_Pro,F_Cert_CertIII_IV_TTW,F_Cert_CertIII_IV_CPS,F_Cert_CertIII_IV_CA,F_Cert_CertIII_IV_Sal,F_Cert_CertIII_IV_MOD,F_Cert_CertIII_IV_Lab,F_Cert_CertIII_IV_IDNS,F_Cert_CertIII_IV_Tot,F_Cert_CertI_II_Mng,F_Cert_CertI_II_Pro,F_Cert_CertI_II_TTW,F_Cert_CertI_II_CPS,F_Cert_CertI_II_CA,F_Cert_CertI_II_Sal,F_Cert_CertI_II_MOD,F_Cert_CertI_II_Lab,F_Cert_CertI_II_IDNS,F_Cert_CertI_II_Tot,F_Cert_Cert_nfd_Mng,F_Cert_Cert_nfd_Pro,F_Cert_Cert_nfd_TTW,F_Cert_Cert_nfd_CPS,F_Cert_Cert_nfd_CA,F_Cert_Cert_nfd_Sal,F_Cert_Cert_nfd_MOD,F_Cert_Cert_nfd_Lab,F_Cert_Cert_nfd_IDNS,F_Cert_Cert_nfd_Tot,F_LE_ID_Mng,F_LE_ID_Pro,F_LE_ID_TTW,F_LE_ID_CPS,F_LE_ID_CA,F_LE_ID_Sal,F_LE_ID_MOD,F_LE_ID_Lab,F_LE_ID_IDNS,F_LE_ID_Tot,F_LE_NS_Mng,F_LE_NS_Pro,F_LE_NS_TTW,F_LE_NS_CPS,F_LE_NS_CA,F_LE_NS_Sal,F_LE_NS_MOD,F_LE_NS_Lab,F_LE_NS_IDNS,F_LE_NS_Tot,F_Tot_Mng,F_Tot_Pro,F_Tot_TTW,F_Tot_CPS,F_Tot_CA,F_Tot_Sal,F_Tot_MOD,F_Tot_Lab,F_Tot_IDNS,F_Tot_Tot,P_PoDe_PoDe_NFD_Mng,P_PoDe_PoDe_NFD_Pro,P_PoDe_PoDe_NFD_TTW,P_PoDe_PoDe_NFD_CPS,P_PoDe_PoDe_NFD_CA,P_PoDe_PoDe_NFD_Sal,P_PoDe_PoDe_NFD_MOD,P_PoDe_PoDe_NFD_Lab,P_PoDe_PoDe_NFD_IDNS,P_PoDe_PoDe_NFD_Tot,P_PoDe_DoctDe_Mng,P_PoDe_DoctDe_Pro,P_PoDe_DoctDe_TTW,P_PoDe_DoctDe_CPS,P_PoDe_DoctDe_CA,P_PoDe_DoctDe_Sal,P_PoDe_DoctDe_MOD,P_PoDe_DoctDe_Lab,P_PoDe_DoctDe_IDNS,P_PoDe_DoctDe_Tot,P_PoDe_MasDe_Mng,P_PoDe_MasDe_Pro,P_PoDe_MasDe_TTW,P_PoDe_MasDe_CPS,P_PoDe_MasDe_CA,P_PoDe_MasDe_Sal,P_PoDe_MasDe_MOD,P_PoDe_MasDe_Lab,P_PoDe_MasDe_IDNS,P_PoDe_MasDe_Tot,P_GrDiGrCer_GrDiGrCerNFD_Mng,P_GrDiGrCer_GrDiGrCerNFD_Pro,P_GrDiGrCer_GrDiGrCerNFD_TTW,P_GrDiGrCer_GrDiGrCerNFD_CPS,P_GrDiGrCer_GrDiGrCerNFD_CA,P_GrDiGrCer_GrDiGrCerNFD_Sal,P_GrDiGrCer_GrDiGrCerNFD_MOD,P_GrDiGrCer_GrDiGrCerNFD_Lab,P_GrDiGrCer_GrDiGrCerNFD_IDNS,P_GrDiGrCer_GrDiGrCerNFD_Tot,P_GrDi_GrCer_GrDi_Mng,P_GrDi_GrCer_GrDi_Pro,P_GrDi_GrCer_GrDi_TTW,P_GrDi_GrCer_GrDi_CPS,P_GrDi_GrCer_GrDi_CA,P_GrDi_GrCer_GrDi_Sal,P_GrDi_GrCer_GrDi_MOD,P_GrDi_GrCer_GrDi_Lab,P_GrDi_GrCer_GrDi_IDNS,P_GrDi_GrCer_GrDi_Tot,P_GrDi_GrCer_GradCer_Mng,P_GrDi_GrCer_GradCer_Pro,P_GrDi_GrCer_GradCer_TTW,P_GrDi_GrCer_GradCer_CPS,P_GrDi_GrCer_GradCer_CA,P_GrDi_GrCer_GradCer_Sal,P_GrDi_GrCer_GradCer_MOD,P_GrDi_GrCer_GradCer_Lab,P_GrDi_GrCer_GradCer_IDNS,P_GrDi_GrCer_GradCer_Tot,P_BaDe_BaDe_Mng,P_BaDe_BaDe_Pro,P_BaDe_BaDe_TTW,P_BaDe_BaDe_CPS,P_BaDe_BaDe_CA,P_BaDe_BaDe_Sal,P_BaDe_BaDe_MOD,P_BaDe_BaDe_Lab,P_BaDe_BaDe_IDNS,P_BaDe_BaDe_Tot,P_AdvDi_Di_AdvDi_Di_NFD_Mng,P_AdvDi_Di_AdvDi_Di_NFD_Pro,P_AdvDi_Di_AdvDi_Di_NFD_TTW,P_AdvDi_Di_AdvDi_Di_NFD_CPS,P_AdvDi_Di_AdvDi_Di_NFD_CA,P_AdvDi_Di_AdvDi_Di_NFD_Sal,P_AdvDi_Di_AdvDi_Di_NFD_MOD,P_AdvDi_Di_AdvDi_Di_NFD_Lab,P_AdvDi_Di_AdvDi_Di_NFD_IDNS,P_AdvDi_Di_AdvDi_Di_NFD_Tot
109011175,8,32,0,3,13,0,0,0,0,51,3,9,0,0,4,0,0,0,0,13,69,262,6,23,64,9,0,6,5,441,0,0,0,3,0,0,0,0,0,7,33,54,4,29,25,4,0,8,0,157,31,27,12,54,64,3,0,9,0,207,40,29,59,109,109,40,3,27,3,416,8,3,0,12,16,6,0,14,0,57,20,3,3,25,35,12,0,10,0,104,3,0,0,3,4,5,0,0,0,20,23,8,3,12,13,10,3,13,3,87,255,486,86,276,345,88,15,75,19,1655,0,3,0,0,3,0,0,0,0,10,5,27,0,0,0,0,0,0,0,36,24,48,0,3,3,0,0,0,0,83,0,9,0,0,0,0,0,0,0,7,11,42,0,3,12,4,0,0,0,75,4,9,0,0,4,0,0,0,0,23,153,380,17,30,73,8,3,13,3,689,0,0,0,3,0,0,0,0,0,6
109011176,9,34,0,7,0,0,0,0,0,51,0,9,0,0,3,0,0,0,0,11,20,206,7,45,57,16,0,19,3,366,0,0,0,3,0,0,0,0,0,8,7,26,3,24,19,10,0,3,0,94,21,29,13,72,41,16,0,11,3,215,27,33,71,218,152,83,4,45,5,630,0,5,3,7,20,13,3,8,0,60,7,4,3,32,30,18,0,10,0,101,0,4,0,12,8,6,0,3,0,30,6,3,3,12,14,11,0,16,5,79,108,399,100,433,345,169,14,117,20,1702,0,6,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,11,13,48,0,7,7,6,0,6,0,97,0,0,0,0,0,0,0,0,0,0,11,42,0,5,3,0,0,0,0,63,0,11,0,3,3,0,0,0,0,20,59,286,16,69,72,19,18,28,6,570,0,0,0,7,0,0,0,0,0,10
109021177,0,6,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,8,45,0,0,16,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,6,14,3,3,7,0,0,0,0,28,5,0,0,9,8,0,0,4,0,28,7,7,4,31,34,7,3,3,0,106,3,0,0,7,7,0,0,0,0,11,3,0,0,7,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,4,0,0,0,17,44,81,19,62,68,16,6,15,4,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,30,64,0,3,13,3,0,0,3,129,0,0,0,0,0,0,0,0,0,0
109021178,0,16,0,4,3,0,0,0,0,20,0,7,0,0,0,0,0,0,0,7,20,119,3,11,25,5,0,3,0,180,0,0,0,0,0,0,0,0,0,3,10,15,0,11,10,3,0,7,0,55,8,19,0,26,23,3,0,3,0,81,13,20,28,67,48,17,4,24,0,206,3,0,0,4,6,4,0,4,0,29,8,0,0,5,8,3,0,0,0,27,0,0,0,0,0,0,0,0,0,8,4,5,0,5,3,6,0,5,0,35,75,217,38,137,129,45,5,40,3,691,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,9,15,3,3,0,0,0,0,0,30,0,4,0,0,0,0,0,0,0,9,0,19,0,8,3,0,0,0,0,32,0,7,0,0,0,0,0,0,0,7,35,168,7,15,25,9,0,5,0,277,0,0,0,0,0,0,0,0,0,3
109021179,3,10,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,18,52,4,3,14,0,0,3,0,88,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,0,0,3,0,32,11,4,0,20,13,0,0,3,0,43,22,6,9,23,22,9,0,13,0,104,3,0,0,0,4,0,0,3,0,17,0,3,0,9,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,3,12,3,31,62,91,26,69,67,13,0,37,4,370,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,4,12,0,3,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,36,68,9,3,14,0,0,7,0,138,0,0,0,0,0,0,0,0,0,0
109031180,0,9,0,0,0,0,0,0,0,11,0,5,0,0,0,0,0,0,0,9,14,95,4,14,10,3,0,0,0,142,0,0,0,0,0,0,0,0,0,3,0,14,0,12,9,3,0,0,0,45,11,6,9,26,13,4,0,7,0,72,8,10,31,65,34,14,5,23,6,193,0,0,0,5,15,3,0,7,0,32,5,3,0,10,10,8,0,4,0,39,0,0,0,0,0,0,0,0,0,3,3,5,6,10,3,6,0,8,0,38,53,168,51,141,91,41,6,58,7,610,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3,13,14,0,0,3,0,0,0,0,26,0,3,0,0,0,0,0,0,0,3,3,6,0,3,0,0,0,0,0,17,3,8,0,0,3,0,0,0,0,14,21,144,12,15,9,8,0,8,0,219,0,0,0,0,0,0,0,0,0,3
109031181,4,14,3,3,3,0,0,0,0,24,0,3,0,0,0,0,0,0,0,3,31,112,3,13,16,3,0,5,0,196,0,0,0,0,0,0,0,0,0,3,13,15,0,10,8,4,0,3,3,56,13,24,0,32,15,3,3,4,0,100,17,5,28,56,41,18,3,20,0,194,0,0,0,5,11,6,0,4,0,31,7,4,3,10,7,6,0,8,0,42,3,0,0,0,3,0,0,0,0,8,8,3,0,10,7,0,0,5,3,35,107,204,44,142,121,47,10,48,7,723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,22,0,3,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,8,16,3,3,3,0,0,0,0,34,0,5,0,0,0,0,0,0,0,7,68,147,16,13,21,5,3,8,0,286,0,0,0,0,0,0,0,0,0,0
109031182,0,18,0,3,4,0,0,0,0,29,0,3,0,0,0,0,0,0,0,5,18,150,4,19,18,5,0,8,0,230,0,0,0,0,0,0,0,0,0,5,10,22,0,14,18,4,0,0,0,70,10,16,5,62,18,3,0,6,3,120,20,20,35,79,74,24,0,26,3,284,5,3,0,9,17,3,0,3,0,32,0,3,0,17,14,11,0,7,0,50,0,0,0,0,3,3,0,0,0,5,0,3,3,16,8,10,0,11,3,56,69,276,53,220,174,60,0,61,15,922,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,15,36,0,3,3,0,0,0,0,63,0,3,0,0,0,0,0,0,0,3,4,22,3,3,3,0,0,0,0,35,0,7,0,3,0,0,0,0,0,7,42,232,12,29,29,8,0,19,3,367,0,0,0,0,0,0,0,0,0,5
109031183,7,21,0,3,5,0,0,0,0,36,0,6,0,0,0,0,0,0,0,4,49,124,11,7,28,4,0,8,4,230,0,3,0,0,0,0,0,0,0,6,18,25,5,8,8,6,0,4,4,83,19,14,5,17,32,8,0,3,0,103,55,12,18,38,38,17,0,23,4,210,12,3,0,6,13,0,0,6,0,47,3,3,0,4,3,3,0,5,0,35,0,0,0,0,0,0,0,0,0,3,6,11,0,9,0,6,0,9,9,49,180,245,46,104,144,34,4,65,16,837,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,10,23,0,0,3,0,0,3,0,40,0,0,0,0,0,0,0,0,0,0,15,21,0,3,5,0,0,0,0,38,0,6,0,0,0,0,0,0,0,9,106,162,10,11,28,7,0,18,4,338,0,3,0,0,0,0,0,0,0,4
109031184,0,24,0,7,0,0,0,0,0,29,0,8,0,0,0,0,0,0,0,16,20,151,0,10,21,7,0,4,0,223,0,0,0,0,0,0,0,0,0,5,5,14,3,11,12,4,0,4,0,62,10,18,4,25,22,6,0,3,0,91,15,15,29,52,38,28,0,11,0,185,3,0,0,3,5,5,0,4,0,19,0,0,0,10,8,3,0,3,0,29,3,0,0,4,0,0,0,0,0,10,9,6,3,8,3,3,0,0,0,31,69,257,40,132,106,56,0,35,7,717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,22,3,5,3,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,32,0,3,0,0,0,0,0,39,3,8,0,0,0,0,0,0,0,15,70,214,7,24,28,6,0,15,0,362,0,0,0,0,0,0,0,0,0,5
109031185,11,20,0,4,4,0,0,0,0,38,0,5,0,0,0,0,0,0,0,11,49,161,3,17,32,5,0,4,0,274,0,0,0,0,0,0,0,0,0,0,14,23,3,20,18,3,0,3,3,85,12,17,7,47,27,7,0,13,0,126,40,24,32,122,70,38,3,31,0,352,4,3,0,4,16,3,0,7,0,36,6,0,3,15,24,11,0,9,0,71,0,0,3,4,5,0,0,0,0,11,9,10,4,17,14,6,0,8,3,74,153,293,57,241,204,75,3,78,6,1108,0,3,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,8,24,0,0,0,0,0,0,0,41,0,3,0,0,0,0,0,0,0,3,7,25,0,4,4,0,0,0,0,46,0,6,0,3,0,0,0,0,0,11,108,232,8,23,34,5,4,12,5,432,0,0,0,0,0,0,0,0,0,0
110011186,18,112,3,20,18,3,0,0,0,173,5,29,0,4,3,3,0,0,0,50,93,634,35,130,171,41,3,27,10,1139,0,7,0,3,0,0,0,0,0,10,17,61,10,40,58,9,0,5,3,210,34,55,10,99,98,25,0,14,3,341,29,49,66,173,186,84,4,47,3,635,6,12,4,18,20,10,0,10,0,86,10,12,5,23,51,20,0,11,3,126,5,9,0,3,8,5,0,7,0,40,6,11,8,9,17,8,0,24,3,92,275,1390,145,532,668,207,9,157,36,3426,0,6,0,0,0,0,0,0,0,9,47,471,3,6,12,0,0,4,0,539,76,326,14,29,38,10,0,44,5,542,6,17,0,3,3,0,0,0,0,31,37,165,3,24,22,4,0,3,0,262,5,45,7,9,6,3,0,0,0,68,205,1018,84,205,221,66,11,76,18,1905,3,7,0,3,0,0,0,0,0,14
110011187,10,12,0,0,0,0,0,0,0,21,0,8,0,0,0,0,0,0,0,5,50,71,5,16,33,0,0,10,0,175,0,0,0,0,0,0,0,0,0,0,10,18,3,3,13,0,0,4,0,52,10,6,0,12,17,3,0,4,0,61,13,5,22,35,37,10,0,15,0,139,3,0,3,3,6,0,0,6,0,24,6,3,0,0,13,0,0,3,0,32,0,0,0,0,3,0,0,5,0,7,13,4,0,6,8,4,0,8,3,45,126,149,36,81,135,27,0,47,8,605,0,0,0,0,0,0,0,0,0,0,10,13,0,0,0,0,0,0,0,25,15,23,0,3,0,0,0,0,3,50,0,0,0,0,0,0,0,0,0,3,9,10,0,3,0,0,0,0,0,21,0,8,0,0,0,0,0,0,0,8,100,98,6,18,36,3,0,14,0,276,0,0,0,0,0,0,0,0,0,3
110011188,3,18,0,0,3,0,0,4,0,32,3,10,0,0,0,0,0,0,0,11,38,135,12,30,37,5,0,4,0,258,0,0,0,3,0,0,0,0,0,3,16,26,3,15,34,6,0,3,0,101,18,10,5,24,28,4,0,0,0,84,19,9,29,53,55,20,3,18,3,220,3,0,3,5,11,4,0,8,0,33,8,3,4,10,20,3,3,4,0,60,4,0,0,0,0,3,0,0,0,7,5,4,0,3,6,3,0,3,3,34,122,267,57,146,207,50,9,52,5,918,0,3,0,0,0,0,0,0,0,4,12,52,0,0,0,0,0,0,0,67,18,34,0,3,7,0,0,3,0,70,0,0,0,0,0,0,0,0,0,0,11,28,3,3,4,0,0,4,0,51,3,13,0,0,0,0,0,0,0,15,70,217,18,40,44,12,5,14,3,422,0,0,0,3,0,0,0,0,0,0
110011189,3,3,0,0,3,0,0,0,0,12,0,3,0,0,0,0,0,0,0,3,39,63,0,6,5,4,0,0,0,115,0,0,0,0,0,0,0,0,0,0,12,9,0,9,11,7,0,5,0,45,11,3,4,8,11,0,0,6,0,41,10,8,18,21,23,7,7,4,0,89,5,0,0,3,6,0,0,4,0,23,11,0,3,4,14,3,0,3,0,33,3,0,0,0,0,0,0,0,0,12,7,0,0,0,7,0,0,7,3,24,98,108,22,57,66,21,7,27,3,408,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,10,7,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,0,0,0,16,0,3,0,0,0,0,0,0,0,3,72,89,0,4,6,8,0,4,0,186,0,0,0,0,0,0,0,0,0,0
110021190,9,15,0,0,0,0,0,0,0,27,0,6,0,0,0,0,0,0,0,8,38,139,0,21,23,6,0,3,0,228,0,0,0,0,0,0,0,0,0,0,14,28,4,21,9,4,0,0,0,82,10,15,3,42,33,5,0,9,0,130,21,33,26,86,66,27,0,24,0,286,5,0,0,6,8,9,0,6,0,43,9,3,5,22,20,3,7,10,0,80,0,5,0,0,0,0,0,0,0,9,11,3,3,13,3,6,0,3,4,49,136,273,47,206,181,66,3,58,11,978,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,10,10,31,0,0,3,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,10,16,0,0,0,0,0,0,0,30,0,6,0,0,0,0,0,0,0,10,82,184,9,26,26,10,0,6,3,350,0,0,0,0,0,0,0,0,0,6
110021191,5,28,0,4,3,0,0,0,0,39,0,3,0,0,0,0,0,0,0,3,25,239,6,27,21,6,0,19,5,356,0,0,0,0,0,0,0,0,0,3,11,37,3,20,10,10,0,3,4,96,11,26,0,44,31,15,0,7,3,143,34,31,48,167,80,57,4,31,0,456,10,3,3,9,12,3,0,0,0,46,6,0,3,17,19,15,0,12,0,66,0,3,0,3,3,3,0,0,0,13,3,13,3,13,15,6,0,14,12,76,118,416,70,311,196,111,7,102,25,1345,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,7,32,0,4,3,0,0,3,3,48,0,3,0,0,0,0,0,0,0,4,5,48,0,3,3,0,0,0,0,65,0,3,0,0,0,0,0,0,0,7,56,357,12,34,27,10,0,32,5,530,0,0,0,0,0,0,0,3,0,7
110021192,9,11,0,0,3,0,0,3,0,17,0,0,0,0,0,0,0,0,0,3,27,64,3,3,9,3,0,9,3,118,0,0,0,0,0,0,0,0,0,3,18,9,0,8,12,0,0,0,0,47,12,6,0,12,13,9,3,3,0,61,21,9,19,64,42,14,0,14,3,192,4,4,0,0,6,0,0,3,0,22,4,0,0,14,4,0,0,3,0,32,3,0,0,4,0,0,0,0,0,10,13,4,3,4,3,5,0,3,3,38,115,119,25,104,94,33,4,39,12,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,8,10,0,0,3,0,0,3,0,28,0,0,0,0,0,0,0,0,0,4,44,80,5,5,10,3,0,5,3,162,0,0,0,0,0,0,0,0,0,3
110021193,4,8,0,3,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,4,43,116,0,3,19,3,0,8,0,189,0,0,0,3,0,0,0,0,0,3,24,14,0,11,10,0,0,0,0,65,13,17,0,23,20,3,0,0,0,84,35,21,13,54,41,7,0,26,0,194,3,0,0,3,0,3,3,4,0,20,4,0,0,10,4,3,0,3,0,34,6,0,0,0,5,0,0,3,0,15,9,8,4,16,9,3,0,4,6,52,144,201,26,122,110,33,5,49,13,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,0,0,0,0,0,0,0,19,0,3,0,0,0,0,0,0,0,3,6,16,0,3,5,0,0,0,0,31,0,0,0,0,0,0,0,0,0,7,76,150,0,5,22,3,0,5,3,275,0,0,0,3,0,0,0,0,0,7
110021194,0,18,0,3,3,0,0,0,0,20,0,3,0,0,0,0,0,0,0,0,40,97,3,7,17,5,0,7,0,178,0,0,0,0,0,0,0,0,0,0,20,15,0,14,11,0,0,0,0,65,16,8,8,21,14,0,0,3,0,71,22,16,24,65,47,15,3,25,5,219,4,3,0,6,14,3,0,4,0,29,6,0,0,14,7,5,0,3,0,43,3,0,0,0,0,0,0,0,0,8,4,0,0,10,3,3,0,12,6,45,124,170,36,142,117,34,9,53,12,697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,0,0,4,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,21,0,3,3,0,0,3,0,34,0,3,0,0,0,0,0,0,0,0,73,127,4,14,18,5,3,15,5,262,0,0,0,0,0,0,0,0,0,0
110031195,0,16,0,6,0,0,0,0,0,22,0,6,0,0,0,0,0,0,0,8,35,196,0,12,26,4,0,7,4,280,0,0,0,3,0,0,0,0,0,3,4,25,0,17,17,6,0,4,0,75,14,19,0,48,23,11,0,0,0,125,7,21,31,81,66,27,8,15,5,261,7,0,0,8,16,5,0,5,0,45,8,6,0,10,13,7,0,6,0,55,3,7,0,0,0,0,0,0,0,10,3,5,3,11,11,3,3,0,4,58,94,332,38,202,194,59,6,33,17,975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,49,0,0,4,0,0,0,0,67,0,3,0,0,0,0,0,0,0,3,5,17,0,6,0,0,0,0,0,31,0,8,0,3,0,0,0,0,0,9,65,298,9,32,37,7,0,7,4,451,0,0,0,3,0,0,0,0,0,3
110031196,10,16,0,0,3,0,0,0,0,31,3,5,0,0,0,0,0,0,0,8,71,82,0,11,36,0,0,8,0,209,0,0,0,0,0,0,0,0,0,0,15,17,0,6,10,0,0,0,0,53,18,7,0,21,29,8,3,4,0,89,20,7,14,36,40,5,3,8,3,137,7,0,0,8,4,0,0,3,0,16,9,0,0,3,7,0,0,3,0,33,0,0,0,0,3,0,0,0,0,6,13,8,0,13,9,3,0,3,0,49,160,155,11,92,150,27,11,32,8,652,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,11,16,0,0,0,0,0,0,0,21,0,5,0,0,0,0,0,0,0,5,16,14,0,0,3,0,0,0,0,33,3,3,0,0,0,0,0,0,0,10,146,101,0,8,36,6,8,7,3,327,0,0,0,0,0,0,0,0,0,0
110031197,3,14,0,3,3,0,0,0,0,28,0,0,0,0,0,0,0,0,0,6,16,164,5,13,18,5,0,0,0,229,0,0,0,0,0,0,0,0,0,0,3,25,3,21,7,0,0,5,0,67,7,13,8,42,20,3,0,0,0,100,15,36,33,69,86,18,4,21,4,291,0,3,0,0,12,0,0,3,0,26,3,3,8,15,15,8,0,5,0,52,0,3,0,0,3,0,0,0,0,8,5,4,4,3,12,8,0,11,7,52,68,298,64,168,191,50,4,47,14,896,0,0,0,0,0,0,0,0,0,3,3,25,0,0,0,0,0,0,0,27,14,29,3,0,0,0,0,0,0,49,3,4,0,0,0,0,0,0,0,4,5,25,0,3,3,0,0,0,0,35,4,0,0,0,0,0,0,0,0,12,52,229,20,25,34,11,7,10,3,380,0,0,0,0,0,0,0,0,0,0
110031198,0,9,0,0,4,0,0,0,0,18,0,3,0,0,0,0,0,0,0,6,37,84,0,7,26,0,0,4,3,158,0,3,0,0,0,0,0,0,0,5,12,13,0,11,10,0,0,4,0,45,11,4,3,17,24,5,0,3,0,72,14,17,15,36,28,10,3,14,4,133,0,0,0,3,13,5,0,0,0,22,7,8,3,3,6,9,0,0,0,32,0,3,0,0,0,0,0,0,0,5,4,5,0,3,4,0,0,3,4,32,87,156,25,90,111,34,7,30,10,548,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,3,13,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,3,16,0,0,4,0,0,0,0,25,3,3,0,0,0,0,0,0,0,8,77,125,9,12,26,4,0,4,4,258,0,3,0,0,0,0,0,0,0,5
110041199,0,21,0,7,3,0,0,0,0,39,0,8,0,0,4,0,0,0,0,10,28,198,8,18,22,6,0,3,0,288,0,0,0,0,0,0,0,0,0,3,8,24,3,15,16,3,0,0,0,71,12,30,8,52,31,3,5,3,3,141,20,22,37,91,88,31,18,20,4,332,0,0,4,12,20,8,0,0,0,49,8,0,3,16,29,9,4,10,0,73,0,0,0,0,3,3,0,0,0,8,5,4,3,10,11,11,3,4,8,63,94,335,65,231,225,74,34,41,22,1116,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,4,21,49,0,8,3,0,0,3,0,78,0,0,0,0,0,0,0,0,0,4,3,28,0,7,3,0,3,0,0,47,3,8,0,0,3,0,0,0,0,13,73,286,18,24,29,12,12,6,3,463,0,0,0,0,0,0,0,0,0,3
